'  Efg_pct',' Turnover_PCT',' orb_pct',' ft_rate',' class'
0.283105,0.382775,0.272349,0.408875,' loss'
0.458904,0.526316,0.528067,0.48336,' win'
0.242009,0.363636,0.316008,0.244057,' win'
0.385845,0.842105,0.31185,0.123613,' loss'
0.360731,0.669856,0.548857,0.435816,' loss'
0.369863,0.311005,0.490644,0.312203,' win'
0.495434,0.885167,0.582121,0.412044,' loss'
0.710046,0.478469,0.592516,0.256735,' win'
0.47032,0.588517,0.422037,0.213946,' loss'
0.328767,0.267943,0.814969,0.453249,' win'
0.586758,0.330144,0.347193,0.128368,' loss'
0.810502,0.296651,0.382536,0.354992,' win'
0.616438,0.373206,0.762994,0.33122,' win'
0.618721,0.210526,0.509356,0.299525,' loss'
0.287671,0.507177,0.451143,0.74168,' loss'
0.707763,0.416268,0.565489,0.299525,' win'
0.228311,0.76555,0.182952,0.378764,' loss'
0.584475,0.349282,0.334719,0.177496,' win'
0.292237,0.492823,0.178794,0.345483,' loss'
0.531963,0.574163,0.503119,0.510301,' win'
0.488584,0.287081,0.536383,0.215531,' win'
0.267123,0.473684,0.399168,0.318542,' loss'
0.139269,0.497608,0.698545,0.464342,' loss'
0.515982,0.38756,0.422037,0.320127,' win'
0.442922,0.421053,0.155925,0.250396,' loss'
0.406393,0.406699,0.461538,0.274168,' win'
0.376712,0.272727,0.471933,0.164818,' loss'
0.388128,0.30622,0.66736,0.37401,' win'
0.570776,0.511962,0.345114,0.491284,' win'
0.442922,0.444976,0.509356,0.415214,' loss'
0.312785,0.569378,0.338877,0.44374,' loss'
0.561644,0.397129,0.357588,0.296355,' win'
0.166667,0.349282,0.365904,0.369255,' loss'
0.458904,0.444976,0.413721,0.161648,' win'
0.484018,0.186603,0.461538,0.497623,' win'
0.47032,0.272727,0.349272,0.340729,' loss'
0.356164,0.626794,0.461538,0.388273,' loss'
0.527397,0.244019,0.189189,0.315372,' win'
0.53653,0.636364,0.417879,0.538827,' win'
0.401826,0.679426,0.634096,0.478605,' loss'
0.321918,0.583732,0.430353,0.11252,' loss'
0.360731,0.229665,0.403326,0.416799,' win'
0.260274,0.248804,0.343035,0.432647,' loss'
0.481735,0.598086,0.513514,0.461173,' win'
0.315068,0.569378,0.50104,0.359746,' loss'
0.490868,0.339713,0.530146,0.18859,' win'
0.383562,0.526316,0.569647,0.362916,' loss'
0.639269,0.507177,0.536383,0.253566,' win'
0.5,0.157895,0.347193,0.315372,' loss'
0.666667,0.291866,0.553015,0.33122,' win'
0.627854,0.37799,0.370062,0.388273,' win'
0.60274,0.291866,0.37422,0.405705,' loss'
0.390411,0.636364,0.328482,0.364501,' loss'
0.394977,0.449761,0.513514,0.172742,' win'
0.342466,0.574163,0.721414,0.534073,' loss'
0.589041,0.435407,0.060291,0.603803,' win'
0.497717,0.320574,0.413721,0.247227,' loss'
0.479452,0.267943,0.548857,0.118859,' win'
0.573059,0.784689,0.509356,0,' win'
0.454338,0.291866,0.255717,0.172742,' loss'
0.429224,0.325359,0.43659,0.347068,' loss'
0.399543,0.416268,0.586279,0.694136,' win'
0.19863,0.736842,0.513514,0.389857,' loss'
0.312785,0.516746,0.530146,0.408875,' win'
0.33105,0.263158,0.399168,0.118859,' loss'
0.742009,0.368421,0.324324,0.228209,' win'
0.299087,0.267943,0.50104,0.247227,' win'
0.173516,0.545455,0.112266,0.378764,' loss'
0.248858,0.665072,0.047817,0.616482,' loss'
0.456621,0.641148,0.474012,0.413629,' win'
0.851598,0.712919,0.137214,0.329635,' win'
0.200913,0.330144,0.411642,0.388273,' loss'
0.440639,0.282297,0.471933,0.323296,' loss'
0.652968,0.497608,0.565489,0.388273,' win'
0.344749,0.569378,0.650728,0.359746,' loss'
0.340183,0.4689,0.336798,0.524564,' win'
0.214612,0.129187,0.320166,0.503962,' loss'
0.687215,0.555024,0.266112,0.259905,' win'
0.383562,0.239234,0.717256,0.160063,' win'
0.497717,0.38756,0.334719,0.234548,' loss'
0.253425,0.397129,0.307692,0.530903,' loss'
0.6621,0.698565,0.382536,0.212361,' win'
0.520548,0.5311,0.503119,0.270998,' win'
0.349315,0.483254,0.621622,0.171157,' loss'
0.815068,0.583732,0.180873,0.316957,' win'
0.351598,0.267943,0.513514,0.217116,' loss'
0.442922,0.449761,0.043659,0.18542,' loss'
0.56621,0.62201,0.68815,0.383518,' win'
0.538813,0.535885,0.403326,0.209192,' loss'
0.442922,0.526316,0.773389,0.424723,' win'
0.273973,0.516746,0.64657,0.131537,' loss'
0.591324,0.483254,0.222453,0.348653,' win'
0.340183,0.454545,0.288981,0.210777,' loss'
0.401826,0.449761,0.413721,0.393027,' win'
0.388128,0.574163,0.555094,0.354992,' loss'
0.700913,0.37799,0.093555,0.190174,' win'
0.657534,0.54067,0.461538,0.359746,' loss'
0.600457,0.272727,0.397089,0.518225,' win'
0.340183,0.30622,0.484407,0.229794,' win'
0.23516,0.555024,0.621622,0.388273,' loss'
0.506849,0.435407,0.380457,0.518225,' win'
0.52968,0.61244,0.417879,0.202853,' loss'
0.363014,0.430622,0.430353,0.240887,' loss'
0.484018,0.507177,0.449064,0.318542,' win'
0.294521,0.535885,0.301455,0.354992,' loss'
0.369863,0.291866,0.218295,0.164818,' win'
0.584475,0.511962,0.449064,0.234548,' win'
0.401826,0.555024,0.376299,0.393027,' loss'
0.47032,0.210526,0.093555,0.193344,' loss'
0.545662,0.511962,0.577963,0.364501,' win'
0.273973,0.181818,0.407484,0.288431,' win'
0.285388,0.052632,0.268191,0.237718,' loss'
0.561644,0.555024,0.553015,0.435816,' win'
0.458904,0.464115,0.474012,0.510301,' loss'
0.53653,0.253589,0.52183,0.14897,' loss'
0.479452,0.392344,0.800416,0.323296,' win'
0.60274,0.574163,0.474012,0.293185,' win'
0.319635,0.832536,0.2079,0.171157,' loss'
0.468037,0.574163,0.392931,0.270998,' win'
0.454338,0.54067,0.33264,0.198098,' loss'
0.365297,0.545455,0.474012,0.193344,' loss'
0.598174,0.511962,0.160083,0.315372,' win'
0.200913,0.54067,0.422037,0.548336,' loss'
0.383562,0.555024,0.357588,0.282092,' win'
0.73516,0.555024,0.449064,0.255151,' win'
0.541096,0.392344,0.139293,0.348653,' loss'
0.347032,0.258373,0.303534,0.491284,' loss'
0.573059,0.444976,0.155925,0.423138,' win'
0.486301,0.583732,0.386694,0.256735,' win'
0.388128,0.186603,0.257796,0.244057,' loss'
0.468037,0.521531,0.634096,0.388273,' win'
0.319635,0.808612,0.704782,0.554675,' loss'
0.522831,0.4689,0.536383,0.318542,' win'
0.5,0.497608,0.426195,0.315372,' loss'
0.40411,0.660287,0.765073,0.104596,' loss'
0.609589,0.578947,0.110187,0.274168,' win'
0.545662,0.339713,0.201663,0.356577,' loss'
0.80137,0.746411,0.559252,0.240887,' win'
0.33105,0.210526,0.303534,0.18542,' win'
0.442922,0.435407,0.087318,0.236133,' loss'
0.365297,0.492823,0.474012,0.361331,' win'
0.363014,0.435407,0.530146,0.364501,' loss'
0.630137,0.45933,0.367983,0.418384,' win'
0.36758,0.578947,0.2079,0.438986,' loss'
0.40411,0.277512,0.438669,0.305864,' loss'
0.390411,0.272727,0.586279,0.546751,' win'
0.340183,0.311005,0.16632,0.419968,' win'
0.287671,0.521531,0.561331,0.280507,' loss'
0.646119,0.851675,0.307692,0.389857,' win'
0.30137,0.636364,0.407484,0.393027,' loss'
0.365297,0.818182,0.305613,0.29477,' loss'
0.296804,0.564593,0.484407,0.312203,' win'
0.376712,0.526316,0.232848,0.18225,' loss'
0.56621,0.449761,0.399168,0.209192,' win'
0.415525,0.349282,0.320166,0.332805,' loss'
0.527397,0.5311,0.280665,0.37401,' win'
0.246575,0.23445,0.461538,0.18225,' loss'
0.454338,0.406699,0.474012,0.106181,' win'
0.349315,0.478469,0.496881,0.522979,' loss'
0.5,0.272727,0.471933,0.194929,' win'
0.351598,0.712919,0.756757,0.255151,' win'
0.13242,0.832536,0.484407,0.435816,' loss'
0.559361,0.488038,0.461538,0.304279,' loss'
0.609589,0.593301,0.417879,0.48336,' win'
0.468037,0.086124,0.295218,0.396197,' win'
0.545662,0.344498,0.305613,0.217116,' loss'
0.47032,0.363636,0.409563,0.299525,' loss'
0.481735,0.267943,0.75052,0.364501,' win'
0.413242,0.717703,0.434511,0.462758,' loss'
0.5,0.502392,0.617464,0.315372,' win'
0.356164,0.287081,0.503119,0.491284,' win'
0.271689,0.334928,0.484407,0.378764,' loss'
0.321918,0.22488,0.492723,0.424723,' loss'
0.40411,0.301435,0.592516,0.342314,' win'
0.53653,0.430622,0.272349,0.232964,' loss'
0.730594,0.803828,0.615385,0.209192,' win'
0.456621,0.143541,0.251559,0.315372,' win'
0.292237,0.435407,0.505198,0.364501,' loss'
0.335616,0.177033,0.428274,0.388273,' win'
0.401826,0.325359,0.384615,0.247227,' loss'
0.328767,0.535885,0.648649,0.174326,' loss'
