'  Efg_pct',' Turnover_PCT',' orb_pct',' ft_rate',' class'
0.429224,0.655502,0.357588,0.187005,' win'
0.527397,0.397129,0.218295,0.255151,' win'
0.504566,0.444976,0.280665,0.18859,' loss'
0.468037,0.392344,0.52183,0.175911,' loss'
0.598174,0.559809,0.380457,0.217116,' win'
0.30137,0.186603,0.24948,0.175911,' loss'
0.486301,0.444976,0.426195,0.458003,' win'
0.415525,0.588517,0.280665,0.350238,' loss'
0.575342,0.435407,0.461538,0.2187,' win'
0.739726,0.636364,0.081081,0.299525,' win'
0.429224,0.602871,0.449064,0.161648,' loss'
0.098174,0.354067,0.434511,0.340729,' loss'
0.253425,0.564593,0.31185,0.450079,' win'
0.545662,0.421053,0.336798,0.231379,' win'
0.522831,0.516746,0.247401,0.22187,' loss'
0.511416,0.033493,0.33264,0.179081,' win'
0.33105,0.392344,0.474012,0.530903,' loss'
0.189498,0.334928,0.453222,0.366086,' win'
0.226027,0.665072,0.407484,0.299525,' loss'
0.616438,0.45933,0.650728,0.412044,' win'
0.461187,0.62201,0.509356,0.656101,' loss'
0.552511,0.282297,0.569647,0.310618,' win'
0.550228,0.368421,0.278586,0.743265,' loss'
0.429224,0.363636,0.505198,0.400951,' loss'
0.502283,0.349282,0.602911,0.37084,' win'
0.570776,0.296651,0.49896,0.320127,' win'
0.657534,0.69378,0.004158,0.36767,' loss'
0.484018,0.626794,0.617464,0.416799,' loss'
0.545662,0.45933,0.486486,0.251981,' win'
0.664384,0.344498,0.043659,0.328051,' win'
0.607306,0.550239,0.334719,0.212361,' loss'
0.630137,0.416268,0.367983,0.616482,' loss'
0.573059,0.253589,0.328482,0.51664,' win'
0.60274,0.334928,0.503119,0.166403,' win'
0.525114,0.822967,0.444906,0.272583,' loss'
0.543379,0.38756,0.449064,0.229794,' win'
0.363014,0.650718,0.438669,0.14897,' loss'
0.468037,0.344498,0.461538,0.388273,' loss'
0.611872,0.129187,0.530146,0.167987,' win'
0.442922,0.406699,0.328482,0.345483,' win'
0.40411,0.497608,0.257796,0.090333,' loss'
0.625571,0.435407,0.503119,0.255151,' win'
0.33105,0.339713,0.471933,0.172742,' loss'
0.456621,0.133971,0.461538,0.424723,' loss'
0.399543,0.177033,0.550936,0.879556,' win'
0.477169,0.674641,0.367983,0.503962,' loss'
0.484018,0.291866,0.357588,0.253566,' win'
0.365297,0.435407,0.417879,0.231379,' win'
0.317352,0.497608,0.530146,0.226624,' loss'
0.495434,0.411483,0.702703,0.383518,' win'
0.52968,0.636364,0.738046,0.174326,' loss'
0.415525,0.401914,0.288981,0.41046,' win'
0.36758,0.574163,0.340956,0.255151,' loss'
0.547945,0.717703,0.347193,0.353407,' loss'
0.442922,0.392344,0.634096,0.445325,' win'
0.246575,0.454545,0.301455,0.307448,' loss'
0.344749,0.617225,0.650728,0.426307,' win'
0.312785,0.177033,0.245322,0.270998,' loss'
0.641553,0.617225,0.509356,0.332805,' win'
0.294521,0.397129,0.49896,0.204437,' loss'
0.429224,0.301435,0.449064,0.244057,' win'
0.305936,0.545455,0.189189,0.212361,' loss'
0.605023,0.684211,0.403326,0.286846,' win'
0.267123,0.837321,0.536383,0.456418,' loss'
0.495434,0.358852,0.239085,0.204437,' win'
0.531963,0.444976,0.413721,0.324881,' win'
0.573059,0.746411,0.320166,0.2187,' loss'
0.429224,0.583732,0.328482,0.291601,' loss'
0.509132,0.191388,0.280665,0.296355,' win'
0.3379,0.205742,0.407484,0.432647,' loss'
0.552511,0.248804,0.449064,0.204437,' win'
0.611872,0.311005,0.671518,0.288431,' win'
0.557078,0.5311,0.598753,0.432647,' loss'
0.399543,0.741627,0.486486,0.637084,' loss'
0.497717,0.478469,0.486486,0.40729,' win'
0.390411,0.593301,0.328482,0.25832,' win'
0.401826,0.799043,0.550936,0.296355,' loss'
0.66895,0.717703,0.12474,0.440571,' loss'
0.541096,0.5311,0.513514,0.608558,' win'
0.415525,0.344498,0.365904,0.234548,' win'
0.347032,0.411483,0.367983,0.131537,' loss'
0.479452,0.61244,0.168399,0.179081,' loss'
0.351598,0.334928,0.490644,0.215531,' win'
0.472603,0.641148,0.555094,0.694136,' win'
0.276256,0.674641,0.338877,0.543582,' loss'
0.33105,0.631579,0.480249,0.343899,' loss'
0.712329,0.37799,0.347193,0.244057,' win'
0.454338,0.583732,0.338877,0.299525,' loss'
0.552511,0.746411,0.288981,0.440571,' win'
0.232877,0.181818,0.268191,0.491284,' loss'
0.69863,0.564593,0.430353,0.611727,' win'
0.360731,0.425837,0.218295,0.156894,' loss'
0.442922,0.296651,0.328482,0.369255,' win'
0.33105,0.464115,0.573805,0.318542,' win'
0.333333,0.449761,0.299376,0.161648,' loss'
0.609589,0.483254,0.253638,0.369255,' win'
0.465753,0.440191,0.592516,0.236133,' loss'
0.244292,0.114833,0.357588,0.158479,' loss'
0.429224,0.15311,0.700624,0.280507,' win'
0.511416,0.583732,0.594595,0.250396,' win'
0.333333,0.191388,0.251559,0.321712,' loss'
0.589041,0.574163,0.261954,0.263074,' win'
0.344749,0.497608,0.367983,0.393027,' loss'
0.429224,0.15311,0.694387,0.358162,' loss'
0.746575,0.248804,0.417879,0.48336,' win'
0.561644,0.550239,0.336798,0.332805,' loss'
0.563927,0.291866,0.650728,0.616482,' win'
0.511416,0.521531,0.634096,0.259905,' win'
0.445205,0.885167,0.261954,0.568938,' loss'
0.429224,0.492823,0.49896,0.44374,' win'
0.390411,0.320574,0.390852,0.339144,' loss'
0.600457,0.416268,0.652807,0.438986,' win'
0.289954,0.301435,0.523909,0.210777,' loss'
0.554795,0.755981,0.2079,0.253566,' win'
0.328767,0.430622,0.399168,0.313788,' loss'
0.623288,0.38756,0.347193,0.40729,' win'
0.454338,0.397129,0.517672,0.255151,' loss'
0.53653,0.354067,0.615385,0.296355,' loss'
0.429224,0.344498,0.91684,0.423138,' win'
0.173516,0.464115,0.37422,0.524564,' loss'
0.317352,0.401914,0.376299,0.472266,' win'
0.468037,0.440191,0.218295,0.160063,' win'
0.376712,0.598086,0.31185,0.166403,' loss'
0.458904,0.4689,0.245322,0.259905,' win'
0.385845,0.660287,0.189189,0.223455,' loss'
0.182648,0.54067,0.334719,0.251981,' loss'
0.728311,0.550239,0.449064,0.438986,' win'
0.242009,0.358852,0.216216,0.25832,' loss'
0.178082,0.382775,0.659044,0.347068,' win'
0.308219,0.588517,0.417879,0.670365,' loss'
0.522831,0.22488,0.288981,0.25832,' win'
0.509132,0.301435,0.392931,0.202853,' loss'
0.579909,0.555024,0.66736,0.554675,' win'
0.639269,0.138756,0.600832,0.328051,' win'
0.374429,0.23445,0.484407,0.266244,' loss'
0.56621,0.550239,0.27027,0.383518,' win'
0.3379,0.334928,0.386694,0.267829,' loss'
0.484018,0.320574,0.569647,0.635499,' win'
0.675799,0.799043,0.288981,0.364501,' loss'
0.415525,0.421053,0.496881,0.247227,' loss'
0.573059,0.54067,0.288981,0.418384,' win'
0.376712,0.425837,0.461538,0.546751,' loss'
0.614155,0.760766,0.461538,0.646593,' win'
0.16895,0.535885,0.239085,0.459588,' loss'
0.477169,0.440191,0.251559,0.167987,' win'
0.365297,0.330144,0.301455,0.316957,' loss'
0.531963,0.511962,0.305613,0.217116,' win'
0.550228,0.516746,0.328482,0.378764,' loss'
0.579909,0.263158,0.471933,0.174326,' win'
0.545662,0.416268,0.619543,0.302694,' win'
0.335616,0.301435,0.471933,0.424723,' loss'
0.292237,0.478469,0.357588,0.326466,' loss'
0.511416,0.5311,0.461538,0.402536,' win'
0.518265,0.478469,0.336798,0.435816,' loss'
0.479452,0.220096,0.422037,0.209192,' win'
0.226027,0.535885,0.50104,0.210777,' win'
0.267123,0.61244,0.301455,0.131537,' loss'
0.520548,0.167464,0.540541,0.415214,' loss'
0.751142,0.263158,0.422037,0.337559,' win'
0.518265,0.406699,0.367983,0.351823,' win'
0.429224,0.373206,0.449064,0.461173,' loss'
0.577626,0.574163,0.253638,0.206022,' win'
0.287671,0.435407,0.326403,0.114105,' loss'
0.522831,0.555024,0.559252,0.518225,' loss'
0.522831,0.392344,0.652807,0.393027,' win'
0.442922,0.45933,0.305613,0.328051,' loss'
0.47032,0.5311,0.446985,0.454834,' win'
0.641553,0.435407,0.492723,0.296355,' loss'
0.63242,0.382775,0.650728,0.282092,' win'
0.83105,0.69378,0.390852,0.180666,' win'
0.454338,0.473684,0.336798,0.369255,' loss'
0.53653,0.598086,0.434511,0.700475,' win'
0.369863,0.607656,0.75052,0.193344,' loss'
0.652968,0.535885,0.550936,0.388273,' win'
0.52968,0.770335,0.449064,0.339144,' loss'
0.515982,0.411483,0.461538,0.202853,' win'
0.310502,0.425837,0.160083,0.167987,' loss'
0.182648,0.674641,0.621622,0.324881,' loss'
0.326484,0.334928,0.54262,0.37401,' win'
0.454338,0.449761,0.648649,0.340729,' loss'
0.598174,0.449761,0.449064,0.361331,' win'
0.429224,0.497608,0.201663,0.231379,' win'
0.280822,0.473684,0.43659,0.37401,' loss'
0.616438,0.454545,0.503119,0.22504,' win'
0.296804,0.191388,0.417879,0.510301,' loss'
0.319635,0.373206,0.509356,0.169572,' loss'
0.401826,0.354067,0.474012,0.576862,' win'
0.344749,0.330144,0.634096,0.251981,' win'
0.374429,0.37799,0.266112,0.291601,' loss'
0.506849,0.215311,0.486486,0.37401,' win'
0.458904,0.555024,0.569647,0.530903,' loss'
0.552511,0.550239,0.474012,0.304279,' loss'
0.538813,0.411483,0.247401,0.394612,' win'
0.246575,0.607656,0.523909,0.274168,' loss'
0.273973,0.311005,0.422037,0.280507,' win'
0.351598,0.301435,0.288981,0.383518,' win'
0.319635,0.258373,0.365904,0.150555,' loss'
0.518265,0.473684,0.334719,0.440571,' win'
0.347032,0.483254,0.357588,0.283677,' loss'
0.40411,0.301435,0.663202,0.270998,' win'
0.502283,0.822967,0.550936,0.1458,' loss'
0.497717,0.349282,0.288981,0.416799,' win'
0.484018,0.511962,0.272349,0.397781,' loss'
0.53653,0.311005,0.108108,0.266244,' win'
0.488584,0.674641,0.698545,0.263074,' loss'
0.287671,0.220096,0.251559,0.695721,' loss'
0.515982,0.62201,0.715177,0.478605,' win'
0.47032,0.684211,0.357588,0.190174,' win'
0.30137,0.69378,0.569647,0.285261,' loss'
0.148402,0.157895,0.340956,0.275753,' loss'
0.531963,0.62201,0.278586,0.044374,' win'
0.239726,0.454545,0.767152,0.440571,' loss'
0.659817,0.220096,0.380457,0.356577,' win'
0.543379,0.119617,0.367983,0.240887,' loss'
0.799087,0.37799,0.411642,0.429477,' win'
0.641553,0.421053,0.347193,0.275753,' win'
0.305936,0.244019,0.64657,0.305864,' loss'
0.388128,0.526316,0.582121,0.302694,' win'
0.205479,0.373206,0.403326,0.18225,' loss'
0.577626,0.598086,0.149688,0.580032,' loss'
0.721461,0.38756,0.278586,0.388273,' win'
0.328767,0.488038,0.218295,0.497623,' loss'
0.573059,0.444976,0.261954,0.464342,' win'
0.226027,0.229665,0.553015,0.171157,' loss'
0.374429,0.267943,0.417879,0.359746,' win'
0.458904,0.401914,0.409563,0.259905,' loss'
0.374429,0.363636,0.461538,0.383518,' win'
0.429224,0.248804,0.172557,0.573693,' win'
0.627854,0.784689,0.47817,0.152139,' loss'
0.356164,0.454545,0.399168,0.456418,' loss'
0.538813,0.382775,0.347193,0.250396,' win'
0.559361,0.507177,0.634096,0.419968,' loss'
0.753425,0.583732,0.536383,0.451664,' win'
0.792237,0.741627,0.553015,0.426307,' win'
0.385845,0.244019,0.717256,0.174326,' loss'
0.518265,0.344498,0.218295,0.196513,' loss'
0.468037,0.473684,0.669439,0.41046,' win'
0.191781,0.325359,0.424116,0.33122,' loss'
0.552511,0.354067,0.650728,0.37401,' win'
0.429224,0.521531,0.721414,0.278922,' loss'
0.696347,0.54067,0.320166,0.518225,' win'
0.515982,0.617225,0.305613,0.359746,' loss'
0.328767,0.296651,0.648649,0.213946,' win'
0.351598,0.172249,0.407484,0.302694,' loss'
0.56621,0.454545,0.347193,0.250396,' win'
0.468037,0.248804,0.336798,0.299525,' loss'
0.917808,0.559809,0.274428,0.37401,' win'
0.40411,0.181818,0.338877,0.307448,' win'
0.221461,0.229665,0.24948,0.217116,' loss'
0.360731,0.488038,0.440748,0.247227,' loss'
0.280822,0.057416,0.659044,0.323296,' win'
0.458904,0.15311,0.245322,0.503962,' loss'
0.575342,0.358852,0.397089,0.572108,' win'
0.378995,0.755981,0.195426,0.141046,' loss'
0.344749,0.708134,0.31185,0.472266,' win'
0.312785,0.54067,0.675676,0.144216,' loss'
0.324201,0.114833,0.380457,0.209192,' win'
0.497717,0.861244,0.794179,0.194929,' loss'
0.372146,0.669856,0.634096,0.564184,' win'
0.515982,0.497608,0.52183,0.339144,' win'
0.353881,0.425837,0.232848,0.565769,' loss'
0.577626,0.62201,0.195426,0.152139,' win'
0.3379,0.69378,0.409563,0.59588,' loss'
0.232877,0.162679,0.126819,0.095087,' loss'
0.287671,0.272727,0.268191,0.259905,' win'
0.557078,0.392344,0.367983,0.549921,' win'
0.374429,0.4689,0.239085,0.318542,' loss'
0.283105,0.555024,0.280665,0.247227,' loss'
0.497717,0.258373,0.201663,0.133122,' win'
0.442922,0.296651,0.403326,0.172742,' loss'
0.515982,0.301435,0.571726,0.339144,' win'
0.586758,0.464115,0.376299,0.240887,' win'
0.465753,0.502392,0.517672,0.050713,' loss'
0.401826,0.45933,0.428274,0.388273,' loss'
0.664384,0.229665,0.155925,0.274168,' win'
0.276256,0.277512,0.2079,0.388273,' loss'
0.511416,0.401914,0.313929,0.345483,' win'
0.415525,0.397129,0.2079,0.256735,' win'
0.287671,0.368421,0.226611,0.125198,' loss'
0.440639,0.301435,0.37422,0.172742,' loss'
0.378995,0.210526,0.505198,0.316957,' win'
0.340183,0.301435,0.484407,0.299525,' loss'
0.573059,0.38756,0.297297,0.364501,' win'
0.232877,0.574163,0.365904,0.296355,' loss'
0.504566,0.267943,0.31185,0.193344,' win'
0.605023,0.411483,0.347193,0.26149,' win'
0.452055,0.449761,0.762994,0.345483,' loss'
0.748858,0.397129,0.137214,0.424723,' win'
0.134703,0.320574,0.609148,0.244057,' loss'
0.3379,0.636364,0.496881,0.383518,' loss'
0.385845,0.38756,0.386694,0.296355,' win'
0.481735,0.875598,0.66736,0.164818,' loss'
0.6621,0.645933,0.446985,0.288431,' win'
0.385845,0.62201,0.328482,0.530903,' win'
0.157534,0.416268,0.428274,0.091918,' loss'
0.365297,0.502392,0.681913,0.505547,' win'
0.260274,0.196172,0.519751,0.332805,' loss'
0.511416,0.344498,0.474012,0.478605,' loss'
0.547945,0.45933,0.476091,1,' win'
0.324201,0.588517,0.382536,0.364501,' loss'
0.458904,0.866029,0.550936,0.524564,' win'
0.486301,0.492823,0.43659,0.359746,' loss'
0.59589,0.502392,0.683992,0.484945,' win'
0.442922,0.602871,0.403326,0.285261,' win'
0.442922,0.650718,0.195426,0.323296,' loss'
0.515982,0.4689,0.762994,0.310618,' loss'
1,0.449761,0.288981,0.358162,' win'
0.458904,0.507177,0.519751,0.510301,' win'
0.342466,0.22488,0.195426,0.137876,' loss'
0.255708,0.263158,0.490644,0.172742,' loss'
0.559361,0.354067,0.403326,0.263074,' win'
0.415525,0.69378,0.288981,0.256735,' loss'
0.527397,0.770335,0.559252,0.296355,' win'
0.401826,0.416268,0.43659,0.345483,' win'
0.365297,0.521531,0.573805,0.250396,' loss'
0.490868,0.363636,0.280665,0.255151,' loss'
0.321918,0.267943,0.5842,0.264659,' win'
0.472603,0.478469,0.106029,0.429477,' loss'
0.646119,0.392344,0.488565,0.416799,' win'
0.255708,0.650718,0.663202,0.275753,' loss'
0.481735,0.349282,0.399168,0.364501,' win'
0.671233,0.583732,0.519751,0.496038,' win'
0.344749,0.320574,0.451143,0.497623,' loss'
0.429224,0.358852,0.440748,0.22504,' loss'
0.415525,0.401914,0.600832,0.432647,' win'
0.353881,0.727273,0.619543,0.670365,' win'
0.187215,0.282297,0.471933,0.423138,' loss'
0.591324,0.320574,0.328482,0.470681,' win'
0.561644,0.550239,0.345114,0.415214,' loss'
0.278539,0.339713,0.609148,0.174326,' loss'
0.575342,0.698565,0.288981,0.226624,' win'
0.458904,0.54067,0.195426,0.399366,' loss'
0.479452,0.425837,0.224532,0.229794,' win'
0.456621,0.545455,0.357588,0.313788,' win'
0.415525,0.875598,0.634096,0.458003,' loss'
0.525114,0.272727,0.218295,0.345483,' win'
0.189498,0.511962,0.403326,0.491284,' loss'
0.365297,0.45933,0.324324,0.475436,' loss'
0.646119,0.818182,0.426195,0.340729,' win'
0.143836,0.196172,0.586279,0.296355,' loss'
0.326484,0.291866,0.336798,0.551506,' win'
0.511416,0.760766,0.261954,0.421553,' loss'
0.465753,0.526316,0.37422,0.285261,' win'
0.383562,0.607656,0.253638,0.44691,' loss'
0.394977,0.114833,0.417879,0.206022,' win'
0.474886,0.349282,0.155925,0.378764,' loss'
0.541096,0.535885,0.449064,0.33439,' win'
0.60274,0.282297,0.446985,0.318542,' win'
0.385845,0.564593,0.272349,0.283677,' loss'
0.417808,0.334928,0.422037,0.158479,' loss'
0.468037,0.641148,0.530146,0.41046,' win'
0.541096,0.574163,0.307692,0.156894,' loss'
0.515982,0.588517,0.654886,0.388273,' win'
0.486301,0.61244,0.135135,0.122029,' win'
0.178082,0.684211,0.540541,0.296355,' loss'
0.253425,0.641148,0.648649,0.454834,' loss'
0.559361,0.425837,0.313929,0.328051,' win'
0.495434,0.349282,0.218295,0.412044,' loss'
0.554795,0.090909,0.14553,0.581616,' win'
0.429224,0.344498,0.592516,0.299525,' win'
0.442922,0.248804,0.280665,0.14897,' loss'
0.328767,0.641148,0.602911,0.423138,' loss'
0.769406,0.555024,0.446985,0.095087,' win'
0.573059,0.555024,0.592516,0.339144,' loss'
0.543379,0.430622,0.550936,0.497623,' win'
0.611872,0.334928,0.035343,0.256735,' loss'
0.605023,0.526316,0.503119,0.244057,' win'
0.442922,0.392344,0.762994,0.55309,' win'
0.376712,0.588517,0.698545,0.388273,' loss'
0.792237,0.330144,0.357588,0.369255,' win'
0.40411,0.354067,0.392931,0.160063,' loss'
0.442922,0.38756,0.592516,0.492868,' win'
0.484018,0.263158,0.195426,0.416799,' loss'
0.210046,0.430622,0.557173,0.445325,' loss'
0.554795,0.339713,0.428274,0.244057,' win'
0.712329,0.239234,0.422037,0.244057,' win'
0.586758,0.344498,0.193347,0.320127,' loss'
0.468037,0.751196,0.486486,0.204437,' loss'
0.440639,0.210526,0.33264,0.237718,' win'
0.360731,0.363636,0.232848,0.350238,' loss'
0.442922,0.440191,0.54262,0.388273,' win'
0.390411,0.564593,0.619543,0.288431,' win'
0.242009,0.430622,0.536383,0.366086,' loss'
0.591324,0.215311,0.399168,0.226624,' win'
0.472603,0.674641,0.297297,0.217116,' loss'
0.504566,0.435407,0.143451,0.440571,' loss'
0.579909,0.315789,0.422037,0.440571,' win'
0.522831,0.229665,0.251559,0.332805,' loss'
0.545662,0.196172,0.634096,0.51664,' win'
0.278539,0.483254,0.548857,0.402536,' loss'
0.484018,0.454545,0.413721,0.206022,' win'
0.369863,0.497608,0.509356,0.362916,' loss'
0.477169,0.258373,0.334719,0.329635,' win'
0.363014,0.397129,0.224532,0.313788,' win'
0.347032,0.827751,0.648649,0.321712,' loss'
0.219178,0.38756,0.407484,0.310618,' loss'
0.442922,0.578947,0.49896,0.171157,' win'
0.52968,0.665072,0.615385,0.40412,' win'
0.299087,0.564593,0.430353,0.378764,' loss'
0.385845,0.507177,0.224532,0.299525,' loss'
0.73516,0.708134,0.24948,0.66878,' win'
0.152968,0.516746,0.64657,0.166403,' loss'
0.415525,0.373206,0.303534,0.209192,' win'
0.40411,0.239234,0.548857,0.290016,' loss'
0.728311,0.358852,0.519751,0.234548,' win'
0.486301,0.483254,0.386694,0.510301,' win'
0.495434,0.449761,0.305613,0.26149,' loss'
0.335616,0.631579,0.471933,0.369255,' loss'
0.600457,0.746411,0.492723,0.458003,' win'
0.541096,0.368421,0.367983,0.240887,' loss'
0.577626,0.220096,0.266112,0.510301,' win'
0.262557,0.5311,0.417879,0.267829,' loss'
0.472603,0.497608,0.195426,0.354992,' win'
0.630137,0.406699,0.536383,0.296355,' win'
0.484018,0.392344,0.212058,0.416799,' loss'
0.228311,0.492823,0.37422,0.139461,' loss'
0.796804,0.550239,0.446985,0.171157,' win'
0.189498,0.679426,0.704782,0.393027,' loss'
0.255708,0.354067,0.471933,0.37401,' win'
0.253425,0.368421,0.594595,0.321712,' loss'
0.374429,0.406699,0.324324,0.586371,' win'
0.219178,0.583732,0.245322,0.055468,' loss'
0.563927,0.550239,0.409563,0.150555,' win'
0.518265,0.263158,0.66736,0.213946,' win'
0.755708,0.861244,0.155925,0.209192,' loss'
0.646119,0.239234,0.434511,0.247227,' win'
0.356164,0.354067,0.172557,0.304279,' loss'
0.36758,0.354067,0.201663,0.383518,' win'
0.242009,0.277512,0.357588,0.280507,' loss'
0.541096,0.574163,0.528067,0.33122,' win'
0.486301,0.339713,0.320166,0.256735,' loss'
0.506849,0.478469,0.261954,0.237718,' win'
0.399543,0.54067,0.280665,0.440571,' loss'
0.232877,0.191388,0.5842,0.494453,' loss'
0.780822,0.650718,0.47817,0.354992,' win'
0.011416,0.550239,0.740125,0.248811,' loss'
0.737443,0.411483,0.380457,0.393027,' win'
0.577626,0.363636,0.617464,0.22187,' loss'
0.762557,0.497608,0.320166,0.423138,' win'
0.152968,0.325359,0.461538,0.418384,' loss'
0.760274,0.440191,0.536383,0.383518,' win'
0.347032,0.535885,0.224532,0.473851,' loss'
0.381279,0.727273,0.748441,0.248811,' win'
0.538813,0.244019,0.357588,0.326466,' win'
0.388128,0.095694,0.461538,0.497623,' loss'
0.326484,0.244019,0.54262,0.0729,' loss'
0.605023,0.507177,0.430353,0.250396,' win'
0.255708,0.741627,0.438669,0.263074,' loss'
0.682648,0.30622,0.257796,0.229794,' win'
0.493151,0.559809,0.338877,0.361331,' loss'
0.607306,0.358852,0.68815,0.458003,' win'
0.260274,0.392344,0.634096,0.285261,' loss'
0.415525,0.430622,0.461538,0.359746,' win'
0.442922,0.559809,0.178794,0.503962,' win'
0.360731,0.755981,0.392931,0.340729,' loss'
0.552511,0.291866,0.617464,0.269414,' win'
0.326484,0.210526,0.403326,0.37401,' loss'
0.557078,0.578947,0.345114,0.399366,' loss'
0.641553,0.454545,0.288981,0.37401,' win'
0.479452,0.54067,0.239085,0.326466,' loss'
0.623288,0.344498,0.675676,0.213946,' win'
0.547945,0.263158,0.733888,0.378764,' win'
0.33105,0.315789,0.569647,0.391442,' loss'
0.401826,0.244019,0.031185,0.326466,' loss'
0.326484,0.186603,0.530146,0.236133,' win'
0.458904,0.354067,0.155925,0.323296,' loss'
0.429224,0.559809,0.600832,0.180666,' win'
0.442922,0.354067,0.295218,0.481775,' win'
0.456621,0.406699,0.338877,0.510301,' loss'
0.278539,0.272727,0.37422,0.087163,' loss'
0.666667,0.392344,0.582121,0.174326,' win'
0.760274,0.339713,0.382536,0.48336,' win'
0.527397,0.526316,0.634096,0.310618,' loss'
0.73516,0.497608,0.411642,0.518225,' win'
0.3379,0.263158,1,0.236133,' loss'
0.682648,0.22488,0.324324,0.210777,' win'
0.468037,0.344498,0.328482,0.247227,' loss'
0.285388,0.607656,0.338877,0.347068,' loss'
0.573059,0.492823,0.409563,0.307448,' win'
0.390411,0.478469,0.386694,0.237718,' loss'
0.600457,0.411483,0.334719,0.458003,' win'
0.429224,0.277512,0.484407,0.277338,' loss'
0.538813,0.253589,0.715177,0.236133,' win'
0.207763,0.425837,0.519751,0.522979,' win'
0.267123,0.444976,0.307692,0.26149,' loss'
0.522831,0.229665,0.386694,0.277338,' win'
0.611872,0.574163,0.288981,0.383518,' loss'
0.16895,0.488038,0.648649,0.240887,' loss'
0.490868,0.444976,0.434511,0.342314,' win'
0.378995,0.736842,0.509356,0.210777,' win'
0.242009,0.325359,0.239085,0.296355,' loss'
0.415525,0.401914,0.561331,0.37401,' loss'
0.589041,0.186603,0.155925,0.351823,' win'
0.150685,0.779904,0.340956,0.117274,' loss'
0.545662,0.569378,0.386694,0.090333,' win'
0.705479,0.368421,0.201663,0.18225,' win'
0.40411,0.363636,0.417879,0.340729,' loss'
0.502283,0.373206,0.305613,0.464342,' loss'
0.527397,0.488038,0.698545,0.240887,' win'
0.522831,0.397129,0.513514,0.337559,' loss'
0.723744,0.61244,0.671518,0.150555,' win'
0.210046,0.334928,0.5842,0.391442,' win'
0.189498,0.38756,0.422037,0.388273,' loss'
0.472603,0.397129,0.278586,0.714739,' win'
0.525114,0.186603,0.089397,0.402536,' loss'
0.625571,0.712919,0.461538,0.399366,' win'
0.47032,0.454545,0.399168,0.33122,' loss'
0.531963,0.679426,0.733888,0.231379,' win'
0.312785,0.210526,0.305613,0.285261,' loss'
0.415525,0.564593,0.305613,0.175911,' loss'
0.577626,0.435407,0.334719,0.353407,' win'
0.253425,0.569378,0.619543,0.473851,' loss'
0.611872,0.559809,0.357588,0.10935,' win'
0.321918,0.334928,0.619543,0.110935,' loss'
0.486301,0.411483,0.577963,0.141046,' win'
0.40411,0.425837,0.602911,0.274168,' win'
0.374429,0.373206,0.31185,0.250396,' loss'
0.557078,0.301435,0.288981,0.259905,' loss'
0.527397,0.124402,0.577963,0.201268,' win'
0.630137,0.645933,0.476091,0.399366,' win'
0.511416,0.392344,0.320166,0.402536,' loss'
0.568493,0.550239,0.218295,0.654517,' loss'
0.456621,0.421053,0.7921,0.543582,' win'
0.639269,0.559809,0.137214,0.212361,' loss'
0.687215,0.363636,0.692308,0.340729,' win'
0.276256,0.358852,0.257796,0.137876,' loss'
0.342466,0.650718,0.602911,0.286846,' win'
0.33105,0.631579,0.376299,0.275753,' loss'
0.415525,0.23445,0.347193,0.2187,' win'
0.406393,0.373206,0.656965,0.256735,' loss'
0.737443,0.526316,0.380457,0.320127,' win'
0.401826,0.626794,0.752599,0.231379,' win'
0.534247,0.588517,0.081081,0.323296,' loss'
0.344749,0.373206,0.226611,0.543582,' loss'
0.525114,0.84689,0.488565,0.697306,' win'
0.287671,0.363636,0.461538,0.180666,' win'
0.141553,0.45933,0.64657,0.191759,' loss'
0.527397,0.397129,0.634096,0.285261,' win'
0.353881,0.320574,0.430353,0.310618,' loss'
0.497717,0.421053,0.324324,0.212361,' loss'
0.358447,0.291866,0.561331,0.549921,' win'
0.605023,0.258373,0.409563,0.191759,' win'
0.591324,0.535885,0.054054,0.247227,' loss'
0.305936,0.330144,0.513514,0.204437,' loss'
0.456621,0.473684,0.409563,0.354992,' win'
0.442922,0.660287,0.619543,0.217116,' loss'
0.465753,0.253589,0.428274,0.244057,' win'
0.321918,0.574163,0.357588,0.166403,' loss'
0.310502,0.473684,0.37422,0.2187,' win'
0.30137,0.569378,0.403326,0.354992,' loss'
0.760274,0.406699,0.444906,0.22187,' win'
0.593607,0.535885,0.247401,0.066561,' loss'
0.349315,0.411483,0.403326,0.22504,' win'
0.230594,0.569378,0.37422,0.161648,' loss'
0.415525,0.444976,0.297297,0.198098,' win'
0.520548,0.535885,0.617464,0.255151,' win'
0.388128,0.511962,0.449064,0.465927,' loss'
0.378995,0.421053,0.392931,0.282092,' win'
0.353881,0.61244,0.367983,0.524564,' loss'
0.513699,0.248804,0.093555,0.310618,' win'
0.461187,0.61244,0.261954,0.496038,' loss'
0.486301,0.732057,0.586279,0.299525,' loss'
0.531963,0.751196,0.679834,0.456418,' win'
0.468037,0.373206,0.588358,0.378764,' win'
0.271689,0.373206,0.399168,0.419968,' loss'
0.440639,0.488038,0.530146,0.223455,' loss'
0.417808,0.392344,0.517672,0.348653,' win'
0.159817,0.344498,0.49896,0.179081,' loss'
0.401826,0.253589,0.272349,0.240887,' win'
0.652968,0.325359,0.634096,0.18225,' win'
