Team, Efg_pct, Turnover_PCT, orb_pct, ft_rate, location, ast_PCT,stl_PCT, blk_PCT, opp_Team, opp_Efg_pct, opp_Turnover_PCT, opp_orb_pct, opp_ft_rate, opp_ast_PCT,opp_stl_PCT, opp_blk_PCT, class
PHI, .411, 16.8, 22.4, .200,  home,  58.8,  6.7,  6.8, LAC,  .395,  9.9,  24.6,  .242,  60.0,  11.5,  6.2,  loss
OKC,  .582,  12.5,  34.1,  .271,  away,  54.8,  8.4,  8.1, PHO, .514, 15.9, 27.3, .425,  59.5,  9.5,  7.7,  win
PHO, .514, 15.9, 27.3, .425,  home,  59.5,  9.5,  7.7, OKC,  .582,  12.5,  34.1,  .271,  54.8,  8.4,  8.1,  loss
UTA,  .554,  8.8,  30.2,  .207,  away,  47.9,  3.1,  4.3, DAL, .553, 10.6, 16.2, .480,  66.7,  5.1,  1.5,  win
DAL, .553, 10.6, 16.2, .480,  home,  66.7,  5.1,  1.5, UTA,  .554,  8.8,  30.2,  .207,  47.9,  3.1,  4.3,  loss
HOU,  .500,  10.5,  27.1,  .264,  away,  64.9,  8.1,  6.7, GSW, .532, 10.2, 31.8, .245,  63.6,  5.1,  11.1,  loss
GSW, .532, 10.2, 31.8, .245,  home,  63.6,  5.1,  11.1, HOU,  .500,  10.5,  27.1,  .264,  64.9,  8.1,  6.7,  win
SAS,  .562,  9.1,  26.8,  .213,  away,  53.2,  10.4,  6.9, MIA, .600, 17.4, 3.0, .243,  52.5,  7.3,  6.7,  win
MIA, .600, 17.4, 3.0, .243,  home,  52.5,  7.3,  6.7, SAS,  .562,  9.1,  26.8,  .213,  53.2,  10.4,  6.9,  loss
BOS,  .524,  16.0,  32.5,  .274,  away,  71.8,  11.3,  2.9, MIL, .551, 12.5, 26.2, .170,  55.6,  5.1,  10.9,  loss
MIL, .551, 12.5, 26.2, .170,  home,  55.6,  5.1,  10.9, BOS,  .524,  16.0,  32.5,  .274,  71.8,  11.3,  2.9,  win
WAS,  .603,  10.1,  4.9,  .218,  away,  66.7,  8.3,  7.0, NYK, .578, 14.4, 18.9, .145,  50.0,  6.3,  9.6,  win
NYK, .578, 14.4, 18.9, .145,  home,  50.0,  6.3,  9.6, WAS,  .603,  10.1,  4.9,  .218,  66.7,  8.3,  7.0,  loss
LAC,  .588,  11.6,  20.5,  .400,  away,  56.8,  6.4,  14.5, BOS, .563, 8.2, 18.6, .337,  72.3,  4.5,  3.6,  loss
BOS, .563, 8.2, 18.6, .337,  home,  72.3,  4.5,  3.6, LAC,  .588,  11.6,  20.5,  .400,  56.8,  6.4,  14.5,  win
MEM,  .576,  9.9,  27.0,  .116,  away,  57.8,  16.9,  4.1, BRK, .542, 20.1, 24.2, .183,  75.8,  4.5,  3.0,  win
BRK, .542, 20.1, 24.2, .183,  home,  75.8,  4.5,  3.0, MEM,  .576,  9.9,  27.0,  .116,  57.8,  16.9,  4.1,  loss
ATL,  .550,  11.0,  24.4,  .156,  away,  58.1,  16.6,  9.7, CHI, .471, 16.5, 23.9, .105,  55.3,  7.3,  5.3,  win
CHI, .471, 16.5, 23.9, .105,  home,  55.3,  7.3,  5.3, ATL,  .550,  11.0,  24.4,  .156,  58.1,  16.6,  9.7,  loss
LAL,  .517,  10.1,  25.0,  .256,  away,  42.1,  5.3,  4.8, CLE, .580, 5.6, 28.3, .117,  54.2,  6.4,  1.7,  loss
CLE, .580, 5.6, 28.3, .117,  home,  54.2,  6.4,  1.7, LAL,  .517,  10.1,  25.0,  .256,  42.1,  5.3,  4.8,  win
DEN,  .506,  11.4,  18.6,  .229,  away,  64.1,  10.4,  4.9, DET, .489, 13.3, 15.2, .068,  55.3,  5.2,  12.5,  win
DET, .489, 13.3, 15.2, .068,  home,  55.3,  5.2,  12.5, DEN,  .506,  11.4,  18.6,  .229,  64.1,  10.4,  4.9,  loss
CHO,  .586,  12.0,  27.0,  .172,  away,  53.3,  6.3,  10.8, IND, .457, 10.0, 25.5, .120,  47.5,  7.4,  6.8,  win
IND, .457, 10.0, 25.5, .120,  home,  47.5,  7.4,  6.8, CHO,  .586,  12.0,  27.0,  .172,  53.3,  6.3,  10.8,  loss
TOR,  .512,  5.7,  25.0,  .279,  away,  48.7,  3.3,  16.1, MIN, .487, 6.6, 29.3, .566,  62.9,  5.4,  10.9,  loss
MIN, .487, 6.6, 29.3, .566,  home,  62.9,  5.4,  10.9, TOR,  .512,  5.7,  25.0,  .279,  48.7,  3.3,  16.1,  win
UTA,  .521,  17.0,  20.5,  .329,  away,  57.6,  6.6,  4.8, NOP, .524, 9.0, 20.0, .171,  59.0,  9.9,  6.1,  loss
NOP, .524, 9.0, 20.0, .171,  home,  59.0,  9.9,  6.1, UTA,  .521,  17.0,  20.5,  .329,  57.6,  6.6,  4.8,  win
SAS,  .472,  12.0,  22.9,  .157,  away,  63.2,  6.3,  15.5, ORL, .451, 13.3, 28.3, .154,  70.3,  7.3,  10.1,  win
ORL, .451, 13.3, 28.3, .154,  home,  70.3,  7.3,  10.1, SAS,  .472,  12.0,  22.9,  .157,  63.2,  6.3,  15.5,  loss
SAC,  .529,  11.5,  36.6,  .253,  away,  65.9,  7.3,  10.7, PHI, .544, 16.2, 38.3, .121,  69.0,  9.4,  14.1,  win
PHI, .544, 16.2, 38.3, .121,  home,  69.0,  9.4,  14.1, SAC,  .529,  11.5,  36.6,  .253,  65.9,  7.3,  10.7,  loss
GSW,  .494,  11.3,  16.7,  .270,  away,  64.9,  11.2,  9.7, PHO, .473, 14.9, 19.2, .172,  51.2,  6.6,  12.2,  win
PHO, .473, 14.9, 19.2, .172,  home,  51.2,  6.6,  12.2, GSW,  .494,  11.3,  16.7,  .270,  64.9,  11.2,  9.7,  loss
HOU,  .552,  17.9,  19.5,  .234,  away,  62.2,  6.0,  4.9, POR, .506, 11.1, 33.3, .292,  51.2,  11.0,  4.7,  loss
POR, .506, 11.1, 33.3, .292,  home,  51.2,  11.0,  4.7, HOU,  .552,  17.9,  19.5,  .234,  62.2,  6.0,  4.9,  win
WAS,  .420,  12.4,  17.3,  .205,  away,  73.5,  8.1,  8.8, MIL, .463, 15.8, 34.1, .280,  66.7,  10.1,  7.1,  loss
MIL, .463, 15.8, 34.1, .280,  home,  66.7,  10.1,  7.1, WAS,  .420,  12.4,  17.3,  .205,  73.5,  8.1,  8.8,  win
NOP,  .449,  6.6,  14.6,  .182,  away,  44.7,  13.1,  3.7, OKC, .593, 15.8, 27.3, .221,  62.2,  4.0,  9.7,  loss
OKC, .593, 15.8, 27.3, .221,  home,  62.2,  4.0,  9.7, NOP,  .449,  6.6,  14.6,  .182,  44.7,  13.1,  3.7,  win
CHI,  .441,  11.2,  26.8,  .140,  away,  32.4,  4.1,  6.0, CLE, .500, 9.2, 24.4, .165,  50.0,  8.3,  11.1,  loss
CLE, .500, 9.2, 24.4, .165,  home,  50.0,  8.3,  11.1, CHI,  .441,  11.2,  26.8,  .140,  32.4,  4.1,  6.0,  win
SAS,  .446,  14.3,  11.9,  .145,  away,  54.3,  11.4,  3.8, LAC, .577, 17.2, 22.2, .192,  59.0,  8.3,  10.6,  loss
LAC, .577, 17.2, 22.2, .192,  home,  59.0,  8.3,  10.6, SAS,  .446,  14.3,  11.9,  .145,  54.3,  11.4,  3.8,  win
UTA,  .429,  20.4,  28.6,  .299,  away,  64.5,  9.2,  8.8, WAS, .529, 10.4, 14.3, .140,  59.5,  14.3,  16.1,  loss
WAS, .529, 10.4, 14.3, .140,  home,  59.5,  14.3,  16.1, UTA,  .429,  20.4,  28.6,  .299,  64.5,  9.2,  8.8,  win
MIA,  .545,  12.2,  22.7,  .216,  away,  61.4,  12.6,  2.0, ATL, .563, 18.5, 18.2, .149,  65.9,  6.8,  5.9,  win
ATL, .563, 18.5, 18.2, .149,  home,  65.9,  6.8,  5.9, MIA,  .545,  12.2,  22.7,  .216,  61.4,  12.6,  2.0,  loss
NYK,  .500,  15.1,  18.6,  .195,  away,  55.6,  6.3,  8.7, BRK, .535, 6.9, 16.3, .198,  61.9,  14.8,  10.7,  loss
BRK, .535, 6.9, 16.3, .198,  home,  61.9,  14.8,  10.7, NYK,  .500,  15.1,  18.6,  .195,  55.6,  6.3,  8.7,  win
TOR,  .460,  7.2,  22.4,  .284,  away,  57.9,  7.1,  9.1, CHI, .554, 8.1, 24.4, .140,  66.7,  4.1,  8.6,  loss
CHI, .554, 8.1, 24.4, .140,  home,  66.7,  4.1,  8.6, TOR,  .460,  7.2,  22.4,  .284,  57.9,  7.1,  9.1,  win
SAS,  .580,  9.4,  35.1,  .193,  away,  62.5,  6.6,  15.3, LAL, .556, 14.0, 31.6, .284,  50.0,  5.5,  5.3,  win
LAL, .556, 14.0, 31.6, .284,  home,  50.0,  5.5,  5.3, SAS,  .580,  9.4,  35.1,  .193,  62.5,  6.6,  15.3,  loss
MIN,  .487,  18.4,  26.2,  .413,  away,  80.6,  7.3,  9.8, MEM, .530, 12.9, 26.2, .268,  42.5,  13.6,  10.2,  loss
MEM, .530, 12.9, 26.2, .268,  home,  42.5,  13.6,  10.2, MIN,  .487,  18.4,  26.2,  .413,  80.6,  7.3,  9.8,  win
CHO,  .483,  15.3,  18.6,  .174,  away,  35.1,  13.1,  9.7, MIL, .488, 19.6, 29.3, .198,  61.1,  7.1,  20.0,  win
MIL, .488, 19.6, 29.3, .198,  home,  61.1,  7.1,  20.0, CHO,  .483,  15.3,  18.6,  .174,  35.1,  13.1,  9.7,  loss
PHI,  .605,  17.9,  8.8,  .289,  away,  50.0,  10.8,  6.3, NOP, .549, 14.0, 27.5, .395,  53.7,  11.8,  8.2,  loss
NOP, .549, 14.0, 27.5, .395,  home,  53.7,  11.8,  8.2, PHI,  .605,  17.9,  8.8,  .289,  50.0,  10.8,  6.3,  win
IND,  .494,  10.1,  20.4,  .159,  away,  69.2,  8.1,  11.4, OKC, .464, 11.5, 20.5, .094,  66.7,  6.1,  6.1,  win
OKC, .464, 11.5, 20.5, .094,  home,  66.7,  6.1,  6.1, IND,  .494,  10.1,  20.4,  .159,  69.2,  8.1,  11.4,  loss
DAL,  .522,  15.7,  10.9,  .124,  away,  62.2,  7.6,  9.0, ORL, .466, 9.9, 26.4, .147,  61.0,  9.4,  8.3,  loss
ORL, .466, 9.9, 26.4, .147,  home,  61.0,  9.4,  8.3, DAL,  .522,  15.7,  10.9,  .124,  62.2,  7.6,  9.0,  win
HOU,  .519,  16.3,  29.5,  .449,  away,  54.1,  15.0,  8.5, PHO, .433, 17.0, 19.1, .354,  76.7,  6.6,  11.1,  win
PHO, .433, 17.0, 19.1, .354,  home,  76.7,  6.6,  11.1, HOU,  .519,  16.3,  29.5,  .449,  54.1,  15.0,  8.5,  loss
GSW,  .457,  16.1,  25.9,  .228,  away,  69.4,  6.4,  6.0, POR, .624, 10.8, 19.5, .165,  53.8,  11.0,  6.9,  loss
POR, .624, 10.8, 19.5, .165,  home,  53.8,  11.0,  6.9, GSW,  .457,  16.1,  25.9,  .228,  69.4,  6.4,  6.0,  win
DEN,  .511,  15.1,  19.1,  .200,  away,  61.9,  11.0,  8.1, SAC, .554, 18.5, 16.7, .289,  39.0,  11.0,  12.1,  loss
SAC, .554, 18.5, 16.7, .289,  home,  39.0,  11.0,  12.1, DEN,  .511,  15.1,  19.1,  .200,  61.9,  11.0,  8.1,  win
BOS,  .414,  6.7,  15.7,  .321,  away,  60.0,  8.6,  6.7, UTA, .618, 14.7, 23.5, .397,  59.5,  4.3,  14.3,  loss
UTA, .618, 14.7, 23.5, .397,  home,  59.5,  4.3,  14.3, BOS,  .414,  6.7,  15.7,  .321,  60.0,  8.6,  6.7,  win
DET,  .470,  11.8,  13.3,  .110,  away,  37.1,  2.2,  5.4, WAS, .506, 9.1, 18.6, .244,  72.2,  5.5,  8.5,  loss
WAS, .506, 9.1, 18.6, .244,  home,  72.2,  5.5,  8.5, DET,  .470,  11.8,  13.3,  .110,  37.1,  2.2,  5.4,  win
MIL,  .457,  12.6,  30.4,  .212,  away,  50.0,  10.3,  15.4, ATL, .458, 12.3, 17.2, .113,  70.5,  9.5,  9.2,  win
ATL, .458, 12.3, 17.2, .113,  home,  70.5,  9.5,  9.2, MIL,  .457,  12.6,  30.4,  .212,  50.0,  10.3,  15.4,  loss
GSW,  .579,  13.0,  15.0,  .244,  away,  76.2,  8.1,  3.4, LAC, .516, 12.1, 31.3, .160,  57.1,  9.1,  3.9,  win
LAC, .516, 12.1, 31.3, .160,  home,  57.1,  9.1,  3.9, GSW,  .579,  13.0,  15.0,  .244,  76.2,  8.1,  3.4,  loss
WAS,  .419,  5.3,  20.0,  .111,  away,  32.5,  5.1,  4.8, MIA, .500, 6.1, 36.5, .188,  48.9,  2.0,  11.7,  loss
MIA, .500, 6.1, 36.5, .188,  home,  48.9,  2.0,  11.7, WAS,  .419,  5.3,  20.0,  .111,  32.5,  5.1,  4.8,  win
NYK,  .536,  15.1,  31.4,  .169,  away,  40.5,  4.3,  9.7, MIN, .458, 6.9, 14.9, .214,  66.7,  9.7,  9.1,  win
MIN, .458, 6.9, 14.9, .214,  home,  66.7,  9.7,  9.1, NYK,  .536,  15.1,  31.4,  .169,  40.5,  4.3,  9.7,  loss
CHO,  .570,  14.9,  15.4,  .177,  away,  57.5,  7.4,  1.7, BRK, .463, 13.3, 20.5, .259,  65.7,  8.5,  7.7,  win
BRK, .463, 13.3, 20.5, .259,  home,  65.7,  8.5,  7.7, CHO,  .570,  14.9,  15.4,  .177,  57.5,  7.4,  1.7,  loss
LAL,  .500,  6.1,  36.2,  .237,  away,  30.2,  5.5,  6.7, CHI, .639, 8.1, 22.9, .316,  68.2,  2.2,  9.7,  loss
CHI, .639, 8.1, 22.9, .316,  home,  68.2,  2.2,  9.7, LAL,  .500,  6.1,  36.2,  .237,  30.2,  5.5,  6.7,  win
PHI,  .558,  14.4,  19.0,  .221,  away,  51.4,  8.5,  7.8, DAL, .559, 9.0, 34.1, .400,  56.1,  8.5,  6.1,  loss
DAL, .559, 9.0, 34.1, .400,  home,  56.1,  8.5,  6.1, PHI,  .558,  14.4,  19.0,  .221,  51.4,  8.5,  7.8,  win
BOS,  .536,  13.8,  33.3,  .175,  away,  68.1,  10.6,  3.8, DEN, .507, 21.4, 15.4, .370,  55.9,  10.6,  7.7,  win
DEN, .507, 21.4, 15.4, .370,  home,  55.9,  10.6,  7.7, BOS,  .536,  13.8,  33.3,  .175,  68.1,  10.6,  3.8,  loss
NOP,  .500,  13.2,  26.8,  .291,  away,  56.1,  5.0,  3.6, DET, .483, 9.6, 21.6, .225,  48.6,  9.0,  9.1,  win
DET, .483, 9.6, 21.6, .225,  home,  48.6,  9.0,  9.1, NOP,  .500,  13.2,  26.8,  .291,  56.1,  5.0,  3.6,  loss
CLE,  .575,  11.6,  34.2,  .288,  away,  61.0,  4.4,  1.4, OKC, .439, 9.2, 28.0, .144,  59.5,  10.0,  12.3,  win
OKC, .439, 9.2, 28.0, .144,  home,  59.5,  10.0,  12.3, CLE,  .575,  11.6,  34.2,  .288,  61.0,  4.4,  1.4,  loss
IND,  .555,  18.7,  12.8,  .171,  away,  63.4,  6.7,  9.1, ORL, .456, 11.9, 22.0, .209,  71.1,  11.4,  5.2,  win
ORL, .456, 11.9, 22.0, .209,  home,  71.1,  11.4,  5.2, IND,  .555,  18.7,  12.8,  .171,  63.4,  6.7,  9.1,  loss
SAS,  .585,  11.0,  19.5,  .268,  away,  53.5,  10.0,  13.0, PHO, .511, 11.2, 27.7, .172,  60.5,  6.0,  7.6,  win
PHO, .511, 11.2, 27.7, .172,  home,  60.5,  6.0,  7.6, SAS,  .585,  11.0,  19.5,  .268,  53.5,  10.0,  13.0,  loss
UTA,  .547,  10.3,  32.4,  .198,  away,  44.2,  6.6,  17.2, POR, .500, 10.1, 46.9, .278,  51.3,  7.7,  8.6,  loss
POR, .500, 10.1, 46.9, .278,  home,  51.3,  7.7,  8.6, UTA,  .547,  10.3,  32.4,  .198,  44.2,  6.6,  17.2,  win
MEM,  .388,  12.6,  20.8,  .342,  away,  46.4,  6.5,  5.7, TOR, .451, 11.3, 20.9, .309,  36.4,  4.3,  3.6,  loss
TOR, .451, 11.3, 20.9, .309,  home,  36.4,  4.3,  3.6, MEM,  .388,  12.6,  20.8,  .342,  46.4,  6.5,  5.7,  win
GSW,  .517,  12.1,  13.3,  .112,  away,  76.9,  14.0,  15.4, ATL, .477, 15.4, 17.8, .116,  63.9,  7.0,  15.9,  win
ATL, .477, 15.4, 17.8, .116,  home,  63.9,  7.0,  15.9, GSW,  .517,  12.1,  13.3,  .112,  76.9,  14.0,  15.4,  loss
DET,  .513,  12.7,  14.6,  .175,  away,  45.9,  10.5,  5.7, CLE, .481, 16.7, 11.9, .152,  55.9,  8.4,  3.6,  win
CLE, .481, 16.7, 11.9, .152,  home,  55.9,  8.4,  3.6, DET,  .513,  12.7,  14.6,  .175,  45.9,  10.5,  5.7,  loss
PHO,  .392,  14.2,  18.9,  .170,  away,  64.5,  8.0,  3.6, LAC, .631, 14.4, 24.4, .288,  65.9,  9.0,  15.6,  loss
LAC, .631, 14.4, 24.4, .288,  home,  65.9,  9.0,  15.6, PHO,  .392,  14.2,  18.9,  .170,  64.5,  8.0,  3.6,  win
IND,  .418,  10.4,  13.2,  .174,  away,  47.2,  7.6,  6.9, MIA, .390, 10.9, 34.5, .230,  50.0,  7.6,  10.4,  loss
MIA, .390, 10.9, 34.5, .230,  home,  50.0,  7.6,  10.4, IND,  .418,  10.4,  13.2,  .174,  47.2,  7.6,  6.9,  win
LAL,  .447,  15.2,  22.9,  .434,  away,  64.3,  7.2,  2.9, MIL, .541, 7.6, 16.7, .174,  72.7,  10.3,  17.0,  loss
MIL, .541, 7.6, 16.7, .174,  home,  72.7,  10.3,  17.0, LAL,  .447,  15.2,  22.9,  .434,  64.3,  7.2,  2.9,  win
BOS,  .535,  9.2,  21.7,  .139,  away,  67.3,  12.5,  2.9, MIN, .566, 14.5, 34.9, .361,  55.8,  4.8,  8.2,  loss
MIN, .566, 14.5, 34.9, .361,  home,  55.8,  4.8,  8.2, BOS,  .535,  9.2,  21.7,  .139,  67.3,  12.5,  2.9,  win
TOR,  .592,  5.8,  31.7,  .218,  away,  56.5,  7.9,  9.4, NYK, .476, 7.8, 26.1, .179,  48.6,  2.3,  4.8,  win
NYK, .476, 7.8, 26.1, .179,  home,  48.6,  2.3,  4.8, TOR,  .592,  5.8,  31.7,  .218,  56.5,  7.9,  9.4,  loss
SAC,  .560,  14.4,  15.8,  .253,  away,  65.1,  8.5,  16.4, DEN, .460, 9.9, 21.4, .180,  65.9,  9.5,  4.5,  win
DEN, .460, 9.9, 21.4, .180,  home,  65.9,  9.5,  4.5, SAC,  .560,  14.4,  15.8,  .253,  65.1,  8.5,  16.4,  loss
ORL,  .524,  9.6,  30.2,  .412,  away,  63.4,  10.8,  3.4, PHI, .608, 19.6, 16.7, .241,  53.5,  6.9,  5.6,  win
PHI, .608, 19.6, 16.7, .241,  home,  53.5,  6.9,  5.6, ORL,  .524,  9.6,  30.2,  .412,  63.4,  10.8,  3.4,  loss
BRK,  .494,  11.7,  26.7,  .167,  away,  41.9,  10.3,  3.5, POR, .563, 14.2, 16.7, .275,  60.0,  6.2,  7.7,  loss
POR, .563, 14.2, 16.7, .275,  home,  60.0,  6.2,  7.7, BRK,  .494,  11.7,  26.7,  .167,  41.9,  10.3,  3.5,  win
HOU,  .477,  11.8,  25.0,  .356,  away,  47.2,  14.7,  8.0, UTA, .581, 18.8, 25.0, .419,  57.9,  10.8,  7.5,  loss
UTA, .581, 18.8, 25.0, .419,  home,  57.9,  10.8,  7.5, HOU,  .477,  11.8,  25.0,  .356,  47.2,  14.7,  8.0,  win
NOP,  .386,  14.1,  14.3,  .301,  away,  58.6,  7.6,  5.9, WAS, .521, 12.1, 14.9, .117,  67.4,  8.5,  6.7,  loss
WAS, .521, 12.1, 14.9, .117,  home,  67.4,  8.5,  6.7, NOP,  .386,  14.1,  14.3,  .301,  58.6,  7.6,  5.9,  win
WAS,  .472,  9.8,  17.3,  .211,  away,  50.0,  10.8,  6.2, CHI, .545, 13.6, 17.5, .148,  59.1,  5.9,  3.2,  loss
CHI, .545, 13.6, 17.5, .148,  home,  59.1,  5.9,  3.2, WAS,  .472,  9.8,  17.3,  .211,  50.0,  10.8,  6.2,  win
CHO,  .553,  13.7,  18.6,  .250,  away,  62.2,  7.5,  3.4, CLE, .566, 8.4, 25.5, .121,  57.8,  11.7,  2.1,  loss
CLE, .566, 8.4, 25.5, .121,  home,  57.8,  11.7,  2.1, CHO,  .553,  13.7,  18.6,  .250,  62.2,  7.5,  3.4,  win
OKC,  .551,  11.6,  32.6,  .202,  away,  65.1,  5.3,  8.6, DAL, .459, 9.2, 25.5, .279,  74.3,  10.6,  7.1,  win
DAL, .459, 9.2, 25.5, .279,  home,  74.3,  10.6,  7.1, OKC,  .551,  11.6,  32.6,  .202,  65.1,  5.3,  8.6,  loss
PHI,  .440,  12.9,  20.0,  .217,  away,  54.5,  8.1,  7.3, DET, .536, 14.0, 25.0, .265,  56.4,  10.1,  1.7,  loss
DET, .536, 14.0, 25.0, .265,  home,  56.4,  10.1,  1.7, PHI,  .440,  12.9,  20.0,  .217,  54.5,  8.1,  7.3,  win
NYK,  .539,  12.9,  19.0,  .286,  away,  62.9,  4.3,  6.6, IND, .522, 7.5, 23.1, .143,  47.8,  8.6,  7.8,  loss
IND, .522, 7.5, 23.1, .143,  home,  47.8,  8.6,  7.8, NYK,  .539,  12.9,  19.0,  .286,  62.9,  4.3,  6.6,  win
DEN,  .411,  14.1,  26.9,  .144,  away,  52.9,  11.3,  5.1, LAC, .429, 15.7, 17.3, .094,  63.3,  13.4,  13.6,  win
LAC, .429, 15.7, 17.3, .094,  home,  63.3,  13.4,  13.6, DEN,  .411,  14.1,  26.9,  .144,  52.9,  11.3,  5.1,  loss
LAL,  .540,  6.4,  28.8,  .273,  away,  41.0,  5.3,  5.2, MEM, .641, 8.4, 23.1, .224,  54.2,  6.3,  8.2,  loss
MEM, .641, 8.4, 23.1, .224,  home,  54.2,  6.3,  8.2, LAL,  .540,  6.4,  28.8,  .273,  41.0,  5.3,  5.2,  win
GSW,  .539,  11.4,  20.5,  .233,  away,  54.8,  7.0,  2.8, MIA, .500, 10.7, 24.4, .302,  47.5,  8.0,  12.9,  win
MIA, .500, 10.7, 24.4, .302,  home,  47.5,  8.0,  12.9, GSW,  .539,  11.4,  20.5,  .233,  54.8,  7.0,  2.8,  loss
SAS,  .565,  14.9,  15.0,  .141,  away,  59.1,  12.7,  10.3, SAC, .438, 12.0, 18.5, .083,  69.2,  12.7,  1.5,  win
SAC, .438, 12.0, 18.5, .083,  home,  69.2,  12.7,  1.5, SAS,  .565,  14.9,  15.0,  .141,  59.1,  12.7,  10.3,  loss
MIN,  .541,  14.5,  29.7,  .338,  away,  67.6,  8.8,  6.8, TOR, .541, 11.1, 34.2, .259,  51.2,  7.7,  10.9,  loss
TOR, .541, 11.1, 34.2, .259,  home,  51.2,  7.7,  10.9, MIN,  .541,  14.5,  29.7,  .338,  67.6,  8.8,  6.8,  win
MIL,  .506,  12.5,  17.5,  .218,  away,  61.9,  8.8,  11.5, BOS, .518, 14.0, 24.3, .298,  51.2,  8.8,  4.2,  loss
BOS, .518, 14.0, 24.3, .298,  home,  51.2,  8.8,  4.2, MIL,  .506,  12.5,  17.5,  .218,  61.9,  8.8,  11.5,  win
OKC,  .593,  12.0,  26.5,  .198,  away,  53.2,  4.2,  8.6, NOP, .589, 10.9, 34.1, .189,  61.7,  5.3,  9.0,  loss
NOP, .589, 10.9, 34.1, .189,  home,  61.7,  5.3,  9.0, OKC,  .593,  12.0,  26.5,  .198,  53.2,  4.2,  8.6,  win
GSW,  .676,  17.4,  21.6,  .125,  away,  66.0,  8.5,  6.3, ORL, .511, 12.8, 19.0, .244,  56.1,  10.4,  6.3,  win
ORL, .511, 12.8, 19.0, .244,  home,  56.1,  10.4,  6.3, GSW,  .676,  17.4,  21.6,  .125,  66.0,  8.5,  6.3,  loss
BRK,  .547,  15.4,  23.7,  .453,  away,  56.8,  11.8,  11.3, PHO, .474, 15.6, 38.9, .133,  38.1,  9.8,  7.0,  win
PHO, .474, 15.6, 38.9, .133,  home,  38.1,  9.8,  7.0, BRK,  .547,  15.4,  23.7,  .453,  56.8,  11.8,  11.3,  loss
HOU,  .598,  14.1,  29.3,  .256,  away,  59.1,  14.1,  11.1, POR, .544, 19.0, 24.4, .225,  59.5,  4.0,  5.7,  win
POR, .544, 19.0, 24.4, .225,  home,  59.5,  4.0,  5.7, HOU,  .598,  14.1,  29.3,  .256,  59.1,  14.1,  11.1,  loss
SAS,  .538,  11.5,  25.0,  .139,  away,  44.7,  5.8,  8.3, UTA, .448, 11.8, 10.5, .117,  45.5,  7.0,  3.3,  win
UTA, .448, 11.8, 10.5, .117,  home,  45.5,  7.0,  3.3, SAS,  .538,  11.5,  25.0,  .139,  44.7,  5.8,  8.3,  loss
CHI,  .392,  17.0,  32.7,  .216,  away,  59.4,  3.1,  3.6, ATL, .455, 9.9, 28.9, .247,  75.7,  14.7,  16.2,  loss
ATL, .455, 9.9, 28.9, .247,  home,  75.7,  14.7,  16.2, CHI,  .392,  17.0,  32.7,  .216,  59.4,  3.1,  3.6,  win
DEN,  .511,  12.3,  34.0,  .226,  away,  41.9,  6.9,  5.1, DAL, .574, 12.3, 24.4, .239,  55.6,  8.8,  1.6,  loss
DAL, .574, 12.3, 24.4, .239,  home,  55.6,  8.8,  1.6, DEN,  .511,  12.3,  34.0,  .226,  41.9,  6.9,  5.1,  win
CHO,  .500,  13.3,  12.5,  .157,  away,  63.9,  8.2,  10.6, IND, .435, 12.8, 23.8, .247,  54.3,  8.2,  5.5,  win
IND, .435, 12.8, 23.8, .247,  home,  54.3,  8.2,  5.5, CHO,  .500,  13.3,  12.5,  .157,  63.9,  8.2,  10.6,  loss
MEM,  .582,  12.4,  27.0,  .153,  away,  55.8,  6.6,  12.7, LAL, .442, 6.9, 22.9, .333,  43.8,  9.9,  5.7,  win
LAL, .442, 6.9, 22.9, .333,  home,  43.8,  9.9,  5.7, MEM,  .582,  12.4,  27.0,  .153,  55.8,  6.6,  12.7,  loss
ORL,  .452,  10.7,  27.3,  .118,  away,  61.5,  6.3,  1.6, NYK, .488, 10.3, 25.6, .375,  48.6,  7.4,  6.1,  loss
NYK, .488, 10.3, 25.6, .375,  home,  48.6,  7.4,  6.1, ORL,  .452,  10.7,  27.3,  .118,  61.5,  6.3,  1.6,  win
WAS,  .463,  9.8,  33.3,  .170,  away,  60.0,  7.5,  14.0, PHI, .476, 10.8, 15.6, .195,  60.0,  10.7,  7.0,  win
PHI, .476, 10.8, 15.6, .195,  home,  60.0,  10.7,  7.0, WAS,  .463,  9.8,  33.3,  .170,  60.0,  7.5,  14.0,  loss
LAC,  .534,  7.4,  26.2,  .247,  away,  41.9,  6.3,  7.4, SAC, .513, 14.5, 30.2, .346,  55.9,  6.3,  5.0,  win
SAC, .513, 14.5, 30.2, .346,  home,  55.9,  6.3,  5.0, LAC,  .534,  7.4,  26.2,  .247,  41.9,  6.3,  7.4,  loss
CLE,  .554,  14.4,  25.6,  .203,  away,  60.0,  4.6,  0.0, TOR, .548, 11.5, 14.7, .260,  48.6,  6.9,  0.0,  loss
TOR, .548, 11.5, 14.7, .260,  home,  48.6,  6.9,  0.0, CLE,  .554,  14.4,  25.6,  .203,  60.0,  4.6,  0.0,  win
MIA,  .420,  15.6,  28.0,  .184,  away,  52.8,  7.0,  15.0, BOS, .432, 9.4, 23.1, .188,  66.7,  12.0,  8.1,  loss
BOS, .432, 9.4, 23.1, .188,  home,  66.7,  12.0,  8.1, MIA,  .420,  15.6,  28.0,  .184,  52.8,  7.0,  15.0,  win
