Team, Efg_pct, Turnover_PCT, orb_pct, ft_rate, location, ast_PCT,stl_PCT, blk_PCT, opp_Team, opp_Efg_pct, opp_Turnover_PCT, opp_orb_pct, opp_ft_rate, opp_ast_PCT,opp_stl_PCT, opp_blk_PCT, class
MIA,  .464,  12.2,  20.8,  .143,  away,  59.5,  14.9,  11.9, SAS, .451, 15.3, 31.1, .244,  72.7,  4.2,  10.1,  loss
SAS, .451, 15.3, 31.1, .244,  home,  72.7,  4.2,  10.1, MIA,  .464,  12.2,  20.8,  .143,  59.5,  14.9,  11.9,  win
MEM,  .526,  15.5,  37.8,  .289,  away,  36.1,  4.7,  4.4, UTA, .534, 8.8, 16.7, .247,  48.6,  9.5,  1.8,  win
UTA, .534, 8.8, 16.7, .247,  home,  48.6,  9.5,  1.8, MEM,  .526,  15.5,  37.8,  .289,  36.1,  4.7,  4.4,  loss
TOR,  .547,  7.1,  25.0,  .125,  away,  52.2,  11.1,  10.0, CLE, .608, 15.1, 26.3, .241,  59.1,  4.0,  10.4,  loss
CLE, .608, 15.1, 26.3, .241,  home,  59.1,  4.0,  10.4, TOR,  .547,  7.1,  25.0,  .125,  52.2,  11.1,  10.0,  win
BRK,  .515,  11.5,  18.0,  .162,  away,  51.1,  7.4,  9.4, LAL, .495, 9.0, 26.9, .370,  58.5,  8.3,  3.4,  loss
LAL, .495, 9.0, 26.9, .370,  home,  58.5,  8.3,  3.4, BRK,  .515,  11.5,  18.0,  .162,  51.1,  7.4,  9.4,  win
ATL,  .500,  17.7,  16.2,  .163,  away,  48.6,  14.3,  6.1, MIA, .444, 19.5, 37.0, .124,  36.1,  11.2,  11.1,  win
MIA, .444, 19.5, 37.0, .124,  home,  36.1,  11.2,  11.1, ATL,  .500,  17.7,  16.2,  .163,  48.6,  14.3,  6.1,  loss
CHO,  .606,  12.7,  12.1,  .225,  away,  58.1,  10.2,  11.1, MIN, .511, 15.5, 29.8, .191,  65.8,  4.1,  8.9,  win
MIN, .511, 15.5, 29.8, .191,  home,  65.8,  4.1,  8.9, CHO,  .606,  12.7,  12.1,  .225,  58.1,  10.2,  11.1,  loss
CHI,  .454,  8.3,  35.8,  .245,  away,  39.0,  7.2,  6.6, POR, .405, 9.7, 23.8, .116,  50.0,  8.2,  5.1,  win
POR, .405, 9.7, 23.8, .116,  home,  50.0,  8.2,  5.1, CHI,  .454,  8.3,  35.8,  .245,  39.0,  7.2,  6.6,  loss
MIL,  .439,  11.7,  29.4,  .143,  away,  64.1,  9.1,  5.0, ATL, .556, 15.7, 8.6, .375,  82.9,  6.1,  12.1,  loss
ATL, .556, 15.7, 8.6, .375,  home,  82.9,  6.1,  12.1, MIL,  .439,  11.7,  29.4,  .143,  64.1,  9.1,  5.0,  win
DAL,  .458,  9.3,  11.1,  .084,  away,  47.1,  10.0,  5.5, BOS, .480, 18.1, 32.5, .224,  54.5,  6.7,  5.0,  loss
BOS, .480, 18.1, 32.5, .224,  home,  54.5,  6.7,  5.0, DAL,  .458,  9.3,  11.1,  .084,  47.1,  10.0,  5.5,  win
PHO,  .544,  14.8,  16.7,  .228,  away,  35.9,  8.0,  5.3, DEN, .527, 11.9, 33.3, .237,  51.1,  8.0,  6.8,  loss
DEN, .527, 11.9, 33.3, .237,  home,  51.1,  8.0,  6.8, PHO,  .544,  14.8,  16.7,  .228,  35.9,  8.0,  5.3,  win
CLE,  .471,  16.0,  23.9,  .140,  away,  54.3,  3.1,  8.6, IND, .558, 9.9, 11.1, .081,  51.2,  8.2,  21.4,  loss
IND, .558, 9.9, 11.1, .081,  home,  51.2,  8.2,  21.4, CLE,  .471,  16.0,  23.9,  .140,  54.3,  3.1,  8.6,  win
MEM,  .579,  14.2,  24.3,  .195,  away,  60.0,  6.4,  3.6, LAC, .512, 7.7, 19.0, .296,  40.5,  13.9,  12.5,  win
LAC, .512, 7.7, 19.0, .296,  home,  40.5,  13.9,  12.5, MEM,  .579,  14.2,  24.3,  .195,  60.0,  6.4,  3.6,  loss
DET,  .541,  10.0,  19.5,  .118,  away,  45.2,  6.7,  1.5, NYK, .500, 8.2, 37.3, .129,  57.1,  8.9,  14.5,  loss
NYK, .500, 8.2, 37.3, .129,  home,  57.1,  8.9,  14.5, DET,  .541,  10.0,  19.5,  .118,  45.2,  6.7,  1.5,  win
HOU,  .511,  14.0,  23.5,  .098,  away,  62.5,  10.0,  6.8, OKC, .548, 15.1, 12.5, .155,  62.5,  7.0,  13.5,  loss
OKC, .548, 15.1, 12.5, .155,  home,  62.5,  7.0,  13.5, HOU,  .511,  14.0,  23.5,  .098,  62.5,  10.0,  6.8,  win
NOP,  .409,  15.8,  19.6,  .183,  away,  63.3,  5.3,  14.8, ORL, .443, 11.1, 25.0, .125,  50.0,  7.4,  11.5,  loss
ORL, .443, 11.1, 25.0, .125,  home,  50.0,  7.4,  11.5, NOP,  .409,  15.8,  19.6,  .183,  63.3,  5.3,  14.8,  win
WAS,  .462,  9.7,  23.4,  .198,  away,  47.4,  8.2,  2.0, PHI, .610, 16.4, 14.7, .195,  71.4,  6.1,  1.5,  loss
PHI, .610, 16.4, 14.7, .195,  home,  71.4,  6.1,  1.5, WAS,  .462,  9.7,  23.4,  .198,  47.4,  8.2,  2.0,  win
SAS,  .551,  10.3,  20.0,  .148,  away,  67.4,  11.6,  12.5, SAC, .533, 15.1, 26.3, .316,  58.3,  5.3,  5.2,  win
SAC, .533, 15.1, 26.3, .316,  home,  58.3,  5.3,  5.2, SAS,  .551,  10.3,  20.0,  .148,  67.4,  11.6,  12.5,  loss
GSW,  .580,  10.8,  17.5,  .299,  away,  75.0,  9.0,  12.3, TOR, .512, 12.3, 31.7, .451,  43.2,  8.0,  2.0,  win
TOR, .512, 12.3, 31.7, .451,  home,  43.2,  8.0,  2.0, GSW,  .580,  10.8,  17.5,  .299,  75.0,  9.0,  12.3,  loss
POR,  .511,  10.8,  21.3,  .189,  away,  58.5,  6.0,  6.3, HOU, .558, 10.9, 35.4, .211,  56.5,  6.0,  9.7,  loss
HOU, .558, 10.9, 35.4, .211,  home,  56.5,  6.0,  9.7, POR,  .511,  10.8,  21.3,  .189,  58.5,  6.0,  6.3,  win
MIL,  .371,  12.5,  22.2,  .118,  away,  71.4,  4.4,  11.9, MIA, .438, 6.2, 32.1, .113,  48.7,  5.5,  12.9,  loss
MIA, .438, 6.2, 32.1, .113,  home,  48.7,  5.5,  12.9, MIL,  .371,  12.5,  22.2,  .118,  71.4,  4.4,  11.9,  win
PHI,  .428,  14.1,  27.7,  .181,  away,  48.4,  10.0,  3.4, MIN, .548, 12.3, 34.1, .214,  41.9,  7.8,  15.7,  loss
MIN, .548, 12.3, 34.1, .214,  home,  41.9,  7.8,  15.7, PHI,  .428,  14.1,  27.7,  .181,  48.4,  10.0,  3.4,  win
CHI,  .394,  7.6,  26.9,  .156,  away,  24.2,  8.1,  11.3, UTA, .417, 13.4, 23.8, .154,  36.7,  4.6,  4.1,  win
UTA, .417, 13.4, 23.8, .154,  home,  36.7,  4.6,  4.1, CHI,  .394,  7.6,  26.9,  .156,  24.2,  8.1,  11.3,  loss
NYK,  .547,  12.1,  25.0,  .209,  away,  56.1,  9.5,  1.8, WAS, .636, 14.4, 21.2, .198,  59.1,  7.4,  3.5,  loss
WAS, .636, 14.4, 21.2, .198,  home,  59.1,  7.4,  3.5, NYK,  .547,  12.1,  25.0,  .209,  56.1,  9.5,  1.8,  win
GSW,  .539,  10.4,  20.0,  .078,  away,  75.0,  10.4,  13.7, BOS, .440, 12.5, 14.6, .181,  61.3,  6.3,  4.8,  win
BOS, .440, 12.5, 14.6, .181,  home,  61.3,  6.3,  4.8, GSW,  .539,  10.4,  20.0,  .078,  75.0,  10.4,  13.7,  loss
ATL,  .506,  14.9,  18.2,  .131,  away,  64.1,  9.0,  9.8, CHO, .467, 9.9, 16.3, .178,  67.6,  11.0,  7.1,  loss
CHO, .467, 9.9, 16.3, .178,  home,  67.6,  11.0,  7.1, ATL,  .506,  14.9,  18.2,  .131,  64.1,  9.0,  9.8,  win
DET,  .344,  6.4,  19.0,  .183,  away,  79.3,  5.2,  6.9, CLE, .548, 12.7, 13.2, .157,  65.0,  4.2,  10.8,  loss
CLE, .548, 12.7, 13.2, .157,  home,  65.0,  4.2,  10.8, DET,  .344,  6.4,  19.0,  .183,  79.3,  5.2,  6.9,  win
MEM,  .461,  12.7,  16.7,  .117,  away,  51.6,  8.1,  6.3, DAL, .322, 17.1, 19.6, .233,  42.9,  3.5,  13.5,  win
DAL, .322, 17.1, 19.6, .233,  home,  42.9,  3.5,  13.5, MEM,  .461,  12.7,  16.7,  .117,  51.6,  8.1,  6.3,  loss
TOR,  .500,  10.0,  12.5,  .202,  away,  53.5,  7.3,  3.4, DEN, .494, 15.9, 19.1, .349,  74.4,  7.3,  4.2,  win
DEN, .494, 15.9, 19.1, .349,  home,  74.4,  7.3,  4.2, TOR,  .500,  10.0,  12.5,  .202,  53.5,  7.3,  3.4,  loss
PHO,  .521,  9.5,  41.9,  .155,  away,  45.7,  15.0,  10.1, IND, .480, 16.9, 26.3, .303,  50.0,  5.4,  11.3,  win
IND, .480, 16.9, 26.3, .303,  home,  50.0,  5.4,  11.3, PHO,  .521,  9.5,  41.9,  .155,  45.7,  15.0,  10.1,  loss
SAS,  .628,  12.2,  9.1,  .231,  away,  68.2,  8.6,  9.7, LAL, .517, 11.9, 32.6, .195,  61.5,  6.5,  1.9,  win
LAL, .517, 11.9, 32.6, .195,  home,  61.5,  6.5,  1.9, SAS,  .628,  12.2,  9.1,  .231,  68.2,  8.6,  9.7,  loss
POR,  .443,  12.3,  26.5,  .261,  away,  57.6,  2.1,  1.7, NOP, .604, 8.1, 2.8, .171,  68.9,  9.3,  22.2,  loss
NOP, .604, 8.1, 2.8, .171,  home,  68.9,  9.3,  22.2, POR,  .443,  12.3,  26.5,  .261,  57.6,  2.1,  1.7,  win
BRK,  .488,  14.3,  16.3,  .289,  away,  54.3,  5.9,  3.2, OKC, .590, 13.8, 30.3, .213,  46.9,  8.8,  9.3,  loss
OKC, .590, 13.8, 30.3, .213,  home,  46.9,  8.8,  9.3, BRK,  .488,  14.3,  16.3,  .289,  54.3,  5.9,  3.2,  win
LAC,  .612,  13.3,  15.2,  .368,  away,  67.5,  7.0,  10.0, SAC, .500, 12.1, 22.0, .337,  55.3,  7.0,  8.5,  win
SAC, .500, 12.1, 22.0, .337,  home,  55.3,  7.0,  8.5, LAC,  .612,  13.3,  15.2,  .368,  67.5,  7.0,  10.0,  loss
BOS,  .476,  8.2,  18.8,  .195,  away,  66.7,  3.5,  10.6, DET, .471, 5.1, 22.9, .128,  59.5,  5.8,  7.8,  win
DET, .471, 5.1, 22.9, .128,  home,  59.5,  5.8,  7.8, BOS,  .476,  8.2,  18.8,  .195,  66.7,  3.5,  10.6,  loss
UTA,  .592,  12.6,  14.7,  .158,  away,  56.4,  3.3,  8.1, HOU, .511, 3.7, 20.8, .160,  66.7,  8.7,  6.1,  loss
HOU, .511, 3.7, 20.8, .160,  home,  66.7,  8.7,  6.1, UTA,  .592,  12.6,  14.7,  .158,  56.4,  3.3,  8.1,  win
CHI,  .487,  10.3,  35.7,  .260,  away,  51.5,  9.7,  8.0, LAC, .539, 13.8, 32.4, .247,  55.6,  7.2,  4.3,  loss
LAC, .539, 13.8, 32.4, .247,  home,  55.6,  7.2,  4.3, CHI,  .487,  10.3,  35.7,  .260,  51.5,  9.7,  8.0,  win
MIN,  .445,  17.8,  13.2,  .219,  away,  64.0,  6.0,  8.6, MEM, .395, 8.8, 31.0, .434,  51.7,  9.5,  16.7,  loss
MEM, .395, 8.8, 31.0, .434,  home,  51.7,  9.5,  16.7, MIN,  .445,  17.8,  13.2,  .219,  64.0,  6.0,  8.6,  win
GSW,  .516,  9.9,  36.7,  .274,  away,  71.4,  8.1,  7.2, MIL, .573, 11.5, 27.0, .213,  58.7,  7.1,  1.8,  win
MIL, .573, 11.5, 27.0, .213,  home,  58.7,  7.1,  1.8, GSW,  .516,  9.9,  36.7,  .274,  71.4,  8.1,  7.2,  loss
CHO,  .490,  11.4,  15.7,  .216,  away,  72.5,  6.3,  8.1, NOP, .510, 9.2, 18.5, .214,  62.8,  8.2,  11.1,  loss
NOP, .510, 9.2, 18.5, .214,  home,  62.8,  8.2,  11.1, CHO,  .490,  11.4,  15.7,  .216,  72.5,  6.3,  8.1,  win
DAL,  .422,  12.8,  11.1,  .286,  away,  50.0,  8.5,  8.8, ORL, .487, 17.8, 25.6, .244,  50.0,  6.4,  16.3,  loss
ORL, .487, 17.8, 25.6, .244,  home,  50.0,  6.4,  16.3, DAL,  .422,  12.8,  11.1,  .286,  50.0,  8.5,  8.8,  win
PHO,  .457,  12.3,  24.0,  .228,  away,  46.2,  10.4,  13.7, PHI, .622, 16.0, 15.8, .151,  73.3,  10.4,  12.7,  loss
PHI, .622, 16.0, 15.8, .151,  home,  73.3,  10.4,  12.7, PHO,  .457,  12.3,  24.0,  .228,  46.2,  10.4,  13.7,  win
MIA,  .582,  14.2,  40.9,  .176,  away,  48.8,  5.4,  11.5, WAS, .540, 9.3, 28.6, .182,  52.4,  9.7,  8.6,  win
WAS, .540, 9.3, 28.6, .182,  home,  52.4,  9.7,  8.6, MIA,  .582,  14.2,  40.9,  .176,  48.8,  5.4,  11.5,  loss
POR,  .665,  13.7,  24.2,  .188,  away,  46.9,  4.0,  12.1, BRK, .452, 7.8, 20.8, .269,  59.5,  5.0,  6.1,  win
BRK, .452, 7.8, 20.8, .269,  home,  59.5,  5.0,  6.1, POR,  .665,  13.7,  24.2,  .188,  46.9,  4.0,  12.1,  loss
UTA,  .429,  9.5,  27.5,  .212,  away,  45.5,  3.3,  9.4, DEN, .535, 7.5, 25.5, .151,  73.8,  4.4,  3.4,  loss
DEN, .535, 7.5, 25.5, .151,  home,  73.8,  4.4,  3.4, UTA,  .429,  9.5,  27.5,  .212,  45.5,  3.3,  9.4,  win
CHI,  .563,  13.9,  37.2,  .230,  away,  60.0,  6.1,  4.8, LAL, .511, 8.9, 20.0, .161,  63.4,  11.1,  4.6,  win
LAL, .511, 8.9, 20.0, .161,  home,  63.4,  11.1,  4.6, CHI,  .563,  13.9,  37.2,  .230,  60.0,  6.1,  4.8,  loss
ATL,  .435,  11.7,  26.4,  .235,  away,  50.0,  7.3,  9.8, NYK, .534, 13.7, 24.4, .114,  50.0,  8.3,  1.6,  loss
NYK, .534, 13.7, 24.4, .114,  home,  50.0,  8.3,  1.6, ATL,  .435,  11.7,  26.4,  .235,  50.0,  7.3,  9.8,  win
IND,  .511,  17.7,  30.6,  .270,  away,  57.5,  11.9,  3.1, OKC, .485, 15.5, 29.4, .129,  63.6,  9.2,  10.4,  win
OKC, .485, 15.5, 29.4, .129,  home,  63.6,  9.2,  10.4, IND,  .511,  17.7,  30.6,  .270,  57.5,  11.9,  3.1,  loss
TOR,  .453,  13.6,  32.7,  .259,  away,  47.1,  7.4,  11.1, SAC, .512, 12.4, 11.1, .235,  72.2,  8.4,  13.1,  loss
SAC, .512, 12.4, 11.1, .235,  home,  72.2,  8.4,  13.1, TOR,  .453,  13.6,  32.7,  .259,  47.1,  7.4,  11.1,  win
MEM,  .548,  9.9,  16.2,  .155,  away,  60.0,  7.8,  19.0, CHO, .473, 10.3, 19.0, .288,  66.7,  6.6,  15.5,  win
CHO, .473, 10.3, 19.0, .288,  home,  66.7,  6.6,  15.5, MEM,  .548,  9.9,  16.2,  .155,  60.0,  7.8,  19.0,  loss
HOU,  .513,  14.3,  30.8,  .244,  away,  62.9,  4.3,  8.6, DET, .454, 12.5, 26.1, .195,  52.8,  7.5,  6.4,  win
DET, .454, 12.5, 26.1, .195,  home,  52.8,  7.5,  6.4, HOU,  .513,  14.3,  30.8,  .244,  62.9,  4.3,  8.6,  loss
GSW,  .517,  10.3,  26.1,  .300,  away,  77.5,  8.9,  12.5, IND, .350, 9.2, 23.8, .107,  39.4,  5.0,  7.4,  win
IND, .350, 9.2, 23.8, .107,  home,  39.4,  5.0,  7.4, GSW,  .517,  10.3,  26.1,  .300,  77.5,  8.9,  12.5,  loss
TOR,  .550,  10.5,  10.0,  .338,  away,  47.5,  10.1,  4.1, LAC, .595, 13.1, 17.6, .473,  59.0,  5.1,  6.6,  loss
LAC, .595, 13.1, 17.6, .473,  home,  59.0,  5.1,  6.6, TOR,  .550,  10.5,  10.0,  .338,  47.5,  10.1,  4.1,  win
ORL,  .461,  21.5,  25.0,  .234,  away,  65.6,  8.1,  8.8, MIL, .453, 12.0, 13.7, .174,  71.4,  16.1,  17.3,  loss
MIL, .453, 12.0, 13.7, .174,  home,  71.4,  16.1,  17.3, ORL,  .461,  21.5,  25.0,  .234,  65.6,  8.1,  8.8,  win
BOS,  .524,  10.9,  14.6,  .131,  away,  52.6,  5.3,  6.5, MIN, .442, 13.4, 32.7, .198,  63.9,  5.3,  8.7,  win
MIN, .442, 13.4, 32.7, .198,  home,  63.9,  5.3,  8.7, BOS,  .524,  10.9,  14.6,  .131,  52.6,  5.3,  6.5,  loss
MIA,  .426,  11.5,  38.9,  .216,  away,  50.0,  7.7,  11.5, PHI, .545, 13.9, 19.4, .205,  56.8,  8.8,  8.8,  loss
PHI, .545, 13.9, 19.4, .205,  home,  56.8,  8.8,  8.8, MIA,  .426,  11.5,  38.9,  .216,  50.0,  7.7,  11.5,  win
DAL,  .527,  17.0,  24.4,  .176,  away,  45.7,  11.2,  5.5, SAS, .520, 13.1, 21.1, .240,  68.6,  10.1,  2.1,  loss
SAS, .520, 13.1, 21.1, .240,  home,  68.6,  10.1,  2.1, DAL,  .527,  17.0,  24.4,  .176,  45.7,  11.2,  5.5,  win
PHO,  .489,  17.7,  29.5,  .132,  away,  56.4,  3.0,  11.1, WAS, .462, 9.4, 26.4, .242,  67.6,  7.9,  6.3,  loss
WAS, .462, 9.4, 26.4, .242,  home,  67.6,  7.9,  6.3, PHO,  .489,  17.7,  29.5,  .132,  56.4,  3.0,  11.1,  win
NOP,  .587,  9.0,  12.8,  .128,  away,  64.4,  11.5,  16.1, ATL, .518, 14.4, 14.6, .071,  56.4,  5.2,  9.8,  win
ATL, .518, 14.4, 14.6, .071,  home,  56.4,  5.2,  9.8, NOP,  .587,  9.0,  12.8,  .128,  64.4,  11.5,  16.1,  loss
CHI,  .484,  5.5,  20.8,  .158,  away,  51.2,  6.2,  14.1, DEN, .480, 8.5, 30.9, .140,  60.5,  5.1,  7.8,  loss
DEN, .480, 8.5, 30.9, .140,  home,  60.5,  5.1,  7.8, CHI,  .484,  5.5,  20.8,  .158,  51.2,  6.2,  14.1,  win
OKC,  .549,  13.4,  27.5,  .087,  away,  64.4,  11.2,  10.7, LAL, .590, 15.9, 17.1, .157,  59.5,  8.1,  10.8,  loss
LAL, .590, 15.9, 17.1, .157,  home,  59.5,  8.1,  10.8, OKC,  .549,  13.4,  27.5,  .087,  64.4,  11.2,  10.7,  win
POR,  .477,  14.1,  25.0,  .244,  away,  47.4,  5.0,  7.5, NYK, .516, 11.6, 23.3, .083,  57.8,  8.0,  7.8,  loss
NYK, .516, 11.6, 23.3, .083,  home,  57.8,  8.0,  7.8, POR,  .477,  14.1,  25.0,  .244,  47.4,  5.0,  7.5,  win
BOS,  .536,  11.4,  25.0,  .061,  away,  57.8,  12.8,  10.9, BRK, .453, 16.6, 18.8, .163,  52.9,  6.9,  11.7,  win
BRK, .453, 16.6, 18.8, .163,  home,  52.9,  6.9,  11.7, BOS,  .536,  11.4,  25.0,  .061,  57.8,  12.8,  10.9,  loss
SAS,  .587,  8.7,  20.0,  .209,  away,  63.6,  9.5,  11.6, CHO, .567, 13.4, 31.6, .146,  66.7,  3.2,  5.5,  win
CHO, .567, 13.4, 31.6, .146,  home,  66.7,  3.2,  5.5, SAS,  .587,  8.7,  20.0,  .209,  63.6,  9.5,  11.6,  loss
POR,  .594,  8.4,  22.0,  .200,  away,  57.4,  6.1,  11.1, CLE, .650, 8.9, 23.7, .222,  62.5,  6.1,  6.6,  loss
CLE, .650, 8.9, 23.7, .222,  home,  62.5,  6.1,  6.6, POR,  .594,  8.4,  22.0,  .200,  57.4,  6.1,  11.1,  win
LAC,  .594,  8.4,  15.0,  .271,  away,  60.5,  11.2,  6.7, DAL, .518, 14.8, 21.3, .202,  60.5,  7.1,  5.7,  win
DAL, .518, 14.8, 21.3, .202,  home,  60.5,  7.1,  5.7, LAC,  .594,  8.4,  15.0,  .271,  60.5,  11.2,  6.7,  loss
MIA,  .407,  13.7,  15.2,  .307,  away,  70.4,  5.4,  6.5, DET, .531, 12.4, 25.0, .259,  55.0,  8.6,  14.3,  loss
DET, .531, 12.4, 25.0, .259,  home,  55.0,  8.6,  14.3, MIA,  .407,  13.7,  15.2,  .307,  70.4,  5.4,  6.5,  win
LAL,  .473,  9.7,  14.3,  .194,  away,  55.0,  4.8,  2.0, GSW, .727, 9.0, 16.7, .279,  88.7,  6.7,  6.8,  loss
GSW, .727, 9.0, 16.7, .279,  home,  88.7,  6.7,  6.8, LAL,  .473,  9.7,  14.3,  .194,  55.0,  4.8,  2.0,  win
TOR,  .557,  12.6,  34.9,  .193,  away,  65.1,  14.8,  19.4, HOU, .577, 23.8, 32.4, .154,  76.3,  6.4,  10.8,  win
HOU, .577, 23.8, 32.4, .154,  home,  76.3,  6.4,  10.8, TOR,  .557,  12.6,  34.9,  .193,  65.1,  14.8,  19.4,  loss
ATL,  .453,  18.2,  36.2,  .224,  away,  47.2,  11.3,  12.3, IND, .446, 16.6, 15.2, .119,  47.1,  15.4,  7.7,  win
IND, .446, 16.6, 15.2, .119,  home,  47.1,  15.4,  7.7, ATL,  .453,  18.2,  36.2,  .224,  47.2,  11.3,  12.3,  loss
MIN,  .401,  14.5,  16.3,  .314,  away,  69.7,  11.3,  5.1, NOP, .596, 15.4, 10.8, .217,  60.0,  9.4,  8.7,  loss
NOP, .596, 15.4, 10.8, .217,  home,  60.0,  9.4,  8.7, MIN,  .401,  14.5,  16.3,  .314,  69.7,  11.3,  5.1,  win
PHO,  .514,  17.1,  15.4,  .233,  away,  45.5,  6.3,  10.6, ORL, .401, 9.8, 22.4, .154,  51.5,  9.5,  15.7,  win
ORL, .401, 9.8, 22.4, .154,  home,  51.5,  9.5,  15.7, PHO,  .514,  17.1,  15.4,  .233,  45.5,  6.3,  10.6,  loss
MEM,  .434,  12.0,  15.8,  .182,  away,  63.2,  11.3,  15.8, PHI, .441, 20.1, 17.8, .183,  68.6,  7.8,  14.3,  win
PHI, .441, 20.1, 17.8, .183,  home,  68.6,  7.8,  14.3, MEM,  .434,  12.0,  15.8,  .182,  63.2,  11.3,  15.8,  loss
OKC,  .467,  8.8,  12.5,  .395,  away,  56.3,  7.3,  10.6, SAC, .532, 9.8, 25.0, .170,  59.1,  4.2,  2.0,  loss
SAC, .532, 9.8, 25.0, .170,  home,  59.1,  4.2,  2.0, OKC,  .467,  8.8,  12.5,  .395,  56.3,  7.3,  10.6,  win
DEN,  .369,  9.0,  23.0,  .205,  away,  50.0,  5.1,  9.4, UTA, .544, 13.1, 10.3, .278,  48.7,  4.1,  4.9,  loss
UTA, .544, 13.1, 10.3, .278,  home,  48.7,  4.1,  4.9, DEN,  .369,  9.0,  23.0,  .205,  50.0,  5.1,  9.4,  win
SAS,  .537,  14.8,  31.7,  .272,  away,  63.2,  4.3,  14.0, BOS, .527, 9.5, 20.0, .077,  76.2,  8.6,  7.0,  win
BOS, .527, 9.5, 20.0, .077,  home,  76.2,  8.6,  7.0, SAS,  .537,  14.8,  31.7,  .272,  63.2,  4.3,  14.0,  loss
DAL,  .451,  11.9,  22.4,  .088,  away,  78.4,  5.2,  9.5, CLE, .624, 12.8, 24.3, .259,  69.8,  9.3,  5.4,  loss
CLE, .624, 12.8, 24.3, .259,  home,  69.8,  9.3,  5.4, DAL,  .451,  11.9,  22.4,  .088,  78.4,  5.2,  9.5,  win
OKC,  .574,  10.8,  15.6,  .242,  away,  60.4,  9.8,  6.0, DEN, .535, 12.4, 28.3, .208,  70.8,  8.9,  10.1,  win
DEN, .535, 12.4, 28.3, .208,  home,  70.8,  8.9,  10.1, OKC,  .574,  10.8,  15.6,  .242,  60.4,  9.8,  6.0,  loss
LAC,  .527,  14.2,  15.4,  .274,  away,  74.3,  4.4,  8.5, DET, .572, 9.7, 25.7, .056,  55.3,  7.7,  0.0,  loss
DET, .572, 9.7, 25.7, .056,  home,  55.3,  7.7,  0.0, LAC,  .527,  14.2,  15.4,  .274,  74.3,  4.4,  8.5,  win
BRK,  .525,  17.6,  19.1,  .177,  away,  66.7,  8.2,  6.6, IND, .615, 13.0, 23.7, .126,  52.1,  11.2,  11.1,  loss
IND, .615, 13.0, 23.7, .126,  home,  52.1,  11.2,  11.1, BRK,  .525,  17.6,  19.1,  .177,  66.7,  8.2,  6.6,  win
GSW,  .584,  15.8,  11.4,  .145,  away,  72.1,  9.9,  14.7, LAL, .383, 15.2, 25.9, .178,  62.5,  11.8,  5.5,  win
LAL, .383, 15.2, 25.9, .178,  home,  62.5,  11.8,  5.5, GSW,  .584,  15.8,  11.4,  .145,  72.1,  9.9,  14.7,  loss
MIA,  .459,  7.9,  22.2,  .141,  away,  51.5,  9.0,  12.7, MEM, .378, 15.6, 32.0, .232,  48.3,  3.4,  25.9,  win
MEM, .378, 15.6, 32.0, .232,  home,  48.3,  3.4,  25.9, MIA,  .459,  7.9,  22.2,  .141,  51.5,  9.0,  12.7,  loss
TOR,  .549,  9.1,  26.2,  .183,  away,  47.4,  3.5,  10.0, MIL, .582, 11.5, 20.6, .089,  65.0,  4.6,  4.0,  win
MIL, .582, 11.5, 20.6, .089,  home,  65.0,  4.6,  4.0, TOR,  .549,  9.1,  26.2,  .183,  47.4,  3.5,  10.0,  loss
CHO,  .505,  11.0,  19.2,  .183,  away,  58.1,  5.7,  5.8, NYK, .521, 13.5, 26.5, .124,  57.8,  8.6,  12.5,  loss
NYK, .521, 13.5, 26.5, .124,  home,  57.8,  8.6,  12.5, CHO,  .505,  11.0,  19.2,  .183,  58.1,  5.7,  5.8,  win
WAS,  .489,  10.6,  16.7,  .091,  away,  65.0,  10.7,  7.0, ORL, .481, 17.6, 31.8, .175,  51.4,  5.4,  11.9,  win
ORL, .481, 17.6, 31.8, .175,  home,  51.4,  5.4,  11.9, WAS,  .489,  10.6,  16.7,  .091,  65.0,  10.7,  7.0,  loss
CHI,  .478,  10.6,  21.6,  .211,  away,  60.0,  10.1,  8.9, PHI, .455, 17.8, 16.7, .231,  58.1,  7.1,  11.6,  win
PHI, .455, 17.8, 16.7, .231,  home,  58.1,  7.1,  11.6, CHI,  .478,  10.6,  21.6,  .211,  60.0,  10.1,  8.9,  loss
MIN,  .441,  15.0,  23.4,  .271,  away,  47.1,  15.3,  15.1, PHO, .443, 22.1, 30.0, .190,  53.1,  11.2,  9.5,  win
PHO, .443, 22.1, 30.0, .190,  home,  53.1,  11.2,  9.5, MIN,  .441,  15.0,  23.4,  .271,  47.1,  15.3,  15.1,  loss
NOP,  .559,  13.6,  4.8,  .250,  away,  55.6,  3.0,  11.8, POR, .530, 9.3, 27.3, .130,  63.8,  6.9,  9.4,  loss
POR, .530, 9.3, 27.3, .130,  home,  63.8,  6.9,  9.4, NOP,  .559,  13.6,  4.8,  .250,  55.6,  3.0,  11.8,  win
HOU,  .594,  13.0,  19.5,  .188,  away,  67.5,  8.2,  4.2, SAC, .544, 13.6, 10.5, .213,  61.5,  7.2,  17.1,  win
SAC, .544, 13.6, 10.5, .213,  home,  61.5,  7.2,  17.1, HOU,  .594,  13.0,  19.5,  .188,  67.5,  8.2,  4.2,  loss
ATL,  .361,  13.7,  11.5,  .096,  away,  42.3,  8.5,  8.7, UTA, .500, 15.4, 20.9, .188,  48.6,  9.6,  15.5,  loss
