Team, score,  Efg_pct, Turnover_PCT, orb_pct, ft_rate, class
CHI, 91, .444, 6.8, 14.8, .122, loss
CHO, 108,.525,12.2,23.3,.300, win
SAC, 100, .494, 15.2, 16.3, .232, loss
CLE, 120,.564,12.0,25.0,.149, win
TOR, 103, .636, 16.2, 6.7, .200, win
DET, 89,.500,15.5,24.4,.113, loss
LAL, 87, .355, 10.3, 23.7, .226, loss
IND, 89,.423,14.7,17.8,.295, win
POR, 112, .551, 11.7, 19.0, .157, win
MEM, 106,.541,13.7,14.7,.151, loss
NOP, 116, .536, 3.6, 18.8, .124, win
MIN, 102,.457,11.1,25.6,.346, loss
LAC, 98, .395, 9.9, 24.6, .242, win
PHI, 92,.411,16.8,22.4,.200, loss
OKC, 122, .582, 12.5, 34.1, .271, win
PHO, 106,.514,15.9,27.3,.425, loss
UTA, 121, .554, 8.8, 30.2, .207, win
DAL, 119,.553,10.6,16.2,.480, loss
HOU, 110, .500, 10.5, 27.1, .264, loss
GSW, 123,.532,10.2,31.8,.245, win
SAS, 119, .562, 9.1, 26.8, .213, win
MIA, 101,.600,17.4,3.0,.243, loss
BOS, 111, .524, 16.0, 32.5, .274, loss
MIL, 112,.551,12.5,26.2,.170, win
WAS, 111, .603, 10.1, 4.9, .218, win
NYK, 108,.578,14.4,18.9,.145, loss
LAC, 134, .588, 11.6, 20.5, .400, loss
BOS, 139,.563,8.2,18.6,.337, win
MEM, 109, .576, 9.9, 27.0, .116, win
BRK, 90,.542,20.1,24.2,.183, loss
ATL, 113, .550, 11.0, 24.4, .156, win
CHI, 90,.471,16.5,23.9,.105, loss
LAL, 111, .517, 10.1, 25.0, .256, loss
CLE, 120,.580,5.6,28.3,.117, win
DEN, 103, .506, 11.4, 18.6, .229, win
DET, 92,.489,13.3,15.2,.068, loss
CHO, 117, .586, 12.0, 27.0, .172, win
IND, 95,.457,10.0,25.5,.120, loss
TOR, 112, .512, 5.7, 25.0, .279, loss
MIN, 117,.487,6.6,29.3,.566, win
UTA, 96, .521, 17.0, 20.5, .329, loss
NOP, 100,.524,9.0,20.0,.171, win
SAS, 98, .472, 12.0, 22.9, .157, win
ORL, 96,.451,13.3,28.3,.154, loss
SAC, 114, .529, 11.5, 36.6, .253, win
PHI, 110,.544,16.2,38.3,.121, loss
GSW, 112, .494, 11.3, 16.7, .270, win
PHO, 104,.473,14.9,19.2,.172, loss
HOU, 103, .552, 17.9, 19.5, .234, loss
POR, 116,.506,11.1,33.3,.292, win
WAS, 92, .420, 12.4, 17.3, .205, loss
MIL, 99,.463,15.8,34.1,.280, win
NOP, 95, .449, 6.6, 14.6, .182, loss
OKC, 121,.593,15.8,27.3,.221, win
CHI, 95, .441, 11.2, 26.8, .140, loss
CLE, 106,.500,9.2,24.4,.165, win
SAS, 86, .446, 14.3, 11.9, .145, loss
LAC, 105,.577,17.2,22.2,.192, win
UTA, 89, .429, 20.4, 28.6, .299, loss
WAS, 103,.529,10.4,14.3,.140, win
MIA, 115, .545, 12.2, 22.7, .216, win
ATL, 111,.563,18.5,18.2,.149, loss
NYK, 98, .500, 15.1, 18.6, .195, loss
BRK, 109,.535,6.9,16.3,.198, win
TOR, 106, .460, 7.2, 22.4, .284, loss
CHI, 116,.554,8.1,24.4,.140, win
SAS, 119, .580, 9.4, 35.1, .193, win
LAL, 113,.556,14.0,31.6,.284, loss
MIN, 104, .487, 18.4, 26.2, .413, loss
MEM, 109,.530,12.9,26.2,.268, win
CHO, 98, .483, 15.3, 18.6, .174, win
MIL, 95,.488,19.6,29.3,.198, loss
PHI, 114, .605, 17.9, 8.8, .289, loss
NOP, 121,.549,14.0,27.5,.395, win
IND, 101, .494, 10.1, 20.4, .159, win
OKC, 98,.464,11.5,20.5,.094, loss
DAL, 104, .522, 15.7, 10.9, .124, loss
ORL, 110,.466,9.9,26.4,.147, win
HOU, 116, .519, 16.3, 29.5, .449, win
PHO, 100,.433,17.0,19.1,.354, loss
GSW, 105, .457, 16.1, 25.9, .228, loss
POR, 137,.624,10.8,19.5,.165, win
DEN, 110, .511, 15.1, 19.1, .200, loss
SAC, 116,.554,18.5,16.7,.289, win
BOS, 93, .414, 6.7, 15.7, .321, loss
UTA, 111,.618,14.7,23.5,.397, win
DET, 86, .470, 11.8, 13.3, .110, loss
WAS, 98,.506,9.1,18.6,.244, win
MIL, 117, .457, 12.6, 30.4, .212, win
ATL, 109,.458,12.3,17.2,.113, loss
GSW, 115, .579, 13.0, 15.0, .244, win
LAC, 112,.516,12.1,31.3,.160, loss
WAS, 94, .419, 5.3, 20.0, .111, loss
MIA, 114,.500,6.1,36.5,.188, win
NYK, 103, .536, 15.1, 31.4, .169, win
MIN, 95,.458,6.9,14.9,.214, loss
CHO, 104, .570, 14.9, 15.4, .177, win
BRK, 96,.463,13.3,20.5,.259, loss
LAL, 115, .500, 6.1, 36.2, .237, loss
CHI, 126,.639,8.1,22.9,.316, win
PHI, 103, .558, 14.4, 19.0, .221, loss
DAL, 129,.559,9.0,34.1,.400, win
BOS, 121, .536, 13.8, 33.3, .175, win
DEN, 101,.507,21.4,15.4,.370, loss
NOP, 111, .500, 13.2, 26.8, .291, win
DET, 106,.483,9.6,21.6,.225, loss
CLE, 115, .575, 11.6, 34.2, .288, win
OKC, 92,.439,9.2,28.0,.144, loss
IND, 105, .555, 18.7, 12.8, .171, win
ORL, 102,.456,11.9,22.0,.209, loss
SAS, 118, .585, 11.0, 19.5, .268, win
PHO, 111,.511,11.2,27.7,.172, loss
UTA, 111, .547, 10.3, 32.4, .198, loss
POR, 115,.500,10.1,46.9,.278, win
MEM, 85, .388, 12.6, 20.8, .342, loss
TOR, 98,.451,11.3,20.9,.309, win
GSW, 102, .517, 12.1, 13.3, .112, win
ATL, 92,.477,15.4,17.8,.116, loss
DET, 96, .513, 12.7, 14.6, .175, win
CLE, 88,.481,16.7,11.9,.152, loss
PHO, 84, .392, 14.2, 18.9, .170, loss
LAC, 124,.631,14.4,24.4,.288, win
IND, 93, .418, 10.4, 13.2, .174, loss
MIA, 101,.390,10.9,34.5,.230, win
LAL, 101, .447, 15.2, 22.9, .434, loss
MIL, 108,.541,7.6,16.7,.174, win
BOS, 122, .535, 9.2, 21.7, .139, loss
MIN, 124,.566,14.5,34.9,.361, win
TOR, 122, .592, 5.8, 31.7, .218, win
NYK, 95,.476,7.8,26.1,.179, loss
SAC, 114, .560, 14.4, 15.8, .253, win
DEN, 110,.460,9.9,21.4,.180, loss
ORL, 124, .524, 9.6, 30.2, .412, win
PHI, 115,.608,19.6,16.7,.241, loss
BRK, 104, .494, 11.7, 26.7, .167, loss
POR, 112,.563,14.2,16.7,.275, win
HOU, 114, .477, 11.8, 25.0, .356, loss
UTA, 117,.581,18.8,25.0,.419, win
NOP, 89, .386, 14.1, 14.3, .301, loss
WAS, 109,.521,12.1,14.9,.117, win
WAS, 104, .472, 9.8, 17.3, .211, loss
CHI, 109,.545,13.6,17.5,.148, win
CHO, 103, .553, 13.7, 18.6, .250, loss
CLE, 114,.566,8.4,25.5,.121, win
OKC, 116, .551, 11.6, 32.6, .202, win
DAL, 103,.459,9.2,25.5,.279, loss
PHI, 91, .440, 12.9, 20.0, .217, loss
DET, 111,.536,14.0,25.0,.265, win
NYK, 105, .539, 12.9, 19.0, .286, loss
IND, 108,.522,7.5,23.1,.143, win
DEN, 87, .411, 14.1, 26.9, .144, win
LAC, 81,.429,15.7,17.3,.094, loss
LAL, 119, .540, 6.4, 28.8, .273, loss
MEM, 128,.641,8.4,23.1,.224, win
GSW, 118, .539, 11.4, 20.5, .233, win
MIA, 112,.500,10.7,24.4,.302, loss
SAS, 108, .565, 14.9, 15.0, .141, win
SAC, 92,.438,12.0,18.5,.083, loss
MIN, 105, .541, 14.5, 29.7, .338, loss
TOR, 114,.541,11.1,34.2,.259, win
MIL, 107, .506, 12.5, 17.5, .218, loss
BOS, 112,.518,14.0,24.3,.298, win
OKC, 119, .593, 12.0, 26.5, .198, loss
NOP, 123,.589,10.9,34.1,.189, win
GSW, 130, .676, 17.4, 21.6, .125, win
ORL, 114,.511,12.8,19.0,.244, loss
BRK, 116, .547, 15.4, 23.7, .453, win
PHO, 106,.474,15.6,38.9,.133, loss
HOU, 119, .598, 14.1, 29.3, .256, win
POR, 105,.544,19.0,24.4,.225, loss
SAS, 96, .538, 11.5, 25.0, .139, win
UTA, 78,.448,11.8,10.5,.117, loss
CHI, 88, .392, 17.0, 32.7, .216, loss
ATL, 103,.455,9.9,28.9,.247, win
DEN, 116, .511, 12.3, 34.0, .226, loss
DAL, 122,.574,12.3,24.4,.239, win
CHO, 96, .500, 13.3, 12.5, .157, win
IND, 95,.435,12.8,23.8,.247, loss
MEM, 112, .582, 12.4, 27.0, .153, win
LAL, 95,.442,6.9,22.9,.333, loss
ORL, 95, .452, 10.7, 27.3, .118, loss
NYK, 108,.488,10.3,25.6,.375, win
WAS, 103, .463, 9.8, 33.3, .170, win
PHI, 94,.476,10.8,15.6,.195, loss
LAC, 117, .534, 7.4, 26.2, .247, win
SAC, 107,.513,14.5,30.2,.346, loss
CLE, 97, .554, 14.4, 25.6, .203, loss
TOR, 99,.548,11.5,14.7,.260, win
MIA, 89, .420, 15.6, 28.0, .184, loss
BOS, 101,.432,9.4,23.1,.188, win
POR, 103, .466, 9.2, 16.7, .253, win
CHI, 95,.452,8.3,20.4,.106, loss
SAS, 104, .539, 12.8, 18.9, .289, win
HOU, 94,.464,13.0,20.0,.190, loss
DET, 102, .489, 9.2, 34.7, .182, win
MIL, 91,.532,20.1,29.3,.103, loss
MIN, 112, .530, 10.2, 16.7, .274, win
NOP, 110,.524,13.6,15.9,.262, loss
GSW, 121, .547, 9.4, 8.0, .179, win
OKC, 118,.526,17.0,36.4,.177, loss
MEM, 106, .438, 7.5, 14.9, .450, loss
PHO, 111,.538,15.9,37.2,.313, win
BRK, 98, .518, 17.2, 20.0, .131, win
UTA, 96,.444,17.4,30.2,.191, loss
CHO, 76, .377, 6.2, 19.2, .185, loss
ATL, 87,.545,15.9,16.2,.039, win
MIN, 101, .417, 12.4, 39.7, .289, loss
DAL, 128,.601,7.5,21.1,.236, win
TOR, 101, .550, 5.4, 20.5, .163, loss
DET, 114,.662,10.8,22.6,.282, win
POR, 111, .593, 11.7, 19.5, .185, win
IND, 102,.446,8.0,33.9,.204, loss
MIA, 98, .482, 13.9, 30.8, .202, win
NYK, 81,.402,10.7,22.2,.126, loss
PHI, 116, .565, 15.4, 10.0, .377, loss
ORL, 130,.628,11.0,16.2,.256, win
CLE, 99, .456, 13.1, 13.3, .325, loss
WAS, 113,.563,12.2,15.4,.304, win
UTA, 95, .411, 7.7, 29.4, .119, loss
BOS, 100,.476,8.5,22.9,.238, win
IND, 96, .513, 11.3, 22.5, .175, loss
CLE, 100,.476,10.5,25.0,.253, win
MEM, 103, .500, 8.1, 11.1, .373, win
DEN, 96,.587,19.3,25.8,.107, loss
BRK, 95, .468, 12.4, 22.0, .299, loss
LAC, 105,.548,10.9,19.5,.169, win
HOU, 121, .557, 13.5, 33.3, .276, loss
MIL, 128,.642,15.1,28.6,.296, win
OKC, 131, .659, 18.4, 29.4, .280, win
SAC, 116,.481,8.0,37.3,.121, loss
PHI, 108, .539, 10.1, 13.3, .135, loss
WAS, 116,.517,12.8,35.0,.270, win
PHO, 92, .396, 9.7, 23.2, .220, loss
CHO, 126,.554,10.3,34.1,.247, win
ORL, 108, .500, 13.8, 37.5, .187, loss
DAL, 121,.617,14.2,18.2,.338, win
ATL, 105, .538, 15.8, 17.5, .238, loss
GSW, 109,.456,9.1,34.0,.146, win
BRK, 101, .466, 6.5, 22.4, .202, loss
LAL, 107,.560,12.4,19.5,.169, win
CHI, 111, .517, 8.1, 19.0, .200, loss
MIA, 129,.714,14.6,16.0,.247, win
POR, 104, .489, 6.7, 19.1, .205, win
NYK, 85,.409,7.7,14.8,.148, loss
POR, 93, .470, 13.1, 24.0, .167, loss
BOS, 116,.435,4.1,34.5,.215, win
LAL, 107, .513, 6.1, 14.6, .329, loss
DEN, 117,.564,10.4,21.9,.372, win
NOP, 95, .478, 18.7, 12.2, .100, loss
HOU, 100,.463,17.7,17.8,.309, win
OKC, 98, .449, 14.2, 35.3, .102, loss
LAC, 103,.454,5.3,21.1,.143, win
SAC, 98, .530, 20.9, 41.0, .134, loss
MEM, 104,.475,16.9,33.3,.367, win
IND, 104, .538, 13.3, 27.9, .225, win
MIL, 99,.467,11.8,14.0,.368, loss
WAS, 104, .565, 15.9, 12.2, .107, win
MIN, 98,.460,17.4,22.5,.387, loss
CHI, 89, .414, 6.3, 8.9, .071, loss
ORL, 102,.438,8.6,15.7,.175, win
CHO, 119, .556, 11.1, 20.5, .358, win
PHI, 99,.476,12.7,14.3,.212, loss
DET, 81, .436, 14.5, 16.3, .167, loss
SAS, 97,.530,8.3,12.5,.095, win
UTA, 94, .506, 9.1, 22.2, .120, loss
TOR, 104,.538,9.2,30.3,.225, win
SAC, 104, .569, 12.6, 20.9, .163, win
DAL, 101,.516,13.4,27.7,.043, loss
OKC, 106, .488, 12.5, 23.4, .256, loss
GSW, 121,.603,7.7,10.3,.184, win
PHO, 92, .433, 8.7, 12.8, .256, loss
MIA, 108,.536,11.3,17.9,.229, win
SAS, 94, .494, 11.2, 12.8, .173, win
NOP, 86,.438,10.6,13.7,.090, loss
NYK, 104, .505, 9.2, 20.8, .120, loss
BOS, 105,.478,7.3,27.1,.211, win
IND, 101, .461, 9.2, 26.1, .200, loss
CHO, 108,.563,11.0,17.1,.241, win
WAS, 83, .414, 14.9, 20.4, .198, loss
CLE, 108,.533,8.5,17.8,.133, win
BRK, 121, .577, 11.5, 19.5, .176, win
DEN, 120,.510,12.3,39.5,.229, loss
ATL, 106, .640, 11.2, 9.4, .279, win
LAL, 77,.371,9.6,32.1,.165, loss
UTA, 88, .460, 16.2, 26.7, .253, loss
MEM, 94,.481,11.0,21.4,.198, win
MIN, 101, .523, 21.2, 34.9, .115, loss
MIL, 116,.602,16.4,24.3,.193, win
PHO, 102, .481, 15.9, 18.6, .346, win
ORL, 84,.381,11.6,23.4,.069, loss
MIA, 112, .472, 13.4, 35.6, .330, win
PHI, 102,.426,7.0,27.8,.221, loss
POR, 115, .536, 10.1, 25.6, .313, loss
TOR, 117,.552,12.5,25.7,.642, win
HOU, 100, .454, 15.2, 21.2, .241, loss
CHI, 108,.513,21.0,29.3,.342, win
BOS, 103, .525, 13.2, 23.8, .238, loss
CLE, 120,.573,13.4,35.7,.317, win
ATL, 107, .506, 15.5, 22.2, .191, win
LAC, 97,.506,16.5,12.2,.215, loss
BRK, 118, .538, 12.7, 39.5, .207, loss
MIN, 132,.750,12.3,16.7,.237, win
UTA, 106, .513, 13.5, 27.8, .333, win
NOP, 94,.462,7.6,12.2,.098, loss
DET, 89, .424, 8.4, 26.4, .120, loss
NYK, 102,.557,10.3,22.2,.177, win
SAC, 94, .494, 17.4, 16.7, .173, loss
SAS, 104,.543,19.0,29.7,.198, win
IND, 100, .488, 11.6, 23.8, .229, win
WAS, 99,.472,13.8,30.4,.169, loss
DAL, 114, .527, 10.5, 16.3, .172, loss
DEN, 116,.453,8.5,30.9,.178, win
POR, 103, .519, 12.9, 7.9, .282, loss
DET, 123,.595,11.1,26.3,.274, win
GSW, 95, .424, 16.5, 34.7, .185, loss
LAL, 112,.523,10.2,22.0,.241, win
PHO, 109, .606, 15.1, 27.8, .324, win
MEM, 100,.463,9.6,24.5,.325, loss
PHI, 98, .500, 10.4, 24.0, .153, loss
MIA, 103,.494,11.3,31.7,.284, win
OKC, 104, .467, 18.1, 32.6, .434, win
MIL, 96,.394,8.8,25.5,.278, loss
HOU, 113, .571, 9.6, 18.6, .308, win
TOR, 107,.558,14.4,19.4,.273, loss
MIL, 90, .434, 10.0, 32.1, .121, loss
CHI, 100,.564,17.5,16.7,.154, win
MIN, 103, .513, 14.2, 12.2, .263, loss
CHO, 108,.522,11.8,13.6,.156, win
MEM, 106, .512, 14.3, 20.0, .209, win
CLE, 103,.494,21.2,33.3,.300, loss
LAC, 109, .542, 8.6, 13.3, .229, win
DAL, 90,.395,13.6,22.2,.321, loss
ORL, 113, .472, 12.5, 18.4, .311, loss
GSW, 119,.595,20.0,23.3,.226, win
SAS, 91, .375, 7.0, 31.0, .198, loss
IND, 99,.455,9.0,19.0,.359, win
SAC, 112, .536, 18.8, 15.4, .277, loss
NOP, 115,.516,13.9,20.8,.191, win
NYK, 94, .480, 15.6, 15.0, .293, loss
DEN, 110,.485,5.3,22.9,.141, win
ORL, 98, .520, 10.2, 10.3, .250, loss
LAL, 107,.549,14.1,24.4,.222, win
SAS, 116, .576, 8.8, 24.3, .212, win
MIN, 91,.481,14.7,15.9,.190, loss
WAS, 109, .495, 9.9, 23.1, .111, loss
POR, 116,.517,16.3,28.3,.270, win
BRK, 99, .549, 14.9, 17.6, .110, loss
TOR, 104,.538,15.2,34.3,.256, win
ATL, 91, .525, 15.7, 9.3, .088, win
UTA, 84,.390,17.2,28.8,.198, loss
MEM, 96, .423, 16.3, 34.0, .298, loss
BOS, 116,.557,11.8,17.9,.218, win
NOP, 113, .529, 10.2, 13.3, .271, loss
CHO, 122,.555,4.8,9.8,.378, win
DET, 102, .500, 10.1, 31.3, .200, win
DAL, 96,.506,8.1,16.3,.105, loss
UTA, 94, .456, 16.3, 31.8, .278, loss
GSW, 115,.649,14.5,24.3,.071, win
MIA, 108, .563, 14.5, 31.3, .225, loss
MIL, 114,.550,11.9,29.3,.325, win
LAC, 108, .580, 9.9, 4.5, .173, loss
OKC, 120,.577,13.9,27.0,.165, win
HOU, 118, .506, 11.1, 39.5, .360, win
PHI, 104,.477,15.2,36.4,.256, loss
NYK, 128, .659, 9.8, 20.0, .244, win
PHO, 97,.489,10.3,21.7,.112, loss
CLE, 120, .506, 11.0, 31.3, .322, win
SAC, 111,.524,8.4,12.2,.274, loss
PHO, 98, .404, 11.9, 29.6, .292, loss
DEN, 116,.555,10.0,23.4,.165, win
CLE, 120, .624, 7.9, 23.1, .165, win
LAL, 108,.569,10.1,12.1,.213, loss
CHI, 101, .517, 18.6, 26.2, .140, loss
SAS, 109,.505,7.3,18.8,.161, win
ATL, 96, .470, 10.5, 14.0, .232, loss
TOR, 104,.506,12.1,28.9,.256, win
HOU, 102, .483, 14.7, 32.6, .193, win
BOS, 98,.418,11.9,28.6,.242, loss
MIA, 118, .571, 7.4, 22.0, .154, win
CHI, 96,.519,17.0,17.1,.148, loss
DET, 103, .533, 12.0, 9.7, .289, loss
CHO, 118,.566,9.5,23.1,.289, win
POR, 112, .541, 7.7, 14.9, .221, loss
GSW, 128,.551,7.0,33.3,.337, win
NYK, 94, .434, 13.0, 29.2, .265, loss
LAC, 101,.524,12.4,22.7,.141, win
NOP, 114, .474, 13.3, 27.3, .240, loss
MEM, 121,.521,8.3,18.9,.219, win
MIN, 99, .471, 11.2, 13.6, .209, win
OKC, 96,.464,20.2,34.0,.214, loss
BRK, 89, .408, 11.0, 22.4, .207, loss
PHI, 95,.506,15.0,26.8,.119, win
ORL, 107, .544, 16.8, 32.4, .266, win
SAC, 100,.443,14.7,23.5,.250, loss
WAS, 93, .481, 13.5, 13.6, .200, loss
UTA, 114,.634,17.7,14.8,.433, win
MEM, 83, .379, 13.7, 33.9, .116, loss
ATL, 95,.494,10.7,17.4,.143, win
HOU, 109, .489, 7.9, 29.2, .194, loss
CHO, 125,.631,10.4,27.8,.159, win
IND, 112, .525, 13.0, 21.4, .333, win
DAL, 105,.529,12.3,17.5,.176, loss
WAS, 100, .459, 16.1, 25.5, .244, loss
DEN, 116,.575,18.5,26.5,.300, win
PHO, 116, .549, 10.6, 20.5, .163, loss
GSW, 123,.565,7.5,15.6,.333, win
NOP, 92, .427, 14.0, 22.9, .180, loss
MIL, 103,.519,13.3,12.2,.235, win
DET, 125, .588, 11.4, 28.6, .198, win
PHI, 111,.524,11.1,13.0,.274, loss
ORL, 84, .412, 13.2, 20.8, .099, loss
POR, 121,.661,14.4,24.3,.119, win
OKC, 85, .395, 17.1, 36.7, .259, loss
SAS, 93,.424,10.3,25.5,.247, win
MIA, 104, .423, 10.6, 31.4, .214, loss
TOR, 112,.476,11.4,18.4,.381, win
IND, 75, .408, 15.1, 14.6, .046, loss
ATL, 104,.559,14.4,22.5,.106, win
MIL, 109, .539, 8.4, 34.9, .146, win
BRK, 100,.643,20.9,10.3,.143, loss
CLE, 114, .595, 7.9, 23.7, .167, win
LAC, 90,.468,10.3,11.1,.203, loss
NYK, 90, .473, 10.3, 12.5, .253, win
LAL, 87,.418,8.7,20.0,.188, loss
UTA, 108, .549, 14.9, 28.2, .220, win
SAC, 99,.525,10.0,18.2,.173, loss
DAL, 107, .534, 12.9, 15.4, .161, win
CHO, 96,.487,14.2,16.3,.289, loss
NOP, 107, .414, 6.9, 30.9, .323, loss
GSW, 125,.654,16.5,25.8,.235, win
MEM, 81, .317, 14.4, 38.4, .168, loss
HOU, 130,.635,11.5,21.1,.259, win
DEN, 119, .565, 10.5, 32.5, .151, loss
MIA, 124,.646,13.3,18.2,.278, win
POR, 94, .379, 9.7, 25.0, .275, loss
OKC, 128,.645,12.1,28.6,.253, win
MIN, 104, .464, 14.1, 13.6, .310, loss
PHO, 107,.479,18.1,38.8,.168, win
CHI, 109, .548, 8.0, 20.0, .217, win
TOR, 107,.482,4.9,25.0,.325, loss
CLE, 85, .455, 8.0, 28.9, .057, loss
UTA, 94,.577,13.5,23.5,.169, win
DET, 81, .424, 18.4, 23.9, .177, loss
WAS, 124,.611,9.3,15.2,.156, win
PHI, 114, .528, 14.6, 19.1, .239, loss
BRK, 131,.578,10.4,35.9,.300, win
BOS, 98, .426, 11.1, 33.3, .191, loss
IND, 103,.494,11.9,25.0,.238, win
SAC, 106, .506, 14.6, 11.4, .329, win
LAL, 98,.470,18.7,21.7,.226, loss
TOR, 107, .554, 9.0, 32.5, .181, win
MIL, 89,.455,7.3,22.2,.247, loss
DEN, 110, .556, 15.0, 19.4, .263, loss
ORL, 116,.593,12.4,16.7,.247, win
LAC, 87, .522, 14.2, 14.3, .217, loss
SAS, 108,.585,10.1,35.3,.146, win
OKC, 130, .552, 8.4, 38.1, .250, win
BOS, 109,.457,9.5,30.2,.258, loss
ORL, 99, .488, 8.0, 4.3, .217, loss
CHO, 107,.455,6.8,28.3,.160, win
DAL, 98, .513, 10.3, 10.3, .215, loss
CLE, 99,.500,14.6,31.7,.125, win
ATL, 118, .506, 10.3, 17.0, .315, win
DET, 114,.512,11.4,19.1,.333, loss
NYK, 85, .434, 8.6, 20.8, .066, loss
GSW, 121,.604,11.1,30.8,.121, win
LAC, 122, .645, 10.0, 21.2, .316, win
HOU, 106,.543,13.9,33.3,.207, loss
MIN, 114, .634, 13.3, 22.6, .338, win
MEM, 108,.460,8.4,50.9,.160, loss
NOP, 123, .611, 7.6, 18.4, .144, win
SAC, 108,.517,10.1,18.6,.167, loss
CHI, 96, .437, 15.6, 19.1, .230, loss
WAS, 117,.563,13.2,22.5,.205, win
DEN, 98, .483, 12.9, 21.4, .161, loss
ATL, 116,.575,11.5,18.9,.300, win
BRK, 102, .500, 8.7, 26.1, .186, loss
CHI, 118,.548,8.2,37.2,.160, win
TOR, 101, .403, 11.8, 27.8, .341, win
IND, 94,.429,12.2,17.6,.176, loss
CHO, 109, .541, 7.7, 21.4, .186, win
MIA, 106,.580,14.9,16.7,.253, loss
MEM, 86, .386, 13.1, 34.0, .163, loss
MIL, 96,.527,12.2,23.7,.227, win
WAS, 99, .478, 18.3, 27.3, .144, win
PHI, 94,.418,9.7,14.3,.198, loss
POR, 110, .494, 11.3, 29.8, .247, loss
SAS, 118,.570,6.8,10.3,.233, win
PHO, 69, .378, 19.2, 19.2, .085, loss
UTA, 103,.551,14.8,21.4,.068, win
GSW, 130, .621, 10.6, 12.5, .126, win
DAL, 112,.489,10.5,22.9,.226, loss
SAC, 108, .532, 10.7, 17.5, .304, loss
DET, 115,.543,13.1,36.4,.163, win
MIN, 111, .541, 11.2, 27.5, .224, loss
HOU, 116,.629,15.7,35.1,.106, win
PHO, 95, .404, 9.9, 30.9, .258, win
LAL, 90,.395,11.0,23.1,.256, loss
POR, 117, .519, 11.2, 16.2, .462, win
NOP, 112,.542,6.8,7.1,.265, loss
CLE, 109, .586, 17.8, 25.0, .263, win
ORL, 103,.518,12.4,22.0,.220, loss
OKC, 111, .545, 17.1, 38.1, .157, win
PHI, 97,.449,7.3,17.5,.191, loss
BOS, 91, .494, 14.7, 17.5, .122, loss
TOR, 105,.565,12.0,18.9,.234, win
HOU, 97, .423, 14.8, 32.6, .310, loss
ATL, 109,.580,14.6,20.0,.080, win
UTA, 85, .453, 9.9, 32.6, .081, loss
CHI, 92,.525,11.5,30.6,.100, win
DEN, 101, .489, 11.8, 31.8, .184, win
CHO, 93,.476,10.7,17.8,.169, loss
BRK, 103, .556, 9.2, 16.7, .175, loss
DET, 115,.543,5.5,30.6,.138, win
OKC, 115, .588, 16.4, 25.7, .263, win
IND, 111,.536,11.1,18.2,.265, loss
LAC, 102, .561, 14.4, 13.3, .424, loss
MEM, 113,.512,11.7,40.9,.354, win
CLE, 101, .592, 14.6, 9.4, .145, loss
MIA, 122,.613,10.5,36.1,.226, win
GSW, 79, .433, 10.4, 15.2, .098, loss
SAS, 87,.462,16.5,31.8,.192, win
NYK, 89, .457, 16.1, 20.9, .185, loss
WAS, 99,.494,7.8,19.5,.149, win
POR, 120, .490, 10.7, 34.4, .173, loss
DAL, 132,.635,13.9,21.1,.213, win
UTA, 94, .488, 16.0, 39.0, .157, win
MIL, 85,.546,15.2,6.7,.215, loss
LAC, 105, .463, 10.7, 13.7, .354, loss
NOP, 109,.542,20.6,26.3,.451, win
SAC, 88, .438, 10.5, 25.0, .125, win
NYK, 80,.374,12.5,33.9,.132, loss
BOS, 120, .543, 11.2, 33.3, .191, win
PHI, 105,.467,9.6,23.5,.207, loss
ORL, 100, .530, 11.7, 18.4, .145, loss
TOR, 105,.469,9.0,29.8,.358, win
WAS, 117, .577, 8.3, 22.5, .132, win
ATL, 102,.571,14.1,5.4,.167, loss
ORL, 96, .446, 9.8, 27.5, .140, loss
BOS, 107,.512,12.8,22.5,.235, win
SAC, 102, .506, 16.7, 32.6, .148, loss
CHI, 109,.516,8.2,23.4,.165, win
SAS, 88, .453, 14.9, 20.0, .116, loss
CHO, 91,.448,12.8,20.8,.149, win
DEN, 91, .444, 14.8, 22.2, .235, loss
CLE, 124,.645,11.4,24.2,.151, win
MIL, 91, .572, 14.1, 14.7, .053, loss
DET, 92,.465,11.5,22.2,.153, win
PHI, 75, .413, 14.8, 20.8, .113, loss
IND, 91,.494,12.2,17.1,.136, win
GSW, 109, .540, 14.1, 32.5, .172, win
MIN, 104,.482,13.6,24.4,.305, loss
MEM, 103, .478, 11.7, 21.7, .189, win
PHO, 97,.467,15.7,20.5,.342, loss
CHO, 105, .537, 8.1, 7.3, .207, win
BRK, 100,.514,15.7,15.4,.324, loss
MEM, 100, .525, 18.2, 31.0, .200, loss
LAL, 107,.545,18.6,35.5,.299, win
MIA, 113, .517, 10.7, 31.1, .250, win
NOP, 99,.431,10.7,22.0,.276, loss
HOU, 107, .505, 13.1, 28.3, .152, loss
OKC, 111,.495,11.1,27.7,.231, win
TOR, 79, .382, 10.1, 26.8, .124, loss
BOS, 91,.488,8.2,15.9,.163, win
NYK, 115, .598, 9.7, 33.3, .126, win
CHI, 107,.555,6.2,13.3,.195, loss
MIL, 104, .581, 13.9, 28.6, .138, loss
CLE, 113,.542,11.2,44.7,.277, win
PHI, 103, .473, 8.2, 17.0, .149, loss
DEN, 104,.474,14.6,15.9,.421, win
ORL, 102, .439, 5.3, 32.1, .163, loss
DET, 118,.606,14.2,25.0,.263, win
