Team, score,  Efg_pct, Turnover_PCT, orb_pct, ft_rate, class
MEM, 104, .483, 11.0, 23.9, .244, loss
NYK, 111,.566,11.4,17.1,.329, win
ATL, 104, .524, 11.2, 14.6, .176, win
PHI, 72,.381,18.8,8.9,.138, loss
MIN, 103, .579, 11.6, 25.9, .314, loss
SAC, 106,.512,11.9,27.5,.224, win
NOP, 79, .395, 8.9, 13.7, .128, loss
SAS, 98,.482,8.8,13.6,.217, win
MIL, 83, .414, 11.4, 19.2, .126, loss
DET, 98,.472,13.4,34.8,.170, win
DAL, 92, .436, 8.7, 25.5, .198, loss
HOU, 93,.488,15.9,23.1,.173, win
UTA, 75, .445, 18.6, 16.7, .137, loss
LAC, 88,.446,12.4,28.0,.169, win
WAS, 103, .471, 12.6, 18.2, .256, loss
MEM, 112,.528,12.3,25.6,.216, win
SAS, 106, .512, 13.8, 31.8, .268, win
MIA, 99,.506,11.6,16.7,.225, loss
LAL, 96, .443, 17.7, 23.9, .218, loss
OKC, 113,.521,15.6,25.0,.147, win
GSW, 106, .470, 13.3, 15.2, .337, win
PHO, 100,.456,9.8,23.4,.200, loss
SAC, 95, .547, 18.6, 18.8, .173, loss
ATL, 106,.487,11.5,34.7,.367, win
CHI, 118, .567, 16.4, 31.0, .191, win
BRK, 88,.370,12.5,26.2,.177, loss
PHO, 98, .446, 17.0, 20.4, .274, loss
LAC, 116,.538,14.2,12.8,.375, win
DEN, 102, .463, 7.7, 25.6, .333, loss
TOR, 105,.489,6.6,23.9,.216, win
HOU, 120, .572, 6.5, 24.4, .189, loss
CLE, 128,.614,10.2,36.4,.313, win
NYK, 89, .448, 10.6, 17.4, .140, loss
DET, 102,.506,9.2,22.2,.135, win
LAL, 108, .483, 16.0, 25.6, .247, loss
IND, 115,.529,13.1,25.0,.264, win
SAC, 96, .410, 12.9, 18.8, .258, loss
MIA, 108,.506,13.2,12.0,.244, win
MEM, 80, .387, 18.6, 16.7, .293, loss
MIN, 116,.628,19.2,29.4,.231, win
MIL, 117, .538, 13.0, 25.0, .209, win
NOP, 113,.494,11.5,19.1,.390, loss
ORL, 103, .484, 9.1, 25.5, .140, win
PHI, 101,.549,14.6,20.6,.148, loss
GSW, 127, .618, 13.9, 21.2, .191, win
POR, 104,.512,15.9,13.6,.186, loss
UTA, 106, .599, 10.6, 6.3, .197, win
SAS, 91,.474,9.6,9.8,.250, loss
LAL, 123, .583, 13.2, 28.9, .200, win
ATL, 116,.547,15.5,24.4,.271, loss
CHI, 100, .475, 16.7, 34.1, .284, loss
BOS, 107,.552,11.3,22.7,.126, win
DET, 101, .472, 11.8, 20.0, .205, loss
BRK, 109,.625,18.5,15.2,.184, win
PHI, 93, .465, 15.5, 18.6, .151, loss
CHO, 109,.576,14.2,23.7,.228, win
OKC, 85, .435, 18.5, 23.3, .143, win
LAC, 83,.431,15.2,16.0,.092, loss
NOP, 83, .438, 19.3, 11.4, .148, loss
MEM, 89,.394,14.2,25.5,.160, win
HOU, 118, .556, 15.8, 41.3, .213, win
NYK, 99,.482,14.3,16.7,.200, loss
POR, 115, .475, 11.3, 18.2, .188, loss
PHO, 118,.451,9.4,24.6,.243, win
DAL, 81, .474, 12.8, 15.0, .104, loss
UTA, 97,.532,11.9,18.9,.195, win
TOR, 113, .623, 12.9, 11.8, .221, win
WAS, 103,.604,19.5,18.2,.222, loss
BOS, 122, .536, 7.0, 22.2, .198, loss
CLE, 128,.571,7.4,19.4,.381, win
OKC, 96, .460, 13.9, 29.5, .184, loss
GSW, 122,.596,13.3,34.9,.180, win
IND, 107, .531, 18.4, 25.6, .259, loss
MIL, 125,.646,18.5,35.3,.232, win
DEN, 102, .519, 17.9, 19.4, .222, win
MIN, 99,.449,13.9,27.5,.227, loss
SAC, 94, .519, 13.8, 26.2, .138, loss
ORL, 102,.512,12.9,31.7,.190, win
CHO, 99, .477, 14.2, 15.2, .198, win
BRK, 95,.454,13.5,14.3,.184, loss
NYK, 117, .567, 4.8, 28.9, .180, win
CHI, 104,.488,11.1,34.1,.262, loss
POR, 105, .525, 13.3, 15.9, .263, win
DAL, 95,.470,11.6,16.7,.205, loss
GSW, 97, .483, 17.4, 20.5, .163, loss
LAL, 117,.516,13.3,34.0,.200, win
LAC, 99, .424, 10.0, 23.9, .318, win
MEM, 88,.423,16.1,26.5,.202, loss
PHO, 112, .473, 12.5, 24.5, .258, win
NOP, 111,.511,7.0,11.3,.160, loss
MIA, 87, .438, 12.1, 24.5, .114, loss
TOR, 96,.476,14.0,29.5,.190, win
SAS, 100, .482, 10.6, 21.4, .241, win
UTA, 86,.444,11.7,18.4,.188, loss
ATL, 92, .416, 15.4, 22.2, .277, loss
WAS, 95,.419,16.6,22.9,.350, win
HOU, 97, .506, 22.3, 27.9, .129, loss
ATL, 112,.576,16.6,29.5,.165, win
DEN, 86, .367, 13.5, 29.6, .181, loss
DET, 103,.518,12.2,22.0,.190, win
CHI, 94, .468, 15.1, 31.7, .253, loss
IND, 111,.605,10.8,22.9,.081, win
SAC, 91, .452, 13.2, 26.5, .179, loss
MIL, 117,.585,13.9,42.5,.256, win
MIN, 92, .417, 14.9, 36.2, .262, loss
OKC, 112,.564,11.1,31.4,.174, win
WAS, 86, .430, 9.7, 29.8, .140, loss
ORL, 88,.455,8.2,22.2,.218, win
CLE, 102, .484, 13.9, 21.6, .154, win
PHI, 101,.540,15.6,11.6,.080, loss
LAC, 116, .566, 7.6, 17.5, .143, win
SAS, 92,.473,15.0,17.1,.297, loss
DEN, 123, .589, 14.8, 24.3, .286, win
BOS, 107,.500,10.0,22.4,.189, loss
MIL, 75, .402, 23.6, 20.0, .110, loss
DAL, 86,.426,13.9,19.2,.125, win
PHO, 108, .473, 14.1, 22.4, .242, loss
LAL, 119,.511,15.3,34.1,.300, win
POR, 100, .549, 15.3, 13.5, .310, win
MEM, 94,.420,12.0,27.3,.321, loss
UTA, 114, .560, 10.0, 19.4, .400, win
NYK, 109,.554,11.6,27.0,.205, loss
SAC, 96, .468, 8.9, 30.2, .295, win
TOR, 91,.399,5.8,27.7,.286, loss
ORL, 80, .441, 13.8, 12.8, .059, loss
CHI, 112,.489,7.2,31.3,.281, win
IND, 100, .473, 15.2, 23.1, .117, loss
CHO, 122,.560,10.1,7.0,.333, win
NOP, 106, .531, 17.1, 28.2, .263, loss
GSW, 116,.589,13.6,23.8,.111, win
DET, 82, .390, 10.5, 20.0, .220, loss
LAC, 114,.625,10.5,6.7,.250, win
MIA, 85, .393, 11.4, 24.5, .226, loss
OKC, 97,.488,14.7,25.6,.165, win
UTA, 109, .571, 9.6, 23.3, .141, win
PHI, 84,.448,17.2,20.5,.195, loss
HOU, 114, .627, 17.2, 17.1, .190, win
WAS, 106,.468,11.2,34.0,.191, loss
MIN, 110, .489, 13.3, 28.3, .217, loss
BRK, 119,.632,18.6,16.1,.303, win
ATL, 110, .574, 17.2, 29.7, .210, win
CLE, 106,.429,5.2,25.0,.212, loss
DAL, 109, .585, 11.0, 21.6, .159, win
LAL, 97,.551,16.0,21.6,.141, loss
DEN, 107, .571, 20.6, 20.0, .386, loss
MEM, 108,.552,12.9,19.5,.151, win
PHO, 121, .541, 13.7, 34.9, .326, loss
POR, 124,.642,17.6,21.2,.247, win
NOP, 94, .482, 9.8, 17.1, .155, loss
SAC, 102,.531,10.0,13.2,.198, win
CHI, 107, .500, 11.5, 18.6, .176, loss
ATL, 115,.560,18.1,36.1,.265, win
UTA, 98, .512, 11.8, 23.8, .171, loss
CHO, 104,.512,7.8,12.2,.244, win
DAL, 95, .430, 6.6, 27.7, .244, loss
GSW, 116,.696,15.2,14.7,.176, win
PHI, 115, .558, 14.1, 21.7, .095, loss
IND, 122,.594,13.9,17.5,.167, win
POR, 80, .386, 12.9, 21.2, .136, loss
LAC, 111,.500,6.5,28.0,.276, win
BRK, 96, .487, 16.5, 14.6, .241, loss
NYK, 110,.533,12.3,21.4,.130, win
TOR, 112, .584, 10.6, 20.0, .181, win
OKC, 102,.500,17.8,28.2,.378, loss
MIN, 123, .592, 5.7, 27.0, .230, win
ORL, 107,.494,8.4,25.5,.271, loss
DET, 100, .410, 9.6, 18.8, .303, loss
PHO, 107,.500,14.9,23.8,.274, win
HOU, 101, .538, 17.8, 21.6, .218, win
SAS, 99,.435,9.3,21.3,.310, loss
BOS, 93, .494, 10.8, 16.7, .160, loss
WAS, 118,.554,9.8,44.2,.174, win
GSW, 125, .624, 13.8, 25.0, .224, win
DEN, 101,.473,15.1,32.7,.128, loss
CHI, 98, .449, 9.3, 27.3, .202, win
MIA, 95,.483,12.1,28.0,.114, loss
NOP, 112, .489, 9.0, 22.9, .281, win
MIL, 106,.473,9.7,23.4,.220, loss
LAL, 101, .574, 20.1, 11.1, .216, win
SAC, 91,.447,13.8,22.4,.176, loss
NYK, 87, .383, 19.8, 38.2, .160, loss
BOS, 115,.450,12.1,34.5,.378, win
TOR, 113, .511, 4.8, 17.0, .233, win
CHO, 111,.500,9.6,32.7,.194, loss
LAC, 110, .517, 9.0, 23.4, .244, win
OKC, 108,.523,14.2,20.9,.182, loss
UTA, 87, .451, 14.6, 25.5, .173, win
ORL, 74,.385,12.2,16.7,.179, loss
IND, 105, .472, 11.7, 8.9, .250, loss
PHI, 109,.483,16.0,26.5,.302, win
SAC, 120, .523, 12.7, 31.0, .318, loss
POR, 122,.599,10.1,16.7,.221, win
DET, 86, .454, 11.4, 20.5, .224, loss
SAS, 96,.500,8.2,23.3,.185, win
CLE, 105, .500, 13.3, 26.5, .221, win
WAS, 94,.454,13.6,22.7,.172, loss
PHI, 96, .500, 17.1, 21.3, .157, loss
ATL, 117,.574,13.7,34.1,.084, win
WAS, 95, .440, 10.8, 26.0, .165, loss
CHI, 106,.428,8.5,29.4,.237, win
DET, 106, .533, 8.6, 28.2, .111, win
DEN, 95,.482,14.0,35.0,.167, loss
SAS, 106, .572, 10.4, 6.3, .250, win
HOU, 100,.466,12.5,32.7,.191, loss
BOS, 105, .488, 12.1, 34.1, .338, win
IND, 99,.453,11.7,25.6,.244, loss
UTA, 102, .531, 9.2, 14.6, .198, win
MIA, 91,.500,8.2,9.3,.123, loss
MEM, 96, .487, 13.0, 9.1, .256, loss
MIL, 106,.581,12.5,14.7,.397, win
LAC, 119, .599, 13.2, 27.3, .368, win
MIN, 105,.494,11.7,31.3,.191, loss
LAL, 126, .638, 9.3, 25.0, .064, win
NOP, 99,.467,9.2,24.5,.167, loss
BRK, 122, .571, 14.9, 13.6, .310, win
PHO, 104,.411,9.4,25.8,.150, loss
NYK, 107, .490, 13.3, 34.0, .124, loss
TOR, 118,.512,9.9,25.6,.398, win
CHO, 93, .437, 4.7, 19.6, .105, loss
CLE, 100,.500,8.4,25.5,.087, win
PHO, 120, .556, 11.4, 18.6, .222, loss
GSW, 133,.609,13.7,21.1,.310, win
LAL, 99, .521, 16.8, 12.5, .352, loss
MIN, 125,.606,9.2,20.9,.350, win
ORL, 119, .599, 8.7, 21.1, .186, win
OKC, 117,.549,8.8,28.6,.174, loss
DEN, 105, .456, 14.8, 34.8, .242, loss
POR, 112,.434,5.8,24.6,.263, win
OKC, 88, .403, 13.3, 23.2, .193, loss
DET, 104,.495,8.3,9.5,.141, win
PHI, 88, .406, 11.0, 20.4, .167, loss
HOU, 115,.577,14.7,35.6,.110, win
ORL, 69, .351, 13.5, 17.6, .119, loss
IND, 88,.433,8.7,14.0,.111, win
BRK, 95, .506, 19.5, 20.9, .221, loss
LAC, 127,.611,10.0,24.3,.189, win
BOS, 105, .463, 8.8, 22.4, .179, loss
NOP, 106,.481,14.4,19.5,.380, win
DAL, 77, .411, 11.0, 22.9, .095, loss
NYK, 93,.494,16.5,32.6,.205, win
MIA, 90, .464, 12.2, 20.8, .143, loss
SAS, 94,.451,15.3,31.1,.244, win
MEM, 102, .526, 15.5, 37.8, .289, win
UTA, 96,.534,8.8,16.7,.247, loss
TOR, 117, .547, 7.1, 25.0, .125, loss
CLE, 121,.608,15.1,26.3,.241, win
BRK, 118, .515, 11.5, 18.0, .162, loss
LAL, 125,.495,9.0,26.9,.370, win
ATL, 93, .500, 17.7, 16.2, .163, win
MIA, 90,.444,19.5,37.0,.124, loss
CHO, 115, .606, 12.7, 12.1, .225, win
MIN, 108,.511,15.5,29.8,.191, loss
CHI, 113, .454, 8.3, 35.8, .245, win
POR, 88,.405,9.7,23.8,.116, loss
MIL, 100, .439, 11.7, 29.4, .143, loss
ATL, 107,.556,15.7,8.6,.375, win
DAL, 83, .458, 9.3, 11.1, .084, loss
BOS, 90,.480,18.1,32.5,.224, win
PHO, 104, .544, 14.8, 16.7, .228, loss
DEN, 120,.527,11.9,33.3,.237, win
CLE, 93, .471, 16.0, 23.9, .140, loss
IND, 103,.558,9.9,11.1,.081, win
MEM, 111, .579, 14.2, 24.3, .195, win
LAC, 107,.512,7.7,19.0,.296, loss
DET, 102, .541, 10.0, 19.5, .118, loss
NYK, 105,.500,8.2,37.3,.129, win
HOU, 103, .511, 14.0, 23.5, .098, loss
OKC, 105,.548,15.1,12.5,.155, win
NOP, 82, .409, 15.8, 19.6, .183, loss
ORL, 89,.443,11.1,25.0,.125, win
WAS, 102, .462, 9.7, 23.4, .198, loss
PHI, 109,.610,16.4,14.7,.195, win
SAS, 110, .551, 10.3, 20.0, .148, win
SAC, 105,.533,15.1,26.3,.316, loss
GSW, 127, .580, 10.8, 17.5, .299, win
TOR, 121,.512,12.3,31.7,.451, loss
POR, 109, .511, 10.8, 21.3, .189, loss
HOU, 126,.558,10.9,35.4,.211, win
MIL, 73, .371, 12.5, 22.2, .118, loss
MIA, 96,.438,6.2,32.1,.113, win
PHI, 86, .428, 14.1, 27.7, .181, loss
MIN, 110,.548,12.3,34.1,.214, win
CHI, 85, .394, 7.6, 26.9, .156, win
UTA, 77,.417,13.4,23.8,.154, loss
NYK, 112, .547, 12.1, 25.0, .209, loss
WAS, 119,.636,14.4,21.2,.198, win
GSW, 104, .539, 10.4, 20.0, .078, win
BOS, 88,.440,12.5,14.6,.181, loss
ATL, 96, .506, 14.9, 18.2, .131, loss
CHO, 100,.467,9.9,16.3,.178, win
DET, 81, .344, 6.4, 19.0, .183, loss
CLE, 104,.548,12.7,13.2,.157, win
MEM, 80, .461, 12.7, 16.7, .117, win
DAL, 64,.322,17.1,19.6,.233, loss
TOR, 113, .500, 10.0, 12.5, .202, win
DEN, 111,.494,15.9,19.1,.349, loss
PHO, 116, .521, 9.5, 41.9, .155, win
IND, 96,.480,16.9,26.3,.303, loss
SAS, 116, .628, 12.2, 9.1, .231, win
LAL, 107,.517,11.9,32.6,.195, loss
POR, 101, .443, 12.3, 26.5, .261, loss
NOP, 113,.604,8.1,2.8,.171, win
BRK, 105, .488, 14.3, 16.3, .289, loss
OKC, 124,.590,13.8,30.3,.213, win
LAC, 121, .612, 13.3, 15.2, .368, win
SAC, 115,.500,12.1,22.0,.337, loss
BOS, 94, .476, 8.2, 18.8, .195, win
DET, 92,.471,5.1,22.9,.128, loss
UTA, 102, .592, 12.6, 14.7, .158, loss
HOU, 111,.511,3.7,20.8,.160, win
CHI, 95, .487, 10.3, 35.7, .260, loss
LAC, 102,.539,13.8,32.4,.247, win
MIN, 71, .445, 17.8, 13.2, .219, loss
MEM, 93,.395,8.8,31.0,.434, win
GSW, 124, .516, 9.9, 36.7, .274, win
MIL, 121,.573,11.5,27.0,.213, loss
CHO, 116, .490, 11.4, 15.7, .216, loss
NOP, 121,.510,9.2,18.5,.214, win
DAL, 87, .422, 12.8, 11.1, .286, loss
ORL, 95,.487,17.8,25.6,.244, win
PHO, 105, .457, 12.3, 24.0, .228, loss
PHI, 120,.622,16.0,15.8,.151, win
MIA, 114, .582, 14.2, 40.9, .176, win
WAS, 111,.540,9.3,28.6,.182, loss
POR, 129, .665, 13.7, 24.2, .188, win
BRK, 109,.452,7.8,20.8,.269, loss
UTA, 91, .429, 9.5, 27.5, .212, loss
DEN, 105,.535,7.5,25.5,.151, win
CHI, 118, .563, 13.9, 37.2, .230, win
LAL, 110,.511,8.9,20.0,.161, loss
ATL, 94, .435, 11.7, 26.4, .235, loss
NYK, 104,.534,13.7,24.4,.114, win
IND, 115, .511, 17.7, 30.6, .270, win
OKC, 111,.485,15.5,29.4,.129, loss
TOR, 99, .453, 13.6, 32.7, .259, loss
SAC, 102,.512,12.4,11.1,.235, win
MEM, 105, .548, 9.9, 16.2, .155, win
CHO, 90,.473,10.3,19.0,.288, loss
HOU, 99, .513, 14.3, 30.8, .244, win
DET, 96,.454,12.5,26.1,.195, loss
GSW, 120, .517, 10.3, 26.1, .300, win
IND, 83,.350,9.2,23.8,.107, loss
TOR, 115, .550, 10.5, 10.0, .338, loss
LAC, 123,.595,13.1,17.6,.473, win
ORL, 89, .461, 21.5, 25.0, .234, loss
MIL, 93,.453,12.0,13.7,.174, win
BOS, 99, .524, 10.9, 14.6, .131, win
MIN, 93,.442,13.4,32.7,.198, loss
MIA, 94, .426, 11.5, 38.9, .216, loss
PHI, 101,.545,13.9,19.4,.205, win
DAL, 91, .527, 17.0, 24.4, .176, loss
SAS, 96,.520,13.1,21.1,.240, win
PHO, 101, .489, 17.7, 29.5, .132, loss
WAS, 106,.462,9.4,26.4,.242, win
NOP, 112, .587, 9.0, 12.8, .128, win
ATL, 94,.518,14.4,14.6,.071, loss
CHI, 107, .484, 5.5, 20.8, .158, loss
DEN, 110,.480,8.5,30.9,.140, win
OKC, 109, .549, 13.4, 27.5, .087, loss
LAL, 111,.590,15.9,17.1,.157, win
POR, 103, .477, 14.1, 25.0, .244, loss
NYK, 107,.516,11.6,23.3,.083, win
BOS, 111, .536, 11.4, 25.0, .061, win
BRK, 92,.453,16.6,18.8,.163, loss
SAS, 119, .587, 8.7, 20.0, .209, win
CHO, 114,.567,13.4,31.6,.146, loss
POR, 125, .594, 8.4, 22.0, .200, loss
CLE, 137,.650,8.9,23.7,.222, win
LAC, 124, .594, 8.4, 15.0, .271, win
DAL, 104,.518,14.8,21.3,.202, loss
MIA, 84, .407, 13.7, 15.2, .307, loss
DET, 107,.531,12.4,25.0,.259, win
LAL, 106, .473, 9.7, 14.3, .194, loss
GSW, 149,.727,9.0,16.7,.279, win
TOR, 115, .557, 12.6, 34.9, .193, win
HOU, 102,.577,23.8,32.4,.154, loss
ATL, 96, .453, 18.2, 36.2, .224, win
IND, 85,.446,16.6,15.2,.119, loss
MIN, 96, .401, 14.5, 16.3, .314, loss
NOP, 117,.596,15.4,10.8,.217, win
PHO, 92, .514, 17.1, 15.4, .233, win
ORL, 87,.401,9.8,22.4,.154, loss
MEM, 104, .434, 12.0, 15.8, .182, win
PHI, 99,.441,20.1,17.8,.183, loss
OKC, 101, .467, 8.8, 12.5, .395, loss
SAC, 116,.532,9.8,25.0,.170, win
DEN, 83, .369, 9.0, 23.0, .205, loss
UTA, 108,.544,13.1,10.3,.278, win
SAS, 109, .537, 14.8, 31.7, .272, win
BOS, 103,.527,9.5,20.0,.077, loss
DAL, 90, .451, 11.9, 22.4, .088, loss
CLE, 128,.624,12.8,24.3,.259, win
OKC, 132, .574, 10.8, 15.6, .242, win
DEN, 129,.535,12.4,28.3,.208, loss
LAC, 97, .527, 14.2, 15.4, .274, loss
DET, 108,.572,9.7,25.7,.056, win
BRK, 97, .525, 17.6, 19.1, .177, loss
IND, 118,.615,13.0,23.7,.126, win
GSW, 109, .584, 15.8, 11.4, .145, win
LAL, 85,.383,15.2,25.9,.178, loss
MIA, 90, .459, 7.9, 22.2, .141, win
MEM, 81,.378,15.6,32.0,.232, loss
TOR, 105, .549, 9.1, 26.2, .183, win
MIL, 99,.582,11.5,20.6,.089, loss
CHO, 111, .505, 11.0, 19.2, .183, loss
NYK, 113,.521,13.5,26.5,.124, win
WAS, 94, .489, 10.6, 16.7, .091, win
ORL, 91,.481,17.6,31.8,.175, loss
CHI, 105, .478, 10.6, 21.6, .211, win
PHI, 89,.455,17.8,16.7,.231, loss
MIN, 98, .441, 15.0, 23.4, .271, win
PHO, 85,.443,22.1,30.0,.190, loss
NOP, 104, .559, 13.6, 4.8, .250, loss
POR, 119,.530,9.3,27.3,.130, win
HOU, 117, .594, 13.0, 19.5, .188, win
SAC, 104,.544,13.6,10.5,.213, loss
ATL, 68, .361, 13.7, 11.5, .096, loss
UTA, 95,.500,15.4,20.9,.188, win
NYK, 102, .439, 7.0, 19.2, .163, loss
CHO, 107,.488,9.2,21.7,.363, win
MIN, 102, .517, 12.1, 19.5, .112, loss
GSW, 115,.623,16.9,33.3,.173, win
MEM, 110, .568, 6.4, 6.1, .370, win
MIA, 107,.562,8.9,20.0,.198, loss
DET, 88, .457, 8.2, 15.4, .159, loss
OKC, 106,.554,9.6,27.8,.169, win
SAS, 112, .593, 13.8, 17.6, .307, win
WAS, 100,.511,11.3,27.3,.114, loss
SAC, 122, .610, 12.0, 21.4, .198, win
BRK, 105,.529,13.9,20.0,.149, loss
NOP, 81, .422, 13.3, 22.2, .208, loss
DAL, 91,.481,12.3,25.6,.221, win
LAC, 70, .343, 19.6, 13.3, .314, loss
IND, 91,.462,12.0,27.7,.065, win
ATL, 94, .511, 11.5, 15.6, .045, loss
LAL, 109,.484,8.0,32.6,.179, win
MIL, 104, .523, 10.4, 21.7, .163, win
ORL, 96,.451,6.6,18.9,.141, loss
CLE, 112, .478, 7.9, 27.5, .261, win
PHI, 108,.549,14.2,28.9,.076, loss
DEN, 120, .511, 10.4, 21.3, .326, win
PHO, 114,.466,9.5,18.8,.348, loss
HOU, 130, .665, 10.4, 20.6, .256, win
POR, 114,.554,12.8,21.6,.265, loss
ATL, 100, .459, 15.4, 29.2, .244, loss
GSW, 105,.506,12.8,15.9,.224, win
CHO, 104, .494, 12.0, 20.9, .280, win
MEM, 85,.444,11.2,17.4,.067, loss
BOS, 112, .548, 8.7, 15.0, .253, win
MIA, 104,.513,12.1,17.1,.275, loss
UTA, 112, .532, 11.3, 29.3, .354, win
MIN, 103,.488,13.2,25.0,.296, loss
OKC, 112, .543, 12.3, 37.8, .130, win
NYK, 103,.429,4.6,25.0,.275, loss
PHI, 95, .500, 13.2, 26.1, .105, loss
TOR, 122,.630,11.7,23.5,.325, win
SAC, 95, .425, 16.1, 25.5, .172, loss
WAS, 101,.471,19.3,26.2,.247, win
LAC, 122, .482, 11.2, 19.3, .156, loss
BRK, 127,.495,9.8,13.2,.231, win
DET, 112, .554, 10.2, 20.5, .109, win
CHO, 89,.455,13.0,12.5,.231, loss
CLE, 101, .520, 17.7, 17.5, .307, loss
MIL, 118,.576,15.0,26.3,.221, win
LAL, 88, .454, 11.2, 18.0, .103, loss
NOP, 105,.477,7.5,25.5,.239, win
ORL, 95, .488, 12.5, 20.5, .128, win
SAS, 83,.401,17.1,24.4,.289, loss
HOU, 101, .467, 6.5, 30.0, .176, loss
UTA, 120,.655,8.5,17.9,.311, win
DET, 121, .603, 10.3, 35.1, .184, win
BOS, 114,.522,4.8,18.8,.209, loss
LAL, 96, .420, 18.8, 36.0, .346, win
CHI, 90,.374,11.9,25.0,.242, loss
SAS, 94, .542, 11.9, 19.4, .239, win
DAL, 87,.494,11.7,18.6,.143, loss
MIA, 106, .489, 5.4, 21.2, .161, win
DEN, 98,.456,15.8,27.5,.165, loss
NYK, 106, .522, 11.8, 29.3, .121, win
MIN, 104,.468,13.7,28.9,.416, loss
WAS, 115, .500, 9.1, 22.4, .173, loss
OKC, 126,.547,10.7,19.6,.232, win
ATL, 107, .556, 17.6, 20.0, .090, loss
PHO, 109,.506,13.0,28.3,.213, win
IND, 109, .542, 14.6, 13.3, .431, loss
POR, 131,.606,5.5,33.3,.181, win
MEM, 105, .512, 14.0, 27.3, .272, loss
TOR, 120,.667,17.7,35.7,.406, win
MIL, 111, .544, 16.3, 33.3, .300, win
BRK, 93,.449,15.0,26.1,.146, loss
DAL, 87, .424, 10.5, 20.5, .163, loss
CHO, 97,.507,10.2,11.1,.297, win
LAC, 113, .545, 9.9, 31.8, .180, win
CLE, 94,.471,17.3,15.4,.420, loss
HOU, 132, .509, 13.6, 26.8, .204, win
GSW, 127,.471,12.4,24.1,.279, loss
ORL, 94, .486, 16.2, 18.4, .297, loss
MEM, 95,.462,9.9,18.6,.278, win
MIA, 111, .558, 6.0, 33.3, .174, win
UTA, 110,.664,12.0,15.6,.178, loss
DET, 121, .635, 13.7, 29.7, .090, win
ATL, 85,.398,6.7,12.2,.170, loss
SAC, 92, .409, 12.4, 29.2, .227, loss
BOS, 97,.472,12.1,22.9,.159, win
CLE, 105, .602, 17.1, 15.4, .060, loss
CHI, 111,.505,10.4,37.2,.146, win
HOU, 128, .608, 10.0, 25.0, .239, win
DEN, 110,.486,12.6,43.6,.087, loss
LAC, 114, .568, 8.7, 28.6, .159, win
NOP, 96,.488,10.5,22.2,.153, loss
MIN, 114, .523, 12.4, 28.9, .250, loss
NYK, 118,.547,13.1,26.8,.279, win
ORL, 105, .558, 10.1, 18.4, .231, win
PHI, 88,.426,9.1,27.3,.074, loss
WAS, 105, .549, 16.8, 26.5, .198, loss
SAS, 107,.538,13.7,26.1,.263, win
LAL, 80, .376, 13.7, 33.9, .108, loss
TOR, 113,.614,10.1,20.6,.133, win
MIN, 125, .500, 8.0, 27.5, .179, win
CHO, 120,.505,11.1,26.0,.178, loss
CHI, 82, .472, 20.0, 27.5, .211, loss
DAL, 107,.534,9.5,28.9,.161, win
PHO, 109, .511, 12.3, 30.4, .176, loss
GSW, 138,.718,15.5,21.4,.333, win
LAL, 100, .475, 16.1, 32.6, .284, loss
MEM, 103,.523,10.4,31.8,.125, win
BRK, 103, .434, 11.7, 20.4, .264, loss
MIL, 112,.506,9.8,16.3,.306, win
BOS, 107, .553, 10.1, 16.7, .303, win
PHI, 106,.559,14.6,20.5,.276, loss
MIA, 92, .477, 12.3, 18.6, .116, loss
POR, 99,.455,7.4,24.0,.202, win
ATL, 84, .438, 16.0, 26.5, .080, loss
TOR, 128,.647,11.0,32.4,.098, win
DEN, 98, .524, 13.6, 17.5, .133, loss
UTA, 105,.506,9.1,18.9,.333, win
ORL, 98, .576, 10.5, 10.5, .089, win
DET, 92,.500,11.6,22.2,.070, loss
IND, 111, .525, 8.7, 12.5, .354, win
LAC, 102,.506,17.6,34.0,.247, loss
SAC, 98, .366, 9.0, 29.0, .278, loss
NYK, 106,.506,15.4,29.8,.193, win
NOP, 92, .398, 9.4, 20.0, .143, loss
OKC, 101,.494,13.0,22.0,.146, win
OKC, 102, .525, 17.1, 21.6, .225, win
ATL, 99,.487,16.5,16.7,.312, loss
WAS, 118, .565, 9.1, 17.8, .152, win
BRK, 113,.562,18.2,32.5,.272, loss
POR, 112, .532, 8.2, 22.2, .140, win
CHI, 110,.464,13.1,34.9,.398, loss
CHO, 109, .525, 11.6, 25.7, .329, win
DAL, 101,.489,6.7,17.0,.157, loss
IND, 106, .429, 12.2, 19.1, .388, loss
GSW, 142,.587,8.7,34.0,.192, win
BOS, 106, .480, 9.5, 20.4, .111, loss
HOU, 107,.526,15.1,17.9,.355, win
UTA, 107, .556, 11.5, 28.2, .225, win
LAL, 101,.477,9.3,34.9,.207, loss
SAS, 97, .473, 12.4, 25.0, .097, win
MIL, 96,.452,13.7,17.1,.411, loss
MEM, 110, .466, 11.0, 21.3, .125, win
NOP, 108,.444,9.2,11.1,.202, loss
DEN, 106, .526, 17.3, 23.8, .342, win
PHI, 98,.471,15.0,25.5,.198, loss
CLE, 116, .560, 12.7, 36.1, .262, win
TOR, 112,.506,6.5,22.2,.261, loss
CHI, 91, .453, 13.6, 20.5, .307, loss
DET, 102,.500,8.5,20.0,.159, win
PHI, 91, .476, 14.6, 18.0, .159, loss
MEM, 96,.395,11.4,25.0,.326, win
NYK, 114, .526, 8.7, 37.5, .112, win
MIA, 103,.489,9.0,31.4,.180, loss
