Team, Efg_pct, Turnover_PCT, orb_pct, ft_rate, opp_Team, opp_Efg_pct, opp_Turnover_PCT, opp_orb_pct, opp_ft_rate, class
DAL,  .472,  3.1,  19.1,  .159, DEN, .507, 21.1, 19.4, .243,  win
DEN, .507, 21.1, 19.4, .243, DAL,  .472,  3.1,  19.1,  .159,  loss
BOS,  .388,  13.7,  33.3,  .236, LAC, .589, 13.2, 22.5, .179,  loss
LAC, .589, 13.2, 22.5, .179, BOS,  .388,  13.7,  33.3,  .236,  win
SAS,  .549,  14.1,  27.8,  .306, MEM, .434, 13.0, 28.3, .181,  win
MEM, .434, 13.0, 28.3, .181, SAS,  .549,  14.1,  27.8,  .306,  loss
BRK,  .552,  19.1,  28.6,  .182, MIA, .601, 11.8, 21.2, .107,  loss
MIA, .601, 11.8, 21.2, .107, BRK,  .552,  19.1,  28.6,  .182,  win
PHO,  .577,  18.2,  18.9,  .226, MIN, .549, 15.4, 27.5, .395,  loss
MIN, .549, 15.4, 27.5, .395, PHO,  .577,  18.2,  18.9,  .226,  win
NYK,  .461,  12.9,  12.8,  .101, NOP, .480, 12.5, 14.3, .360,  loss
NOP, .480, 12.5, 14.3, .360, NYK,  .461,  12.9,  12.8,  .101,  win
SAC,  .455,  12.6,  22.9,  .135, POR, .563, 17.8, 13.5, .188,  loss
POR, .563, 17.8, 13.5, .188, SAC,  .455,  12.6,  22.9,  .135,  win
OKC,  .541,  9.1,  30.0,  .302, TOR, .452, 8.0, 22.6, .172,  win
TOR, .452, 8.0, 22.6, .172, OKC,  .541,  9.1,  30.0,  .302,  loss
LAL,  .347,  8.7,  13.7,  .188, UTA, .612, 6.7, 30.2, .157,  loss
UTA, .612, 6.7, 30.2, .157, LAL,  .347,  8.7,  13.7,  .188,  win
HOU,  .538,  12.6,  33.3,  .266, CLE, .442, 10.1, 19.6, .279,  win
CLE, .442, 10.1, 19.6, .279, HOU,  .538,  12.6,  33.3,  .266,  loss
OKC,  .415,  17.2,  27.5,  .171, DET, .402, 14.3, 34.0, .207,  loss
DET, .402, 14.3, 34.0, .207, OKC,  .415,  17.2,  27.5,  .171,  win
WAS,  .448,  14.8,  12.7,  .198, GSW, .500, 14.1, 14.6, .172,  loss
GSW, .500, 14.1, 14.6, .172, WAS,  .448,  14.8,  12.7,  .198,  win
CHI,  .483,  13.8,  27.9,  .161, IND, .450, 10.1, 31.0, .167,  win
IND, .450, 10.1, 31.0, .167, CHI,  .483,  13.8,  27.9,  .161,  loss
BRK,  .500,  15.8,  31.8,  .329, ORL, .692, 9.1, 16.7, .143,  loss
ORL, .692, 9.1, 16.7, .143, BRK,  .500,  15.8,  31.8,  .329,  win
CHO,  .477,  13.6,  20.0,  .195, PHI, .396, 9.1, 14.1, .094,  win
PHI, .396, 9.1, 14.1, .094, CHO,  .477,  13.6,  20.0,  .195,  loss
NYK,  .474,  19.1,  24.3,  .208, DAL, .459, 14.0, 29.2, .153,  loss
DAL, .459, 14.0, 29.2, .153, NYK,  .474,  19.1,  24.3,  .208,  win
MIA,  .494,  14.9,  31.8,  .174, LAL, .392, 7.3, 31.7, .216,  loss
LAL, .392, 7.3, 31.7, .216, MIA,  .494,  14.9,  31.8,  .174,  win
DEN,  .571,  13.7,  29.7,  .256, MEM, .463, 8.6, 39.2, .179,  win
MEM, .463, 8.6, 39.2, .179, DEN,  .571,  13.7,  29.7,  .256,  loss
PHO,  .482,  19.4,  34.1,  .155, MIL, .519, 12.4, 20.9, .325,  loss
MIL, .519, 12.4, 20.9, .325, PHO,  .482,  19.4,  34.1,  .155,  win
LAC,  .494,  7.1,  15.2,  .190, MIN, .391, 14.5, 29.2, .126,  win
MIN, .391, 14.5, 29.2, .126, LAC,  .494,  7.1,  15.2,  .190,  loss
WAS,  .534,  17.0,  22.7,  .180, SAC, .607, 14.4, 15.8, .214,  loss
SAC, .607, 14.4, 15.8, .214, WAS,  .534,  17.0,  22.7,  .180,  win
NOP,  .500,  16.2,  25.6,  .150, SAS, .560, 12.4, 15.4, .213,  loss
SAS, .560, 12.4, 15.4, .213, NOP,  .500,  16.2,  25.6,  .150,  win
ATL,  .530,  16.9,  23.4,  .108, TOR, .519, 10.6, 19.5, .275,  loss
TOR, .519, 10.6, 19.5, .275, ATL,  .530,  16.9,  23.4,  .108,  win
GSW,  .506,  15.7,  19.1,  .146, UTA, .451, 12.5, 30.2, .141,  win
UTA, .451, 12.5, 30.2, .141, GSW,  .506,  15.7,  19.1,  .146,  loss
BRK,  .394,  14.1,  24.1,  .138, CLE, .506, 14.8, 17.6, .218,  loss
CLE, .506, 14.8, 17.6, .218, BRK,  .394,  14.1,  24.1,  .138,  win
CHI,  .552,  14.8,  13.5,  .234, HOU, .450, 8.3, 26.0, .211,  win
HOU, .450, 8.3, 26.0, .211, CHI,  .552,  14.8,  13.5,  .234,  loss
ORL,  .561,  11.7,  28.9,  .144, IND, .459, 16.6, 35.4, .174,  win
IND, .459, 16.6, 35.4, .174, ORL,  .561,  11.7,  28.9,  .144,  loss
DEN,  .494,  12.6,  17.8,  .157, NOP, .517, 14.6, 30.4, .089,  loss
NOP, .517, 14.6, 30.4, .089, DEN,  .494,  12.6,  17.8,  .157,  win
LAC,  .658,  12.3,  14.7,  .224, OKC, .575, 12.5, 44.7, .218,  loss
OKC, .575, 12.5, 44.7, .218, LAC,  .658,  12.3,  14.7,  .224,  win
BOS,  .472,  12.7,  31.4,  .295, POR, .533, 12.8, 31.9, .222,  loss
POR, .533, 12.8, 31.9, .222, BOS,  .472,  12.7,  31.4,  .295,  win
CLE,  .459,  9.7,  20.4,  .204, ATL, .447, 12.4, 9.8, .242,  win
ATL, .447, 12.4, 9.8, .242, CLE,  .459,  9.7,  20.4,  .204,  loss
PHI,  .422,  8.3,  16.1,  .167, CHO, .470, 10.3, 17.0, .250,  loss
CHO, .470, 10.3, 17.0, .250, PHI,  .422,  8.3,  16.1,  .167,  win
DAL,  .506,  9.9,  18.6,  .141, DET, .463, 10.7, 23.1, .173,  win
DET, .463, 10.7, 23.1, .173, DAL,  .506,  9.9,  18.6,  .141,  loss
BOS,  .517,  12.3,  25.0,  .218, GSW, .578, 19.9, 19.5, .120,  win
GSW, .578, 19.9, 19.5, .120, BOS,  .517,  12.3,  25.0,  .218,  loss
TOR,  .507,  17.7,  31.4,  .380, MEM, .445, 12.4, 37.5, .154,  win
MEM, .445, 12.4, 37.5, .154, TOR,  .507,  17.7,  31.4,  .380,  loss
ORL,  .581,  18.0,  11.4,  .116, MIL, .570, 14.2, 21.4, .174,  loss
MIL, .570, 14.2, 21.4, .174, ORL,  .581,  18.0,  11.4,  .116,  win
BRK,  .376,  9.1,  33.9,  .149, NYK, .583, 16.3, 17.9, .083,  loss
NYK, .583, 16.3, 17.9, .083, BRK,  .376,  9.1,  33.9,  .149,  win
WAS,  .500,  11.0,  18.8,  .233, PHO, .425, 13.3, 32.7, .215,  win
PHO, .425, 13.3, 32.7, .215, WAS,  .500,  11.0,  18.8,  .233,  loss
MIA,  .585,  16.7,  21.9,  .195, SAC, .477, 11.5, 34.0, .264,  win
SAC, .477, 11.5, 34.0, .264, MIA,  .585,  16.7,  21.9,  .195,  loss
MIN,  .500,  15.2,  23.8,  .076, UTA, .583, 15.4, 31.4, .194,  loss
UTA, .583, 15.4, 31.4, .194, MIN,  .500,  15.2,  23.8,  .076,  win
DET,  .487,  9.9,  16.3,  .263, CHI, .438, 10.4, 22.4, .148,  win
CHI, .438, 10.4, 22.4, .148, DET,  .487,  9.9,  16.3,  .263,  loss
SAC,  .511,  6.4,  23.9,  .284, DEN, .484, 8.9, 28.8, .185,  win
DEN, .484, 8.9, 28.8, .185, SAC,  .511,  6.4,  23.9,  .284,  loss
IND,  .571,  12.1,  16.7,  .226, PHI, .506, 14.5, 16.0, .217,  win
PHI, .506, 14.5, 16.0, .217, IND,  .571,  12.1,  16.7,  .226,  loss
MIA,  .420,  11.5,  24.5,  .216, POR, .582, 14.4, 21.1, .228,  loss
POR, .582, 14.4, 21.1, .228, MIA,  .420,  11.5,  24.5,  .216,  win
TOR,  .538,  13.3,  15.8,  .113, SAS, .487, 13.4, 36.6, .351,  loss
SAS, .487, 13.4, 36.6, .351, TOR,  .538,  13.3,  15.8,  .113,  win
NOP,  .605,  12.2,  14.7,  .184, BRK, .435, 17.5, 43.8, .153,  win
BRK, .435, 17.5, 43.8, .153, NOP,  .605,  12.2,  14.7,  .184,  loss
CHO,  .507,  14.6,  26.2,  .342, CLE, .639, 16.1, 38.5, .072,  loss
CLE, .639, 16.1, 38.5, .072, CHO,  .507,  14.6,  26.2,  .342,  win
POR,  .500,  11.6,  25.6,  .306, GSW, .670, 10.9, 29.7, .205,  loss
GSW, .670, 10.9, 29.7, .205, POR,  .500,  11.6,  25.6,  .306,  win
OKC,  .506,  16.5,  39.5,  .329, HOU, .466, 7.4, 38.6, .225,  loss
HOU, .466, 7.4, 38.6, .225, OKC,  .506,  16.5,  39.5,  .329,  win
WAS,  .516,  11.9,  33.3,  .128, LAC, .553, 10.0, 22.7, .235,  loss
LAC, .553, 10.0, 22.7, .235, WAS,  .516,  11.9,  33.3,  .128,  win
BOS,  .495,  10.6,  20.0,  .187, LAL, .444, 9.7, 21.2, .222,  win
LAL, .444, 9.7, 21.2, .222, BOS,  .495,  10.6,  20.0,  .187,  loss
CHI,  .574,  11.6,  17.1,  .230, MIL, .482, 13.0, 34.9, .188,  win
MIL, .482, 13.0, 34.9, .188, CHI,  .574,  11.6,  17.1,  .230,  loss
DAL,  .470,  10.0,  30.0,  .120, MIN, .437, 16.9, 17.1, .225,  win
MIN, .437, 16.9, 17.1, .225, DAL,  .470,  10.0,  30.0,  .120,  loss
IND,  .463,  15.1,  17.5,  .210, NYK, .380, 8.7, 28.1, .146,  win
NYK, .380, 8.7, 28.1, .146, IND,  .463,  15.1,  17.5,  .210,  loss
MEM,  .506,  12.2,  28.6,  .191, ORL, .533, 8.9, 27.7, .256,  loss
ORL, .533, 8.9, 27.7, .256, MEM,  .506,  12.2,  28.6,  .191,  win
UTA,  .543,  10.2,  10.8,  .160, PHO, .474, 19.6, 29.3, .154,  win
PHO, .474, 19.6, 29.3, .154, UTA,  .543,  10.2,  10.8,  .160,  loss
PHO,  .444,  20.3,  22.9,  .222, ATL, .468, 13.4, 24.5, .147,  loss
ATL, .468, 13.4, 24.5, .147, PHO,  .444,  20.3,  22.9,  .222,  win
OKC,  .615,  14.8,  31.7,  .195, DEN, .477, 11.5, 19.2, .205,  win
DEN, .477, 11.5, 19.2, .205, OKC,  .615,  14.8,  31.7,  .195,  loss
MIN,  .558,  14.3,  14.0,  .326, GSW, .561, 18.5, 20.9, .071,  win
GSW, .561, 18.5, 20.9, .071, MIN,  .558,  14.3,  14.0,  .326,  loss
LAL,  .349,  13.8,  25.9,  .277, LAC, .558, 12.7, 17.1, .205,  loss
LAC, .558, 12.7, 17.1, .205, LAL,  .349,  13.8,  25.9,  .277,  win
CHI,  .513,  19.0,  30.2,  .169, MEM, .489, 10.1, 29.3, .264,  loss
MEM, .489, 10.1, 29.3, .264, CHI,  .513,  19.0,  30.2,  .169,  win
DET,  .431,  12.5,  26.1,  .250, MIA, .577, 9.1, 18.4, .119,  loss
MIA, .577, 9.1, 18.4, .119, DET,  .431,  12.5,  26.1,  .250,  win
CLE,  .667,  16.8,  6.5,  .120, MIL, .420, 9.7, 23.5, .068,  win
MIL, .420, 9.7, 23.5, .068, CLE,  .667,  16.8,  6.5,  .120,  loss
NOP,  .494,  16.0,  31.8,  .146, PHI, .528, 7.7, 23.9, .159,  loss
PHI, .528, 7.7, 23.9, .159, NOP,  .494,  16.0,  31.8,  .146,  win
POR,  .495,  11.8,  38.0,  .247, SAC, .596, 17.9, 9.1, .179,  win
SAC, .596, 17.9, 9.1, .179, POR,  .495,  11.8,  38.0,  .247,  loss
CHO,  .426,  5.8,  21.6,  .170, TOR, .474, 10.7, 17.9, .282,  loss
TOR, .474, 10.7, 17.9, .282, CHO,  .426,  5.8,  21.6,  .170,  win
SAS,  .493,  9.1,  10.3,  .236, UTA, .507, 17.2, 15.2, .250,  win
UTA, .507, 17.2, 15.2, .250, SAS,  .493,  9.1,  10.3,  .236,  loss
NOP,  .494,  20.0,  19.5,  .256, BOS, .471, 8.3, 16.3, .253,  loss
BOS, .471, 8.3, 16.3, .253, NOP,  .494,  20.0,  19.5,  .256,  win
HOU,  .474,  14.9,  30.8,  .154, DAL, .475, 12.2, 31.0, .150,  loss
DAL, .475, 12.2, 31.0, .150, HOU,  .474,  14.9,  30.8,  .154,  win
CLE,  .527,  10.1,  19.4,  .419, IND, .663, 13.5, 25.7, .213,  loss
IND, .663, 13.5, 25.7, .213, CLE,  .527,  10.1,  19.4,  .419,  win
LAC,  .488,  10.1,  23.3,  .120, LAL, .378, 11.0, 29.1, .144,  win
LAL, .378, 11.0, 29.1, .144, LAC,  .488,  10.1,  23.3,  .120,  loss
CHO,  .533,  7.6,  25.0,  .167, NYK, .538, 17.5, 27.0, .167,  win
NYK, .538, 17.5, 27.0, .167, CHO,  .533,  7.6,  25.0,  .167,  loss
DET,  .517,  10.7,  25.0,  .221, ORL, .500, 12.5, 27.3, .156,  win
ORL, .500, 12.5, 27.3, .156, DET,  .517,  10.7,  25.0,  .221,  loss
OKC,  .522,  14.0,  38.8,  .220, POR, .601, 13.7, 22.5, .226,  loss
POR, .601, 13.7, 22.5, .226, OKC,  .522,  14.0,  38.8,  .220,  win
BRK,  .462,  8.9,  22.9,  .196, WAS, .547, 9.6, 37.2, .179,  loss
WAS, .547, 9.6, 37.2, .179, BRK,  .462,  8.9,  22.9,  .196,  win
TOR,  .429,  10.6,  18.2,  .179, ATL, .513, 13.2, 11.6, .224,  loss
ATL, .513, 13.2, 11.6, .224, TOR,  .429,  10.6,  18.2,  .179,  win
SAS,  .531,  11.8,  12.2,  .200, GSW, .614, 14.6, 20.6, .120,  loss
GSW, .614, 14.6, 20.6, .120, SAS,  .531,  11.8,  12.2,  .200,  win
PHO,  .532,  15.1,  48.8,  .255, HOU, .662, 17.3, 15.6, .230,  win
HOU, .662, 17.3, 15.6, .230, PHO,  .532,  15.1,  48.8,  .255,  loss
CHI,  .468,  11.7,  27.3,  .321, MIA, .500, 9.1, 34.1, .152,  loss
MIA, .500, 9.1, 34.1, .152, CHI,  .468,  11.7,  27.3,  .321,  win
MIN,  .519,  13.8,  30.2,  .275, SAC, .459, 16.8, 36.2, .224,  win
SAC, .459, 16.8, 36.2, .224, MIN,  .519,  13.8,  30.2,  .275,  loss
MIL,  .530,  16.4,  18.9,  .238, BOS, .603, 12.9, 11.4, .385,  loss
BOS, .603, 12.9, 11.4, .385, MIL,  .530,  16.4,  18.9,  .238,  win
BRK,  .478,  12.2,  33.3,  .120, CHO, .578, 11.6, 25.6, .205,  loss
CHO, .578, 11.6, 25.6, .205, BRK,  .478,  12.2,  33.3,  .120,  win
MEM,  .443,  13.4,  31.9,  .184, DAL, .600, 18.1, 18.2, .517,  loss
DAL, .600, 18.1, 18.2, .517, MEM,  .443,  13.4,  31.9,  .184,  win
SAS,  .441,  9.3,  17.0,  .271, DEN, .500, 10.4, 17.8, .186,  loss
DEN, .500, 10.4, 17.8, .186, SAS,  .441,  9.3,  17.0,  .271,  win
WAS,  .477,  11.1,  22.9,  .198, DET, .558, 11.8, 21.9, .338,  loss
DET, .558, 11.8, 21.9, .338, WAS,  .477,  11.1,  22.9,  .198,  win
LAL,  .488,  12.3,  22.7,  .284, NOP, .595, 15.3, 27.3, .203,  loss
NOP, .595, 15.3, 27.3, .203, LAL,  .488,  12.3,  22.7,  .284,  win
MIA,  .490,  9.9,  42.6,  .110, ORL, .555, 9.6, 16.7, .256,  loss
ORL, .555, 9.6, 16.7, .256, MIA,  .490,  9.9,  42.6,  .110,  win
NYK,  .495,  8.0,  27.9,  .209, PHI, .429, 7.8, 24.2, .264,  win
PHI, .429, 7.8, 24.2, .264, NYK,  .495,  8.0,  27.9,  .209,  loss
IND,  .494,  8.9,  22.5,  .193, TOR, .618, 15.9, 17.2, .397,  loss
TOR, .618, 15.9, 17.2, .397, IND,  .494,  8.9,  22.5,  .193,  win
LAC,  .524,  10.7,  17.4,  .181, UTA, .506, 16.3, 20.0, .195,  win
UTA, .506, 16.3, 20.0, .195, LAC,  .524,  10.7,  17.4,  .181,  loss
BOS,  .506,  13.0,  20.4,  .178, ATL, .619, 15.5, 14.3, .102,  loss
ATL, .619, 15.5, 14.3, .102, BOS,  .506,  13.0,  20.4,  .178,  win
CLE,  .548,  14.2,  27.3,  .133, CHI, .494, 10.9, 30.2, .191,  loss
CHI, .494, 10.9, 30.2, .191, CLE,  .548,  14.2,  27.3,  .133,  win
GSW,  .506,  10.6,  15.9,  .138, MEM, .422, 5.4, 29.3, .188,  win
MEM, .422, 5.4, 29.3, .188, GSW,  .506,  10.6,  15.9,  .138,  loss
PHO,  .578,  15.0,  27.5,  .301, NOP, .447, 9.6, 23.6, .158,  win
NOP, .447, 9.6, 23.6, .158, PHO,  .578,  15.0,  27.5,  .301,  loss
MIN,  .518,  10.4,  33.3,  .226, POR, .556, 16.2, 31.4, .200,  win
POR, .556, 16.2, 31.4, .200, MIN,  .518,  10.4,  33.3,  .226,  loss
OKC,  .562,  18.4,  35.1,  .259, SAC, .548, 9.7, 34.0, .117,  loss
SAC, .548, 9.7, 34.0, .117, OKC,  .562,  18.4,  35.1,  .259,  win
UTA,  .532,  9.3,  23.9,  .203, DEN, .438, 11.1, 13.6, .175,  win
DEN, .438, 11.1, 13.6, .175, UTA,  .532,  9.3,  23.9,  .203,  loss
LAL,  .566,  16.5,  17.9,  .193, HOU, .597, 10.9, 32.7, .133,  loss
HOU, .597, 10.9, 32.7, .133, LAL,  .566,  16.5,  17.9,  .193,  win
BRK,  .462,  12.8,  20.0,  .231, IND, .622, 17.0, 35.9, .256,  loss
IND, .622, 17.0, 35.9, .256, BRK,  .462,  12.8,  20.0,  .231,  win
DAL,  .459,  13.7,  12.2,  .311, LAC, .546, 9.8, 12.5, .197,  loss
LAC, .546, 9.8, 12.5, .197, DAL,  .459,  13.7,  12.2,  .311,  win
ORL,  .488,  14.9,  14.0,  .181, MIA, .597, 11.7, 12.1, .338,  loss
MIA, .597, 11.7, 12.1, .338, ORL,  .488,  14.9,  14.0,  .181,  win
TOR,  .519,  6.5,  17.1,  .154, NYK, .399, 7.5, 29.5, .202,  win
NYK, .399, 7.5, 29.5, .202, TOR,  .519,  6.5,  17.1,  .154,  loss
MIL,  .500,  16.3,  20.0,  .253, PHI, .474, 10.8, 22.4, .177,  win
PHI, .474, 10.8, 22.4, .177, MIL,  .500,  16.3,  20.0,  .253,  loss
GSW,  .506,  13.3,  16.7,  .182, SAS, .394, 10.1, 31.6, .167,  win
SAS, .394, 10.1, 31.6, .167, GSW,  .506,  13.3,  16.7,  .182,  loss
CHO,  .420,  13.5,  17.0,  .370, WAS, .581, 11.5, 9.8, .250,  loss
WAS, .581, 11.5, 9.8, .250, CHO,  .420,  13.5,  17.0,  .370,  win
CHO,  .593,  13.4,  17.5,  .222, BOS, .427, 10.5, 26.0, .270,  win
BOS, .427, 10.5, 26.0, .270, CHO,  .593,  13.4,  17.5,  .222,  loss
WAS,  .567,  12.3,  23.1,  .213, BRK, .500, 8.5, 25.5, .133,  win
BRK, .500, 8.5, 25.5, .133, WAS,  .567,  12.3,  23.1,  .213,  loss
ATL,  .494,  13.8,  20.8,  .092, CLE, .548, 14.0, 22.0, .217,  loss
CLE, .548, 14.0, 22.0, .217, ATL,  .494,  13.8,  20.8,  .092,  win
HOU,  .645,  14.9,  21.1,  .209, MIN, .488, 11.8, 22.2, .289,  win
MIN, .488, 11.8, 22.2, .289, HOU,  .645,  14.9,  21.1,  .209,  loss
CHI,  .636,  9.2,  17.9,  .299, NOP, .588, 9.8, 25.0, .275,  win
NOP, .588, 9.8, 25.0, .275, CHI,  .636,  9.2,  17.9,  .299,  loss
LAL,  .327,  13.7,  18.5,  .321, OKC, .500, 9.3, 25.5, .167,  loss
OKC, .500, 9.3, 25.5, .167, LAL,  .327,  13.7,  18.5,  .321,  win
MIL,  .545,  21.0,  35.1,  .167, ORL, .530, 9.4, 27.3, .214,  loss
ORL, .530, 9.4, 27.3, .214, MIL,  .545,  21.0,  35.1,  .167,  win
SAC,  .530,  15.9,  10.5,  .205, PHO, .435, 15.0, 32.1, .140,  win
PHO, .435, 15.0, 32.1, .140, SAC,  .530,  15.9,  10.5,  .205,  loss
DAL,  .512,  9.0,  23.8,  .222, UTA, .513, 10.5, 14.0, .169,  win
UTA, .513, 10.5, 14.0, .169, DAL,  .512,  9.0,  23.8,  .222,  loss
MIA,  .532,  13.8,  21.1,  .205, DET, .435, 13.4, 36.7, .238,  win
DET, .435, 13.4, 36.7, .238, MIA,  .532,  13.8,  21.1,  .205,  loss
NYK,  .513,  15.2,  19.5,  .100, IND, .550, 12.8, 21.6, .175,  loss
IND, .550, 12.8, 21.6, .175, NYK,  .513,  15.2,  19.5,  .100,  win
MEM,  .436,  14.8,  28.3,  .105, LAC, .627, 9.7, 24.2, .213,  loss
LAC, .627, 9.7, 24.2, .213, MEM,  .436,  14.8,  28.3,  .105,  win
OKC,  .437,  17.6,  36.7,  .253, SAS, .448, 9.8, 22.9, .276,  loss
SAS, .448, 9.8, 22.9, .276, OKC,  .437,  17.6,  36.7,  .253,  win
PHI,  .552,  12.9,  16.3,  .169, TOR, .558, 11.2, 39.0, .168,  loss
TOR, .558, 11.2, 39.0, .168, PHI,  .552,  12.9,  16.3,  .169,  win
MIA,  .443,  7.9,  32.6,  .114, BOS, .459, 6.8, 25.0, .221,  loss
BOS, .459, 6.8, 25.0, .221, MIA,  .443,  7.9,  32.6,  .114,  win
TOR,  .511,  8.3,  32.0,  .086, BRK, .494, 7.8, 10.9, .090,  win
BRK, .494, 7.8, 10.9, .090, TOR,  .511,  8.3,  32.0,  .086,  loss
PHI,  .562,  12.8,  9.8,  .173, CHI, .560, 15.2, 37.2, .265,  loss
CHI, .560, 15.2, 37.2, .265, PHI,  .562,  12.8,  9.8,  .173,  win
ORL,  .505,  9.2,  10.9,  .121, CHO, .610, 8.7, 12.8, .140,  loss
CHO, .610, 8.7, 12.8, .140, ORL,  .505,  9.2,  10.9,  .121,  win
DET,  .529,  11.0,  20.5,  .259, CLE, .510, 8.8, 17.4, .113,  win
CLE, .510, 8.8, 17.4, .113, DET,  .529,  11.0,  20.5,  .259,  loss
SAS,  .514,  14.1,  21.1,  .270, DAL, .481, 12.2, 24.4, .221,  win
DAL, .481, 12.2, 24.4, .221, SAS,  .514,  14.1,  21.1,  .270,  loss
MEM,  .469,  11.0,  25.0,  .122, GSW, .644, 15.3, 30.8, .149,  loss
GSW, .644, 15.3, 30.8, .149, MEM,  .469,  11.0,  25.0,  .122,  win
SAC,  .391,  14.3,  26.8,  .063, HOU, .536, 11.7, 29.2, .124,  loss
HOU, .536, 11.7, 29.2, .124, SAC,  .391,  14.3,  26.8,  .063,  win
UTA,  .524,  12.7,  17.0,  .108, LAL, .518, 12.4, 21.1, .153,  loss
LAL, .518, 12.4, 21.1, .153, UTA,  .524,  12.7,  17.0,  .108,  win
IND,  .494,  15.3,  25.0,  .089, MIL, .466, 13.9, 16.3, .126,  win
MIL, .466, 13.9, 16.3, .126, IND,  .494,  15.3,  25.0,  .089,  loss
NOP,  .495,  13.6,  20.8,  .196, MIN, .727, 11.9, 17.9, .221,  loss
MIN, .727, 11.9, 17.9, .221, NOP,  .495,  13.6,  20.8,  .196,  win
LAC,  .495,  12.9,  13.0,  .104, PHO, .490, 12.8, 34.6, .172,  loss
PHO, .490, 12.8, 34.6, .172, LAC,  .495,  12.9,  13.0,  .104,  win
DEN,  .463,  16.4,  38.5,  .128, POR, .500, 13.2, 28.3, .202,  loss
POR, .500, 13.2, 28.3, .202, DEN,  .463,  16.4,  38.5,  .128,  win
ATL,  .463,  18.9,  18.4,  .284, WAS, .528, 15.8, 22.4, .182,  loss
WAS, .528, 15.8, 22.4, .182, ATL,  .463,  18.9,  18.4,  .284,  win
BOS,  .417,  8.3,  27.3,  .157, ATL, .436, 9.8, 27.1, .314,  loss
ATL, .436, 9.8, 27.1, .314, BOS,  .417,  8.3,  27.3,  .157,  win
HOU,  .393,  20.2,  25.5,  .143, GSW, .484, 12.9, 28.3, .176,  loss
GSW, .484, 12.9, 28.3, .176, HOU,  .393,  20.2,  25.5,  .143,  win
DAL,  .321,  11.2,  17.6,  .190, OKC, .525, 16.3, 36.8, .300,  loss
OKC, .525, 16.3, 36.8, .300, DAL,  .321,  11.2,  17.6,  .190,  win
IND,  .500,  12.4,  22.0,  .266, TOR, .405, 16.6, 40.8, .329,  win
TOR, .405, 16.6, 40.8, .329, IND,  .500,  12.4,  22.0,  .266,  loss
DET,  .610,  11.1,  15.2,  .164, CLE, .511, 4.0, 27.3, .182,  loss
CLE, .511, 4.0, 27.3, .182, DET,  .610,  11.1,  15.2,  .164,  win
POR,  .458,  11.3,  21.3,  .229, LAC, .577, 8.6, 26.8, .321,  loss
LAC, .577, 8.6, 26.8, .321, POR,  .458,  11.3,  21.3,  .229,  win
CHO,  .477,  11.9,  20.0,  .446, MIA, .629, 6.0, 40.0, .188,  loss
MIA, .629, 6.0, 40.0, .188, CHO,  .477,  11.9,  20.0,  .446,  win
MEM,  .443,  16.4,  22.2,  .051, SAS, .580, 12.2, 26.5, .148,  loss
SAS, .580, 12.2, 26.5, .148, MEM,  .443,  16.4,  22.2,  .051,  win
HOU,  .506,  16.9,  31.6,  .329, GSW, .543, 10.9, 34.2, .333,  loss
GSW, .543, 10.9, 34.2, .333, HOU,  .506,  16.9,  31.6,  .329,  win
DAL,  .457,  11.7,  23.9,  .122, OKC, .375, 13.1, 35.8, .163,  win
OKC, .375, 13.1, 35.8, .163, DAL,  .457,  11.7,  23.9,  .122,  loss
IND,  .443,  13.5,  15.8,  .357, TOR, .469, 12.5, 30.8, .288,  loss
TOR, .469, 12.5, 30.8, .288, IND,  .443,  13.5,  15.8,  .357,  win
BOS,  .347,  13.0,  17.9,  .125, ATL, .457, 14.4, 8.3, .171,  loss
ATL, .457, 14.4, 8.3, .171, BOS,  .347,  13.0,  17.9,  .125,  win
MEM,  .337,  12.2,  28.1,  .116, SAS, .538, 17.8, 9.7, .348,  loss
SAS, .538, 17.8, 9.7, .348, MEM,  .337,  12.2,  28.1,  .116,  win
DET,  .462,  11.5,  26.2,  .231, CLE, .625, 12.2, 17.1, .088,  loss
CLE, .625, 12.2, 17.1, .088, DET,  .462,  11.5,  26.2,  .231,  win
POR,  .368,  9.3,  27.3,  .154, LAC, .506, 8.4, 24.5, .161,  loss
LAC, .506, 8.4, 24.5, .161, POR,  .368,  9.3,  27.3,  .154,  win
CHO,  .433,  6.3,  31.9,  .292, MIA, .638, 8.5, 11.1, .237,  loss
MIA, .638, 8.5, 11.1, .237, CHO,  .433,  6.3,  31.9,  .292,  win
OKC,  .673,  13.0,  28.1,  .333, DAL, .513, 11.6, 15.4, .316,  win
DAL, .513, 11.6, 15.4, .316, OKC,  .673,  13.0,  28.1,  .333,  loss
GSW,  .468,  13.2,  18.2,  .278, HOU, .451, 13.5, 31.4, .152,  loss
HOU, .451, 13.5, 31.4, .152, GSW,  .468,  13.2,  18.2,  .278,  win
TOR,  .468,  9.8,  34.1,  .138, IND, .426, 16.2, 23.1, .397,  win
IND, .426, 16.2, 23.1, .397, TOR,  .468,  9.8,  34.1,  .138,  loss
ATL,  .494,  12.0,  15.9,  .209, BOS, .530, 13.5, 17.1, .293,  loss
BOS, .530, 13.5, 17.1, .293, ATL,  .494,  12.0,  15.9,  .209,  win
CLE,  .563,  10.4,  30.8,  .138, DET, .527, 7.8, 12.8, .176,  win
