Team, score,  Efg_pct, Turnover_PCT, orb_pct, ft_rate, location, ast_PCT, stl_PCT, blk_PCT, class
CHO, 97,.396,10.1,20.4,.390, home, 60.7, 5.2, 5.7, win
CHI, 96, .477, 7.0, 28.9, .149, away, 55.3, 2.3, 7.1, win
CLE, 83,.394,3.7,28.6,.096, home, 48.6, 5.8, 7.1, loss
DET, 101, .542, 14.8, 27.5, .119, away, 57.5, 4.2, 8.9, loss
DEN, 104,.513,8.1,7.0,.308, home, 50.0, 15.9, 7.3, win
MEM, 101, .525, 12.8, 25.0, .228, away, 59.5, 10.1, 5.9, loss
MIN, 106,.537,15.2,25.0,.485, home, 76.5, 7.9, 8.3, win
MIL, 99, .568, 18.0, 17.1, .203, away, 51.3, 3.2, 9.5, loss
NOP, 116,.548,7.3,24.5,.138, home, 76.7, 10.6, 6.8, win
ATL, 95, .476, 14.8, 22.9, .179, away, 67.6, 8.4, 11.5, loss
PHO, 98,.459,15.0,31.9,.235, home, 64.7, 10.5, 12.0, win
LAL, 103, .543, 17.8, 12.5, .406, away, 41.2, 4.3, 9.7, loss
POR, 121,.559,7.2,35.0,.183, home, 55.3, 12.8, 1.9, win
IND, 97, .459, 9.3, 18.8, .209, away, 50.0, 7.2, 14.5, loss
SAC, 108,.476,12.2,28.9,.318, home, 50.0, 7.2, 6.0, win
OKC, 106, .505, 12.1, 31.1, .129, away, 46.5, 7.2, 6.5, loss
BRK, 116,.521,9.5,36.0,.191, home, 53.3, 10.3, 10.4, win
DAL, 104, .551, 13.6, 20.5, .215, away, 47.2, 4.3, 8.9, loss
HOU, 115,.567,6.7,24.3,.157, home, 62.8, 9.7, 14.3, win
BOS, 112, .500, 13.2, 30.6, .155, away, 67.4, 13.5, 3.2, win
PHI, 92,.438,19.0,26.5,.157, home, 48.6, 11.6, 8.3, loss
LAC, 94, .500, 12.7, 16.3, .237, away, 61.8, 6.3, 4.9, loss
TOR, 112,.566,13.7,22.9,.217, home, 46.3, 8.3, 6.0, win
MIA, 89, .475, 11.1, 14.0, .148, away, 56.8, 7.6, 4.3, win
CHI, 84,.426,12.2,23.1,.102, home, 51.4, 5.4, 4.5, loss
MIN, 107, .512, 9.6, 20.5, .250, away, 68.3, 10.4, 3.4, loss
CLE, 114,.567,13.3,28.6,.146, home, 66.7, 7.3, 4.4, win
ATL, 119, .552, 12.6, 24.4, .279, away, 65.1, 11.1, 4.7, win
DEN, 105,.429,13.0,27.3,.393, home, 54.5, 10.1, 5.1, loss
SAS, 90, .453, 22.2, 20.5, .311, away, 67.7, 10.6, 6.8, loss
GSW, 120,.582,17.9,25.6,.247, home, 70.5, 14.5, 5.0, win
ORL, 102, .523, 17.1, 18.2, .140, away, 60.0, 2.0, 7.3, loss
MEM, 108,.460,8.3,32.1,.160, home, 58.1, 11.9, 8.6, win
HOU, 112, .594, 12.7, 17.1, .213, away, 57.9, 7.4, 8.1, win
NOP, 111,.533,10.5,34.0,.154, home, 54.8, 8.5, 10.0, loss
CHO, 129, .491, 6.9, 25.4, .191, away, 61.4, 9.7, 2.9, win
SAC, 128,.566,17.3,23.1,.275, home, 75.0, 3.5, 12.1, loss
DET, 95, .527, 10.0, 15.9, .213, away, 55.9, 7.7, 1.8, win
UTA, 92,.453,12.3,25.5,.176, home, 52.9, 5.5, 7.5, loss
BOS, 116, .539, 9.1, 17.1, .211, away, 70.5, 11.9, 2.0, win
WAS, 91,.473,18.5,12.2,.267, home, 75.0, 4.9, 4.4, loss
MIA, 102, .560, 12.1, 14.7, .108, away, 60.0, 10.8, 7.5, win
BRK, 98,.570,16.5,8.6,.239, home, 66.7, 5.4, 2.7, loss
LAC, 91, .506, 14.5, 20.0, .154, away, 50.0, 9.5, 7.5, win
IND, 89,.452,15.4,25.5,.169, home, 51.4, 7.4, 4.9, loss
DAL, 92, .474, 6.4, 11.4, .263, away, 63.6, 5.7, 2.0, win
LAL, 90,.453,12.2,21.1,.311, home, 50.0, 4.6, 13.7, loss
ORL, 100, .494, 10.6, 26.1, .263, away, 66.7, 6.7, 6.3, loss
MIL, 107,.526,11.7,28.9,.338, home, 57.9, 5.6, 12.5, win
OKC, 128, .520, 10.4, 32.7, .253, away, 50.0, 6.6, 2.8, win
NYK, 122,.521,7.7,17.3,.242, home, 54.5, 8.5, 8.9, loss
PHO, 103, .506, 15.1, 23.3, .229, away, 69.2, 6.1, 11.3, loss
PHI, 113,.549,10.2,18.6,.296, home, 64.1, 9.1, 9.4, win
SAC, 97, .459, 11.5, 20.8, .209, away, 72.2, 7.0, 8.3, loss
POR, 112,.539,10.9,22.2,.167, home, 63.6, 6.0, 11.9, win
WAS, 89, .436, 10.9, 15.9, .269, away, 62.5, 7.5, 6.0, loss
TOR, 106,.513,13.9,28.2,.316, home, 57.1, 7.5, 4.8, win
LAC, 85, .418, 10.5, 18.0, .165, away, 54.5, 16.6, 8.9, win
ATL, 83,.481,20.5,17.8,.089, home, 63.6, 6.2, 5.2, loss
DEN, 103, .470, 16.9, 29.2, .286, away, 63.9, 3.9, 8.8, loss
BOS, 111,.474,9.4,26.4,.208, home, 70.7, 14.8, 7.9, win
PHO, 93, .529, 21.4, 30.8, .271, away, 75.8, 6.7, 3.8, loss
CLE, 115,.623,12.9,31.3,.173, home, 75.6, 13.5, 6.0, win
PHI, 97, .518, 15.2, 23.1, .146, away, 61.5, 6.4, 10.0, loss
DET, 110,.456,8.5,42.0,.297, home, 38.5, 9.6, 3.2, win
DAL, 107, .569, 9.8, 19.5, .092, away, 45.5, 4.4, 0.0, loss
GSW, 127,.667,9.1,21.2,.235, home, 70.2, 5.4, 7.1, win
OKC, 126, .582, 10.7, 39.5, .220, away, 47.9, 0.0, 7.9, win
MIN, 123,.583,7.3,27.3,.200, home, 62.0, 6.3, 5.6, loss
HOU, 99, .438, 13.5, 24.5, .479, away, 50.0, 7.2, 16.4, loss
SAS, 130,.622,11.6,30.0,.200, home, 68.0, 7.2, 7.0, win
CHO, 73, .412, 18.9, 11.6, .250, away, 40.0, 6.8, 0.0, loss
UTA, 102,.568,10.2,18.9,.123, home, 57.5, 11.3, 14.0, win
ATL, 92, .440, 13.2, 11.4, .229, away, 60.6, 9.3, 6.3, loss
IND, 111,.545,14.9,27.0,.333, home, 52.6, 10.3, 14.5, win
CHI, 114, .526, 8.9, 28.6, .147, away, 61.7, 12.5, 8.3, win
LAL, 91,.429,12.8,22.0,.212, home, 65.6, 6.2, 5.1, loss
MIL, 83, .373, 13.3, 36.4, .304, away, 58.6, 9.2, 5.8, loss
MEM, 103,.538,11.0,23.1,.213, home, 73.7, 8.1, 7.9, win
SAC, 105, .506, 11.7, 10.3, .169, away, 72.5, 5.7, 11.1, loss
NOP, 114,.490,11.4,25.0,.184, home, 58.1, 8.5, 9.8, win
NYK, 93, .477, 8.6, 25.5, .115, away, 52.6, 6.7, 12.3, loss
TOR, 103,.482,9.3,34.9,.247, home, 56.8, 7.8, 15.9, win
DEN, 117, .562, 13.6, 19.4, .321, away, 61.0, 9.0, 8.3, win
WAS, 113,.506,12.2,27.3,.273, home, 53.8, 13.0, 11.1, loss
ORL, 94, .449, 14.8, 19.1, .291, away, 53.1, 9.3, 6.5, loss
BOS, 113,.558,11.2,20.0,.198, home, 65.1, 8.2, 10.2, win
BRK, 79, .385, 10.2, 20.4, .244, away, 46.4, 11.5, 3.4, loss
DAL, 91,.513,12.2,22.7,.113, home, 59.5, 6.9, 8.6, win
CLE, 114, .524, 6.8, 25.0, .325, away, 51.3, 4.3, 1.6, win
DET, 106,.518,8.6,19.6,.226, home, 50.0, 5.4, 6.7, loss
LAL, 93, .468, 16.0, 25.0, .256, away, 55.9, 6.4, 7.3, loss
LAC, 105,.543,8.0,11.9,.210, home, 50.0, 10.7, 13.8, win
MIA, 107, .547, 16.2, 22.9, .351, away, 73.0, 12.6, 13.2, win
MIL, 103,.488,17.1,33.3,.313, home, 47.4, 10.5, 8.9, loss
PHO, 84, .453, 15.1, 23.5, .082, away, 57.1, 4.3, 7.8, loss
NYK, 102,.470,7.7,22.2,.274, home, 66.7, 13.0, 11.9, win
HOU, 108, .426, 8.1, 19.3, .284, away, 63.9, 13.2, 10.4, loss
OKC, 116,.523,15.4,27.5,.302, home, 56.1, 5.6, 12.5, win
CHO, 91, .450, 14.8, 26.9, .238, away, 54.8, 9.6, 5.6, loss
POR, 109,.527,10.0,28.3,.130, home, 53.3, 10.6, 7.8, win
MIN, 90, .480, 13.9, 30.2, .240, away, 48.6, 10.5, 3.9, loss
UTA, 103,.592,13.5,28.6,.171, home, 60.0, 9.4, 7.7, win
SAS, 103, .531, 6.2, 19.5, .210, away, 50.0, 2.3, 3.4, loss
CLE, 117,.604,9.0,29.4,.220, home, 53.3, 4.6, 6.3, win
WAS, 123, .587, 10.8, 20.6, .256, away, 66.7, 6.0, 9.8, win
HOU, 122,.576,9.0,20.8,.267, home, 58.5, 8.0, 5.6, loss
DEN, 105, .483, 16.2, 18.6, .241, away, 60.0, 9.5, 4.1, loss
IND, 109,.485,12.3,27.5,.120, home, 59.1, 5.7, 14.5, win
SAC, 117, .462, 14.9, 37.5, .348, away, 42.1, 9.6, 4.9, loss
MEM, 121,.570,12.0,5.7,.392, home, 56.1, 14.4, 13.2, win
BRK, 103, .530, 9.6, 22.7, .167, away, 57.5, 6.6, 7.6, loss
NOP, 105,.522,8.5,29.2,.086, home, 55.8, 6.6, 9.4, win
GSW, 108, .563, 19.3, 27.3, .011, away, 78.7, 4.8, 11.1, win
PHI, 105,.511,9.0,15.1,.120, home, 54.8, 17.4, 6.2, loss
DET, 107, .500, 9.7, 23.8, .230, away, 23.1, 10.2, 9.4, loss
TOR, 111,.487,11.6,31.0,.449, home, 33.3, 9.2, 5.2, win
PHO, 78, .399, 18.3, 27.5, .257, away, 48.1, 8.0, 12.2, loss
DAL, 91,.449,13.7,28.3,.269, home, 48.4, 10.2, 2.0, win
CHI, 93, .457, 8.4, 22.0, .086, away, 47.5, 2.1, 7.7, loss
LAC, 120,.637,10.6,18.4,.155, home, 57.8, 8.5, 7.7, win
CHO, 101, .443, 8.5, 26.9, .167, away, 77.8, 8.1, 15.7, win
LAL, 82,.388,14.3,8.2,.250, home, 48.1, 6.0, 13.3, loss
ATL, 87, .421, 16.8, 5.1, .400, away, 48.1, 10.2, 4.9, loss
MIA, 105,.512,16.3,25.6,.272, home, 53.8, 10.2, 8.3, win
GSW, 116, .685, 17.8, 9.4, .219, away, 73.8, 8.2, 6.9, win
NYK, 95,.400,9.8,22.6,.256, home, 57.6, 6.2, 9.1, loss
BOS, 114, .505, 8.8, 25.5, .215, away, 43.6, 9.1, 3.4, loss
ORL, 119,.598,13.3,30.0,.256, home, 61.4, 7.1, 12.8, win
MIN, 93, .463, 14.8, 34.1, .238, away, 57.1, 10.9, 8.2, loss
POR, 96,.461,12.7,19.0,.342, home, 50.0, 7.7, 7.8, win
DAL, 97, .406, 5.6, 18.2, .329, away, 45.2, 5.2, 4.4, loss
ATL, 112,.613,14.5,15.6,.175, home, 69.0, 2.1, 10.2, win
DET, 105, .480, 7.9, 37.3, .112, away, 42.9, 5.5, 6.1, win
BRK, 100,.530,11.0,18.9,.159, home, 70.0, 5.5, 5.9, loss
TOR, 93, .423, 11.2, 17.6, .346, away, 44.8, 13.3, 9.8, loss
DEN, 112,.602,17.5,21.2,.145, home, 62.2, 6.1, 9.4, win
CLE, 111, .540, 14.0, 27.0, .182, away, 50.0, 7.9, 4.1, win
IND, 106,.465,13.0,32.7,.119, home, 55.8, 10.8, 10.6, loss
MEM, 110, .669, 15.1, 11.5, .211, away, 62.8, 4.5, 8.1, win
NOP, 95,.466,8.5,27.5,.148, home, 52.8, 8.9, 7.3, loss
WAS, 98, .506, 12.3, 4.9, .128, away, 50.0, 8.0, 4.9, loss
OKC, 114,.560,15.9,35.9,.253, home, 58.1, 9.0, 8.3, win
MIL, 104, .548, 14.1, 22.2, .143, away, 64.3, 11.6, 8.3, loss
SAC, 111,.506,13.9,40.0,.279, home, 53.8, 7.4, 4.7, win
ORL, 92, .432, 13.7, 33.9, .094, away, 48.7, 9.5, 11.1, loss
SAS, 107,.571,13.0,13.5,.231, home, 67.5, 6.3, 12.7, win
CHI, 96, .461, 12.4, 16.7, .144, away, 48.7, 3.9, 10.4, loss
UTA, 105,.488,12.3,22.7,.259, home, 50.0, 4.9, 5.8, win
MIA, 102, .482, 14.9, 29.5, .235, away, 68.4, 5.1, 6.1, loss
HOU, 115,.619,10.8,7.3,.131, home, 68.2, 9.2, 8.8, win
MIN, 115, .600, 14.2, 25.0, .238, away, 78.3, 6.3, 7.4, loss
LAL, 119,.575,8.6,21.9,.338, home, 57.5, 9.5, 3.2, win
BOS, 97, .461, 9.3, 26.1, .156, away, 50.0, 9.8, 3.2, win
NYK, 89,.415,14.5,32.7,.256, home, 41.9, 3.3, 5.6, loss
TOR, 104, .534, 12.0, 21.1, .338, away, 42.9, 10.0, 6.3, win
PHO, 97,.544,15.7,22.9,.139, home, 62.2, 5.5, 8.5, loss
MIL, 95, .471, 11.9, 23.5, .163, away, 60.5, 7.2, 7.4, loss
POR, 107,.524,13.5,24.4,.212, home, 64.1, 6.2, 9.7, win
DET, 95, .441, 14.1, 17.3, .235, away, 56.3, 2.9, 6.7, loss
BOS, 102,.474,9.0,13.3,.115, home, 66.7, 7.8, 13.7, win
IND, 114, .568, 13.6, 24.4, .159, away, 52.3, 11.1, 8.6, win
BRK, 100,.488,14.5,20.9,.259, home, 69.4, 5.1, 3.1, loss
CLE, 97, .518, 7.3, 7.3, .133, away, 42.1, 9.9, 9.6, loss
CHO, 106,.551,13.6,30.6,.241, home, 66.7, 4.4, 5.5, win
MIA, 93, .432, 6.7, 22.4, .193, away, 48.6, 3.3, 16.4, win
DAL, 90,.437,4.0,15.7,.161, home, 52.9, 4.4, 6.8, loss
MIN, 108, .558, 14.5, 29.4, .286, away, 61.5, 6.6, 7.0, win
LAC, 102,.513,12.6,25.6,.333, home, 60.6, 11.1, 10.0, loss
ORL, 114, .547, 8.2, 27.9, .105, away, 53.2, 3.2, 7.6, loss
OKC, 117,.522,11.1,41.3,.215, home, 56.8, 7.4, 13.9, win
ATL, 124, .576, 14.9, 25.6, .196, away, 58.3, 12.2, 12.3, win
PHI, 86,.452,20.3,12.8,.119, home, 77.1, 6.5, 13.9, loss
CHI, 107, .517, 14.9, 21.7, .182, away, 65.0, 7.8, 0.0, win
SAC, 102,.511,14.2,18.8,.136, home, 50.0, 11.7, 11.9, loss
NOP, 97, .472, 14.3, 25.6, .133, away, 51.2, 12.2, 6.1, loss
SAS, 110,.574,13.6,10.5,.210, home, 71.4, 6.1, 11.3, win
DEN, 81, .400, 14.2, 23.1, .357, away, 42.3, 13.8, 3.8, loss
UTA, 85,.480,14.5,20.0,.189, home, 42.4, 4.6, 19.2, win
GSW, 134, .634, 14.5, 24.4, .172, away, 71.4, 9.0, 7.4, win
WAS, 121,.549,11.1,9.5,.231, home, 56.5, 14.4, 7.7, loss
NYK, 105, .464, 8.3, 17.4, .321, away, 55.6, 7.0, 0.0, loss
DET, 111,.563,12.2,10.3,.278, home, 42.5, 7.0, 4.8, win
LAL, 99, .525, 15.1, 21.4, .173, away, 35.9, 4.2, 0.0, win
NOP, 96,.482,6.8,15.2,.165, home, 41.0, 8.4, 6.6, loss
HOU, 111, .517, 13.8, 33.3, .256, away, 64.9, 16.2, 9.3, win
PHO, 105,.452,19.8,36.7,.361, home, 68.8, 9.1, 2.3, loss
TOR, 110, .541, 12.7, 28.6, .212, away, 57.5, 7.4, 10.7, win
POR, 103,.531,13.3,23.3,.210, home, 55.3, 8.5, 9.1, loss
IND, 96, .489, 16.7, 39.6, .077, away, 60.5, 6.4, 8.2, loss
ATL, 102,.579,15.0,8.1,.184, home, 74.4, 10.7, 8.3, win
SAC, 119, .551, 10.0, 12.5, .236, away, 66.7, 14.7, 5.2, loss
BRK, 128,.663,18.5,29.7,.163, home, 60.4, 4.9, 6.3, win
MIA, 98, .457, 7.3, 17.4, .128, away, 46.5, 7.2, 21.8, win
CHO, 95,.506,12.0,7.0,.160, home, 63.9, 5.1, 11.8, loss
BOS, 104, .472, 13.2, 25.6, .239, away, 55.3, 6.0, 8.8, win
CLE, 103,.471,12.0,28.3,.241, home, 56.8, 8.0, 8.8, loss
SAS, 116, .588, 12.5, 20.5, .275, away, 46.3, 6.4, 6.9, win
DAL, 90,.473,15.0,12.8,.288, home, 51.5, 7.5, 3.4, loss
CHI, 110, .489, 8.7, 23.9, .204, away, 48.8, 5.0, 10.1, loss
DEN, 115,.483,8.6,31.0,.356, home, 56.4, 5.0, 9.9, win
MEM, 91, .461, 9.4, 10.8, .276, away, 51.5, 9.2, 9.8, win
NYK, 85,.438,13.8,29.8,.188, home, 50.0, 2.3, 10.3, loss
LAC, 107, .595, 20.7, 17.6, .257, away, 37.5, 13.2, 13.1, win
ORL, 93,.444,16.2,22.4,.259, home, 55.9, 6.1, 2.1, loss
MIL, 81, .472, 20.0, 17.5, .197, away, 30.0, 13.3, 14.0, loss
UTA, 84,.442,14.7,26.1,.208, home, 43.3, 16.7, 14.0, win
PHI, 94, .477, 13.9, 14.0, .126, away, 62.2, 7.2, 12.9, loss
WAS, 106,.560,12.3,22.0,.143, home, 59.1, 7.2, 6.6, win
WAS, 104, .494, 10.2, 18.2, .221, away, 57.9, 9.2, 9.3, loss
CHO, 108,.543,14.0,16.3,.247, home, 60.5, 7.2, 8.2, win
NOP, 84, .420, 7.8, 25.0, .126, away, 52.9, 5.6, 4.1, loss
CLE, 99,.511,11.4,25.6,.078, home, 53.8, 6.7, 9.4, win
OKC, 108, .465, 12.9, 26.7, .341, away, 61.1, 9.9, 7.0, loss
GSW, 116,.531,8.6,25.5,.134, home, 50.0, 6.9, 6.3, win
POR, 96, .466, 17.8, 39.2, .172, away, 60.0, 15.6, 14.6, win
HOU, 79,.370,20.3,26.1,.286, home, 52.0, 13.5, 7.7, loss
DET, 104, .557, 13.1, 25.0, .203, away, 36.8, 7.4, 4.6, loss
IND, 112,.579,15.3,22.9,.316, home, 51.2, 7.4, 2.2, win
DAL, 114, .517, 4.7, 17.0, .261, away, 68.4, 6.1, 1.5, win
MEM, 110,.551,10.1,17.5,.148, home, 61.4, 3.0, 8.0, loss
CHI, 105, .518, 10.5, 22.5, .200, away, 67.5, 5.6, 5.3, loss
MIN, 112,.523,8.5,38.9,.241, home, 53.3, 7.8, 6.2, win
BRK, 98, .493, 17.9, 23.7, .303, away, 54.3, 5.4, 9.6, loss
PHI, 103,.531,13.4,32.5,.210, home, 44.7, 13.1, 13.1, win
UTA, 98, .468, 8.9, 27.0, .321, away, 41.2, 8.1, 12.5, win
PHO, 89,.431,9.9,26.1,.250, home, 63.3, 3.5, 9.7, loss
LAL, 102, .453, 7.6, 26.5, .279, away, 55.9, 5.5, 4.7, loss
SAS, 106,.489,9.2,31.3,.227, home, 69.2, 4.4, 10.7, win
SAC, 119, .547, 11.9, 15.9, .158, away, 68.1, 13.9, 7.5, loss
BOS, 128,.632,19.7,32.4,.143, home, 66.7, 8.4, 7.2, win
LAC, 100, .512, 5.9, 14.9, .210, away, 45.9, 8.6, 7.6, win
MIA, 93,.440,12.0,27.1,.241, home, 42.4, 2.1, 0.0, loss
DEN, 101, .459, 6.6, 23.4, .256, away, 54.1, 6.5, 4.8, win
NYK, 96,.488,9.7,21.3,.167, home, 51.4, 2.2, 9.2, loss
ATL, 94, .456, 14.1, 34.0, .121, away, 62.9, 7.3, 11.7, loss
ORL, 96,.500,16.6,20.0,.129, home, 61.5, 9.4, 15.9, win
ORL, 117, .543, 11.2, 13.3, .172, away, 80.4, 10.3, 12.7, win
ATL, 110,.533,12.2,16.3,.130, home, 72.1, 8.4, 6.3, loss
DEN, 104, .517, 11.1, 27.9, .122, away, 57.1, 10.7, 3.2, loss
BRK, 105,.574,14.6,21.1,.148, home, 54.8, 6.4, 9.2, win
CHI, 91, .444, 6.8, 14.8, .122, away, 71.4, 5.3, 18.2, loss
CHO, 108,.525,12.2,23.3,.300, home, 57.1, 6.4, 12.3, win
SAC, 100, .494, 15.2, 16.3, .232, away, 77.8, 10.7, 6.8, loss
CLE, 120,.564,12.0,25.0,.149, home, 60.0, 6.8, 8.5, win
TOR, 103, .636, 16.2, 6.7, .200, away, 56.4, 12.2, 3.8, win
DET, 89,.500,15.5,24.4,.113, home, 61.1, 7.7, 4.0, loss
LAL, 87, .355, 10.3, 23.7, .226, away, 44.8, 10.1, 3.9, loss
IND, 89,.423,14.7,17.8,.295, home, 41.9, 8.1, 8.6, win
POR, 112, .551, 11.7, 19.0, .157, away, 50.0, 8.9, 9.0, win
MEM, 106,.541,13.7,14.7,.151, home, 41.9, 4.9, 5.0, loss
NOP, 116, .536, 3.6, 18.8, .124, away, 46.8, 7.2, 4.3, win
MIN, 102,.457,11.1,25.6,.346, home, 66.7, 0.0, 12.3, loss
LAC, 98, .395, 9.9, 24.6, .242, away, 60.0, 11.5, 6.2, win
PHI, 92,.411,16.8,22.4,.200, home, 58.8, 6.7, 6.8, loss
OKC, 122, .582, 12.5, 34.1, .271, away, 54.8, 8.4, 8.1, win
PHO, 106,.514,15.9,27.3,.425, home, 59.5, 9.5, 7.7, loss
UTA, 121, .554, 8.8, 30.2, .207, away, 47.9, 3.1, 4.3, win
DAL, 119,.553,10.6,16.2,.480, home, 66.7, 5.1, 1.5, loss
HOU, 110, .500, 10.5, 27.1, .264, away, 64.9, 8.1, 6.7, loss
GSW, 123,.532,10.2,31.8,.245, home, 63.6, 5.1, 11.1, win
SAS, 119, .562, 9.1, 26.8, .213, away, 53.2, 10.4, 6.9, win
MIA, 101,.600,17.4,3.0,.243, home, 52.5, 7.3, 6.7, loss
BOS, 111, .524, 16.0, 32.5, .274, away, 71.8, 11.3, 2.9, loss
MIL, 112,.551,12.5,26.2,.170, home, 55.6, 5.1, 10.9, win
WAS, 111, .603, 10.1, 4.9, .218, away, 66.7, 8.3, 7.0, win
NYK, 108,.578,14.4,18.9,.145, home, 50.0, 6.3, 9.6, loss
LAC, 134, .588, 11.6, 20.5, .400, away, 56.8, 6.4, 14.5, loss
BOS, 139,.563,8.2,18.6,.337, home, 72.3, 4.5, 3.6, win
MEM, 109, .576, 9.9, 27.0, .116, away, 57.8, 16.9, 4.1, win
BRK, 90,.542,20.1,24.2,.183, home, 75.8, 4.5, 3.0, loss
ATL, 113, .550, 11.0, 24.4, .156, away, 58.1, 16.6, 9.7, win
CHI, 90,.471,16.5,23.9,.105, home, 55.3, 7.3, 5.3, loss
LAL, 111, .517, 10.1, 25.0, .256, away, 42.1, 5.3, 4.8, loss
CLE, 120,.580,5.6,28.3,.117, home, 54.2, 6.4, 1.7, win
DEN, 103, .506, 11.4, 18.6, .229, away, 64.1, 10.4, 4.9, win
DET, 92,.489,13.3,15.2,.068, home, 55.3, 5.2, 12.5, loss
CHO, 117, .586, 12.0, 27.0, .172, away, 53.3, 6.3, 10.8, win
IND, 95,.457,10.0,25.5,.120, home, 47.5, 7.4, 6.8, loss
TOR, 112, .512, 5.7, 25.0, .279, away, 48.7, 3.3, 16.1, loss
MIN, 117,.487,6.6,29.3,.566, home, 62.9, 5.4, 10.9, win
UTA, 96, .521, 17.0, 20.5, .329, away, 57.6, 6.6, 4.8, loss
NOP, 100,.524,9.0,20.0,.171, home, 59.0, 9.9, 6.1, win
SAS, 98, .472, 12.0, 22.9, .157, away, 63.2, 6.3, 15.5, win
ORL, 96,.451,13.3,28.3,.154, home, 70.3, 7.3, 10.1, loss
SAC, 114, .529, 11.5, 36.6, .253, away, 65.9, 7.3, 10.7, win
PHI, 110,.544,16.2,38.3,.121, home, 69.0, 9.4, 14.1, loss
GSW, 112, .494, 11.3, 16.7, .270, away, 64.9, 11.2, 9.7, win
PHO, 104,.473,14.9,19.2,.172, home, 51.2, 6.6, 12.2, loss
HOU, 103, .552, 17.9, 19.5, .234, away, 62.2, 6.0, 4.9, loss
POR, 116,.506,11.1,33.3,.292, home, 51.2, 11.0, 4.7, win
WAS, 92, .420, 12.4, 17.3, .205, away, 73.5, 8.1, 8.8, loss
MIL, 99,.463,15.8,34.1,.280, home, 66.7, 10.1, 7.1, win
NOP, 95, .449, 6.6, 14.6, .182, away, 44.7, 13.1, 3.7, loss
OKC, 121,.593,15.8,27.3,.221, home, 62.2, 4.0, 9.7, win
CHI, 95, .441, 11.2, 26.8, .140, away, 32.4, 4.1, 6.0, loss
CLE, 106,.500,9.2,24.4,.165, home, 50.0, 8.3, 11.1, win
SAS, 86, .446, 14.3, 11.9, .145, away, 54.3, 11.4, 3.8, loss
LAC, 105,.577,17.2,22.2,.192, home, 59.0, 8.3, 10.6, win
UTA, 89, .429, 20.4, 28.6, .299, away, 64.5, 9.2, 8.8, loss
WAS, 103,.529,10.4,14.3,.140, home, 59.5, 14.3, 16.1, win
MIA, 115, .545, 12.2, 22.7, .216, away, 61.4, 12.6, 2.0, win
ATL, 111,.563,18.5,18.2,.149, home, 65.9, 6.8, 5.9, loss
NYK, 98, .500, 15.1, 18.6, .195, away, 55.6, 6.3, 8.7, loss
BRK, 109,.535,6.9,16.3,.198, home, 61.9, 14.8, 10.7, win
TOR, 106, .460, 7.2, 22.4, .284, away, 57.9, 7.1, 9.1, loss
CHI, 116,.554,8.1,24.4,.140, home, 66.7, 4.1, 8.6, win
SAS, 119, .580, 9.4, 35.1, .193, away, 62.5, 6.6, 15.3, win
LAL, 113,.556,14.0,31.6,.284, home, 50.0, 5.5, 5.3, loss
MIN, 104, .487, 18.4, 26.2, .413, away, 80.6, 7.3, 9.8, loss
MEM, 109,.530,12.9,26.2,.268, home, 42.5, 13.6, 10.2, win
CHO, 98, .483, 15.3, 18.6, .174, away, 35.1, 13.1, 9.7, win
MIL, 95,.488,19.6,29.3,.198, home, 61.1, 7.1, 20.0, loss
PHI, 114, .605, 17.9, 8.8, .289, away, 50.0, 10.8, 6.3, loss
NOP, 121,.549,14.0,27.5,.395, home, 53.7, 11.8, 8.2, win
IND, 101, .494, 10.1, 20.4, .159, away, 69.2, 8.1, 11.4, win
OKC, 98,.464,11.5,20.5,.094, home, 66.7, 6.1, 6.1, loss
DAL, 104, .522, 15.7, 10.9, .124, away, 62.2, 7.6, 9.0, loss
ORL, 110,.466,9.9,26.4,.147, home, 61.0, 9.4, 8.3, win
HOU, 116, .519, 16.3, 29.5, .449, away, 54.1, 15.0, 8.5, win
PHO, 100,.433,17.0,19.1,.354, home, 76.7, 6.6, 11.1, loss
GSW, 105, .457, 16.1, 25.9, .228, away, 69.4, 6.4, 6.0, loss
POR, 137,.624,10.8,19.5,.165, home, 53.8, 11.0, 6.9, win
DEN, 110, .511, 15.1, 19.1, .200, away, 61.9, 11.0, 8.1, loss
SAC, 116,.554,18.5,16.7,.289, home, 39.0, 11.0, 12.1, win
BOS, 93, .414, 6.7, 15.7, .321, away, 60.0, 8.6, 6.7, loss
UTA, 111,.618,14.7,23.5,.397, home, 59.5, 4.3, 14.3, win
DET, 86, .470, 11.8, 13.3, .110, away, 37.1, 2.2, 5.4, loss
WAS, 98,.506,9.1,18.6,.244, home, 72.2, 5.5, 8.5, win
MIL, 117, .457, 12.6, 30.4, .212, away, 50.0, 10.3, 15.4, win
ATL, 109,.458,12.3,17.2,.113, home, 70.5, 9.5, 9.2, loss
GSW, 115, .579, 13.0, 15.0, .244, away, 76.2, 8.1, 3.4, win
LAC, 112,.516,12.1,31.3,.160, home, 57.1, 9.1, 3.9, loss
WAS, 94, .419, 5.3, 20.0, .111, away, 32.5, 5.1, 4.8, loss
MIA, 114,.500,6.1,36.5,.188, home, 48.9, 2.0, 11.7, win
NYK, 103, .536, 15.1, 31.4, .169, away, 40.5, 4.3, 9.7, win
