Team, score,  Efg_pct, Turnover_PCT, orb_pct, ft_rate, location, ast_PCT, stl_PCT, blk_PCT, class
MIN, 95,.458,6.9,14.9,.214, home, 66.7, 9.7, 9.1, loss
CHO, 104, .570, 14.9, 15.4, .177, away, 57.5, 7.4, 1.7, win
BRK, 96,.463,13.3,20.5,.259, home, 65.7, 8.5, 7.7, loss
LAL, 115, .500, 6.1, 36.2, .237, away, 30.2, 5.5, 6.7, loss
CHI, 126,.639,8.1,22.9,.316, home, 68.2, 2.2, 9.7, win
PHI, 103, .558, 14.4, 19.0, .221, away, 51.4, 8.5, 7.8, loss
DAL, 129,.559,9.0,34.1,.400, home, 56.1, 8.5, 6.1, win
BOS, 121, .536, 13.8, 33.3, .175, away, 68.1, 10.6, 3.8, win
DEN, 101,.507,21.4,15.4,.370, home, 55.9, 10.6, 7.7, loss
NOP, 111, .500, 13.2, 26.8, .291, away, 56.1, 5.0, 3.6, win
DET, 106,.483,9.6,21.6,.225, home, 48.6, 9.0, 9.1, loss
CLE, 115, .575, 11.6, 34.2, .288, away, 61.0, 4.4, 1.4, win
OKC, 92,.439,9.2,28.0,.144, home, 59.5, 10.0, 12.3, loss
IND, 105, .555, 18.7, 12.8, .171, away, 63.4, 6.7, 9.1, win
ORL, 102,.456,11.9,22.0,.209, home, 71.1, 11.4, 5.2, loss
SAS, 118, .585, 11.0, 19.5, .268, away, 53.5, 10.0, 13.0, win
PHO, 111,.511,11.2,27.7,.172, home, 60.5, 6.0, 7.6, loss
UTA, 111, .547, 10.3, 32.4, .198, away, 44.2, 6.6, 17.2, loss
POR, 115,.500,10.1,46.9,.278, home, 51.3, 7.7, 8.6, win
MEM, 85, .388, 12.6, 20.8, .342, away, 46.4, 6.5, 5.7, loss
TOR, 98,.451,11.3,20.9,.309, home, 36.4, 4.3, 3.6, win
GSW, 102, .517, 12.1, 13.3, .112, away, 76.9, 14.0, 15.4, win
ATL, 92,.477,15.4,17.8,.116, home, 63.9, 7.0, 15.9, loss
DET, 96, .513, 12.7, 14.6, .175, away, 45.9, 10.5, 5.7, win
CLE, 88,.481,16.7,11.9,.152, home, 55.9, 8.4, 3.6, loss
PHO, 84, .392, 14.2, 18.9, .170, away, 64.5, 8.0, 3.6, loss
LAC, 124,.631,14.4,24.4,.288, home, 65.9, 9.0, 15.6, win
IND, 93, .418, 10.4, 13.2, .174, away, 47.2, 7.6, 6.9, loss
MIA, 101,.390,10.9,34.5,.230, home, 50.0, 7.6, 10.4, win
LAL, 101, .447, 15.2, 22.9, .434, away, 64.3, 7.2, 2.9, loss
MIL, 108,.541,7.6,16.7,.174, home, 72.7, 10.3, 17.0, win
BOS, 122, .535, 9.2, 21.7, .139, away, 67.3, 12.5, 2.9, loss
MIN, 124,.566,14.5,34.9,.361, home, 55.8, 4.8, 8.2, win
TOR, 122, .592, 5.8, 31.7, .218, away, 56.5, 7.9, 9.4, win
NYK, 95,.476,7.8,26.1,.179, home, 48.6, 2.3, 4.8, loss
SAC, 114, .560, 14.4, 15.8, .253, away, 65.1, 8.5, 16.4, win
DEN, 110,.460,9.9,21.4,.180, home, 65.9, 9.5, 4.5, loss
ORL, 124, .524, 9.6, 30.2, .412, away, 63.4, 10.8, 3.4, win
PHI, 115,.608,19.6,16.7,.241, home, 53.5, 6.9, 5.6, loss
BRK, 104, .494, 11.7, 26.7, .167, away, 41.9, 10.3, 3.5, loss
POR, 112,.563,14.2,16.7,.275, home, 60.0, 6.2, 7.7, win
HOU, 114, .477, 11.8, 25.0, .356, away, 47.2, 14.7, 8.0, loss
UTA, 117,.581,18.8,25.0,.419, home, 57.9, 10.8, 7.5, win
NOP, 89, .386, 14.1, 14.3, .301, away, 58.6, 7.6, 5.9, loss
WAS, 109,.521,12.1,14.9,.117, home, 67.4, 8.5, 6.7, win
WAS, 104, .472, 9.8, 17.3, .211, away, 50.0, 10.8, 6.2, loss
CHI, 109,.545,13.6,17.5,.148, home, 59.1, 5.9, 3.2, win
CHO, 103, .553, 13.7, 18.6, .250, away, 62.2, 7.5, 3.4, loss
CLE, 114,.566,8.4,25.5,.121, home, 57.8, 11.7, 2.1, win
OKC, 116, .551, 11.6, 32.6, .202, away, 65.1, 5.3, 8.6, win
DAL, 103,.459,9.2,25.5,.279, home, 74.3, 10.6, 7.1, loss
PHI, 91, .440, 12.9, 20.0, .217, away, 54.5, 8.1, 7.3, loss
DET, 111,.536,14.0,25.0,.265, home, 56.4, 10.1, 1.7, win
NYK, 105, .539, 12.9, 19.0, .286, away, 62.9, 4.3, 6.6, loss
IND, 108,.522,7.5,23.1,.143, home, 47.8, 8.6, 7.8, win
DEN, 87, .411, 14.1, 26.9, .144, away, 52.9, 11.3, 5.1, win
LAC, 81,.429,15.7,17.3,.094, home, 63.3, 13.4, 13.6, loss
LAL, 119, .540, 6.4, 28.8, .273, away, 41.0, 5.3, 5.2, loss
MEM, 128,.641,8.4,23.1,.224, home, 54.2, 6.3, 8.2, win
GSW, 118, .539, 11.4, 20.5, .233, away, 54.8, 7.0, 2.8, win
MIA, 112,.500,10.7,24.4,.302, home, 47.5, 8.0, 12.9, loss
SAS, 108, .565, 14.9, 15.0, .141, away, 59.1, 12.7, 10.3, win
SAC, 92,.438,12.0,18.5,.083, home, 69.2, 12.7, 1.5, loss
MIN, 105, .541, 14.5, 29.7, .338, away, 67.6, 8.8, 6.8, loss
TOR, 114,.541,11.1,34.2,.259, home, 51.2, 7.7, 10.9, win
MIL, 107, .506, 12.5, 17.5, .218, away, 61.9, 8.8, 11.5, loss
BOS, 112,.518,14.0,24.3,.298, home, 51.2, 8.8, 4.2, win
OKC, 119, .593, 12.0, 26.5, .198, away, 53.2, 4.2, 8.6, loss
NOP, 123,.589,10.9,34.1,.189, home, 61.7, 5.3, 9.0, win
GSW, 130, .676, 17.4, 21.6, .125, away, 66.0, 8.5, 6.3, win
ORL, 114,.511,12.8,19.0,.244, home, 56.1, 10.4, 6.3, loss
BRK, 116, .547, 15.4, 23.7, .453, away, 56.8, 11.8, 11.3, win
PHO, 106,.474,15.6,38.9,.133, home, 38.1, 9.8, 7.0, loss
HOU, 119, .598, 14.1, 29.3, .256, away, 59.1, 14.1, 11.1, win
POR, 105,.544,19.0,24.4,.225, home, 59.5, 4.0, 5.7, loss
SAS, 96, .538, 11.5, 25.0, .139, away, 44.7, 5.8, 8.3, win
UTA, 78,.448,11.8,10.5,.117, home, 45.5, 7.0, 3.3, loss
CHI, 88, .392, 17.0, 32.7, .216, away, 59.4, 3.1, 3.6, loss
ATL, 103,.455,9.9,28.9,.247, home, 75.7, 14.7, 16.2, win
DEN, 116, .511, 12.3, 34.0, .226, away, 41.9, 6.9, 5.1, loss
DAL, 122,.574,12.3,24.4,.239, home, 55.6, 8.8, 1.6, win
CHO, 96, .500, 13.3, 12.5, .157, away, 63.9, 8.2, 10.6, win
IND, 95,.435,12.8,23.8,.247, home, 54.3, 8.2, 5.5, loss
MEM, 112, .582, 12.4, 27.0, .153, away, 55.8, 6.6, 12.7, win
LAL, 95,.442,6.9,22.9,.333, home, 43.8, 9.9, 5.7, loss
ORL, 95, .452, 10.7, 27.3, .118, away, 61.5, 6.3, 1.6, loss
NYK, 108,.488,10.3,25.6,.375, home, 48.6, 7.4, 6.1, win
WAS, 103, .463, 9.8, 33.3, .170, away, 60.0, 7.5, 14.0, win
PHI, 94,.476,10.8,15.6,.195, home, 60.0, 10.7, 7.0, loss
LAC, 117, .534, 7.4, 26.2, .247, away, 41.9, 6.3, 7.4, win
SAC, 107,.513,14.5,30.2,.346, home, 55.9, 6.3, 5.0, loss
CLE, 97, .554, 14.4, 25.6, .203, away, 60.0, 4.6, 0.0, loss
TOR, 99,.548,11.5,14.7,.260, home, 48.6, 6.9, 0.0, win
MIA, 89, .420, 15.6, 28.0, .184, away, 52.8, 7.0, 15.0, loss
BOS, 101,.432,9.4,23.1,.188, home, 66.7, 12.0, 8.1, win
POR, 103, .466, 9.2, 16.7, .253, away, 52.6, 6.2, 9.7, win
CHI, 95,.452,8.3,20.4,.106, home, 84.6, 4.1, 9.1, loss
SAS, 104, .539, 12.8, 18.9, .289, away, 64.9, 4.2, 6.8, win
HOU, 94,.464,13.0,20.0,.190, home, 54.3, 5.3, 7.0, loss
DET, 102, .489, 9.2, 34.7, .182, away, 64.9, 14.4, 3.0, win
MIL, 91,.532,20.1,29.3,.103, home, 55.3, 3.3, 12.1, loss
MIN, 112, .530, 10.2, 16.7, .274, away, 66.7, 8.9, 8.8, win
NOP, 110,.524,13.6,15.9,.262, home, 56.4, 8.9, 5.8, loss
GSW, 121, .547, 9.4, 8.0, .179, away, 55.6, 13.6, 10.0, win
OKC, 118,.526,17.0,36.4,.177, home, 50.0, 5.4, 6.3, loss
MEM, 106, .438, 7.5, 14.9, .450, away, 46.9, 11.5, 8.3, loss
PHO, 111,.538,15.9,37.2,.313, home, 51.4, 4.2, 5.0, win
BRK, 98, .518, 17.2, 20.0, .131, away, 57.5, 11.8, 2.9, win
UTA, 96,.444,17.4,30.2,.191, home, 37.8, 10.8, 13.0, loss
CHO, 76, .377, 6.2, 19.2, .185, away, 59.3, 8.1, 6.7, loss
ATL, 87,.545,15.9,16.2,.039, home, 76.3, 4.6, 10.2, win
MIN, 101, .417, 12.4, 39.7, .289, away, 55.9, 5.2, 5.7, loss
DAL, 128,.601,7.5,21.1,.236, home, 72.3, 9.4, 9.0, win
TOR, 101, .550, 5.4, 20.5, .163, away, 53.8, 6.0, 2.1, loss
DET, 114,.662,10.8,22.6,.282, home, 68.3, 2.4, 1.7, win
POR, 111, .593, 11.7, 19.5, .185, away, 46.3, 4.3, 8.9, win
IND, 102,.446,8.0,33.9,.204, home, 52.5, 7.5, 8.8, loss
MIA, 98, .482, 13.9, 30.8, .202, away, 62.5, 9.9, 5.6, win
NYK, 81,.402,10.7,22.2,.126, home, 50.0, 8.8, 11.8, loss
PHI, 116, .565, 15.4, 10.0, .377, away, 48.8, 5.8, 10.0, loss
ORL, 130,.628,11.0,16.2,.256, home, 57.1, 8.7, 10.9, win
CLE, 99, .456, 13.1, 13.3, .325, away, 62.5, 6.1, 4.2, loss
WAS, 113,.563,12.2,15.4,.304, home, 71.8, 6.1, 3.9, win
UTA, 95, .411, 7.7, 29.4, .119, away, 60.5, 6.3, 6.1, loss
BOS, 100,.476,8.5,22.9,.238, home, 73.0, 6.3, 16.9, win
IND, 96, .513, 11.3, 22.5, .175, away, 62.2, 9.0, 20.4, loss
CLE, 100,.476,10.5,25.0,.253, home, 62.9, 4.5, 3.2, win
MEM, 103, .500, 8.1, 11.1, .373, away, 75.0, 7.7, 8.0, win
DEN, 96,.587,19.3,25.8,.107, home, 67.5, 3.3, 7.3, loss
BRK, 95, .468, 12.4, 22.0, .299, away, 78.1, 10.9, 5.0, loss
LAC, 105,.548,10.9,19.5,.169, home, 53.7, 8.7, 6.9, win
HOU, 121, .557, 13.5, 33.3, .276, away, 73.2, 11.9, 1.5, loss
MIL, 128,.642,15.1,28.6,.296, home, 62.5, 11.9, 7.8, win
OKC, 131, .659, 18.4, 29.4, .280, away, 59.6, 6.9, 3.7, win
SAC, 116,.481,8.0,37.3,.121, home, 58.3, 10.8, 0.0, loss
PHI, 108, .539, 10.1, 13.3, .135, away, 62.8, 8.0, 5.8, loss
WAS, 116,.517,12.8,35.0,.270, home, 58.1, 6.0, 10.5, win
PHO, 92, .396, 9.7, 23.2, .220, away, 42.4, 5.1, 3.0, loss
CHO, 126,.554,10.3,34.1,.247, home, 60.0, 8.1, 9.4, win
ORL, 108, .500, 13.8, 37.5, .187, away, 70.7, 11.4, 6.9, loss
DAL, 121,.617,14.2,18.2,.338, home, 62.8, 7.3, 6.6, win
ATL, 105, .538, 15.8, 17.5, .238, away, 67.6, 9.1, 7.5, loss
GSW, 109,.456,9.1,34.0,.146, home, 68.3, 11.2, 6.4, win
BRK, 101, .466, 6.5, 22.4, .202, away, 71.8, 8.4, 7.0, loss
LAL, 107,.560,12.4,19.5,.169, home, 53.7, 5.3, 5.6, win
CHI, 111, .517, 8.1, 19.0, .200, away, 48.8, 10.1, 3.1, loss
MIA, 129,.714,14.6,16.0,.247, home, 53.8, 5.1, 16.4, win
POR, 104, .489, 6.7, 19.1, .205, away, 45.9, 5.3, 10.4, win
NYK, 85,.409,7.7,14.8,.148, home, 33.3, 4.3, 6.9, loss
POR, 93, .470, 13.1, 24.0, .167, away, 44.1, 4.2, 8.6, loss
BOS, 116,.435,4.1,34.5,.215, home, 46.5, 9.4, 14.5, win
LAL, 107, .513, 6.1, 14.6, .329, away, 54.3, 7.5, 7.3, loss
DEN, 117,.564,10.4,21.9,.372, home, 57.9, 3.2, 12.5, win
NOP, 95, .478, 18.7, 12.2, .100, away, 66.7, 9.1, 6.5, loss
HOU, 100,.463,17.7,17.8,.309, home, 55.6, 13.7, 17.0, win
OKC, 98, .449, 14.2, 35.3, .102, away, 56.4, 3.1, 12.1, loss
LAC, 103,.454,5.3,21.1,.143, home, 65.0, 11.2, 4.8, win
SAC, 98, .530, 20.9, 41.0, .134, away, 79.5, 7.3, 4.9, loss
MEM, 104,.475,16.9,33.3,.367, home, 57.1, 13.6, 7.1, win
IND, 104, .538, 13.3, 27.9, .225, away, 73.7, 7.5, 9.7, win
MIL, 99,.467,11.8,14.0,.368, home, 41.2, 8.6, 1.7, loss
WAS, 104, .565, 15.9, 12.2, .107, away, 59.5, 8.1, 4.9, win
MIN, 98,.460,17.4,22.5,.387, home, 53.1, 8.1, 3.6, loss
CHI, 89, .414, 6.3, 8.9, .071, away, 63.2, 5.7, 2.6, loss
ORL, 102,.438,8.6,15.7,.175, home, 64.1, 4.7, 7.5, win
CHO, 119, .556, 11.1, 20.5, .358, away, 50.0, 9.0, 13.5, win
PHI, 99,.476,12.7,14.3,.212, home, 67.6, 8.0, 8.9, loss
DET, 81, .436, 14.5, 16.3, .167, away, 61.3, 3.3, 1.4, loss
SAS, 97,.530,8.3,12.5,.095, home, 58.1, 8.7, 10.2, win
UTA, 94, .506, 9.1, 22.2, .120, away, 56.8, 7.0, 10.3, loss
TOR, 104,.538,9.2,30.3,.225, home, 30.0, 8.1, 8.8, win
SAC, 104, .569, 12.6, 20.9, .163, away, 54.8, 8.4, 6.2, win
DAL, 101,.516,13.4,27.7,.043, home, 55.6, 5.2, 5.5, loss
OKC, 106, .488, 12.5, 23.4, .256, away, 55.0, 3.0, 7.5, loss
GSW, 121,.603,7.7,10.3,.184, home, 70.2, 11.1, 4.5, win
PHO, 92, .433, 8.7, 12.8, .256, away, 36.4, 7.3, 3.0, loss
MIA, 108,.536,11.3,17.9,.229, home, 62.5, 5.2, 13.3, win
SAS, 94, .494, 11.2, 12.8, .173, away, 75.0, 8.6, 15.4, win
NOP, 86,.438,10.6,13.7,.090, home, 65.7, 6.4, 6.7, loss
NYK, 104, .505, 9.2, 20.8, .120, away, 52.4, 4.2, 4.3, loss
BOS, 105,.478,7.3,27.1,.211, home, 48.8, 8.4, 2.9, win
IND, 101, .461, 9.2, 26.1, .200, away, 62.2, 10.8, 8.3, loss
CHO, 108,.563,11.0,17.1,.241, home, 52.6, 4.3, 14.5, win
WAS, 83, .414, 14.9, 20.4, .198, away, 43.8, 2.1, 7.9, loss
CLE, 108,.533,8.5,17.8,.133, home, 57.1, 9.4, 8.2, win
BRK, 121, .577, 11.5, 19.5, .176, away, 69.6, 4.9, 5.7, win
DEN, 120,.510,12.3,39.5,.229, home, 60.9, 7.9, 8.7, loss
ATL, 106, .640, 11.2, 9.4, .279, away, 83.8, 7.1, 13.8, win
LAL, 77,.371,9.6,32.1,.165, home, 65.5, 5.9, 2.5, loss
UTA, 88, .460, 16.2, 26.7, .253, away, 65.6, 6.6, 7.9, loss
MEM, 94,.481,11.0,21.4,.198, home, 37.8, 8.8, 8.9, win
MIN, 101, .523, 21.2, 34.9, .115, away, 59.5, 9.0, 8.5, loss
MIL, 116,.602,16.4,24.3,.193, home, 55.8, 13.0, 9.2, win
PHO, 102, .481, 15.9, 18.6, .346, away, 51.4, 7.7, 6.8, win
ORL, 84,.381,11.6,23.4,.069, home, 57.1, 11.6, 4.7, loss
MIA, 112, .472, 13.4, 35.6, .330, away, 61.5, 7.1, 7.8, win
PHI, 102,.426,7.0,27.8,.221, home, 58.3, 12.2, 6.9, loss
POR, 115, .536, 10.1, 25.6, .313, away, 35.9, 5.3, 5.5, loss
TOR, 117,.552,12.5,25.7,.642, home, 35.3, 5.3, 7.1, win
HOU, 100, .454, 15.2, 21.2, .241, away, 62.9, 16.2, 5.2, loss
CHI, 108,.513,21.0,29.3,.342, home, 77.8, 7.6, 7.7, win
BOS, 103, .525, 13.2, 23.8, .238, away, 45.9, 8.5, 1.9, loss
CLE, 120,.573,13.4,35.7,.317, home, 64.3, 8.5, 7.0, win
ATL, 107, .506, 15.5, 22.2, .191, away, 65.0, 8.8, 6.4, win
LAC, 97,.506,16.5,12.2,.215, home, 64.7, 9.7, 16.1, loss
BRK, 118, .538, 12.7, 39.5, .207, away, 42.2, 7.4, 6.9, loss
MIN, 132,.750,12.3,16.7,.237, home, 69.2, 8.4, 12.1, win
UTA, 106, .513, 13.5, 27.8, .333, away, 62.2, 4.3, 13.7, win
NOP, 94,.462,7.6,12.2,.098, home, 65.8, 6.4, 8.6, loss
DET, 89, .424, 8.4, 26.4, .120, away, 36.1, 6.7, 1.6, loss
NYK, 102,.557,10.3,22.2,.177, home, 45.2, 4.5, 7.6, win
SAC, 94, .494, 17.4, 16.7, .173, away, 56.8, 13.2, 6.9, loss
SAS, 104,.543,19.0,29.7,.198, home, 77.5, 6.1, 7.7, win
IND, 100, .488, 11.6, 23.8, .229, away, 37.8, 8.4, 5.4, win
WAS, 99,.472,13.8,30.4,.169, home, 64.1, 7.4, 6.5, loss
DAL, 114, .527, 10.5, 16.3, .172, away, 70.7, 4.7, 9.9, loss
DEN, 116,.453,8.5,30.9,.178, home, 56.8, 7.6, 9.6, win
POR, 103, .519, 12.9, 7.9, .282, away, 51.4, 8.3, 0.0, loss
DET, 123,.595,11.1,26.3,.274, home, 50.0, 7.3, 2.1, win
GSW, 95, .424, 16.5, 34.7, .185, away, 86.5, 5.1, 4.8, loss
LAL, 112,.523,10.2,22.0,.241, home, 56.1, 12.2, 9.7, win
PHO, 109, .606, 15.1, 27.8, .324, away, 64.9, 3.4, 5.2, win
MEM, 100,.463,9.6,24.5,.325, home, 53.1, 6.7, 7.0, loss
PHI, 98, .500, 10.4, 24.0, .153, away, 54.1, 5.5, 10.4, loss
MIA, 103,.494,11.3,31.7,.284, home, 44.4, 7.7, 18.5, win
OKC, 104, .467, 18.1, 32.6, .434, away, 84.4, 5.1, 11.3, win
MIL, 96,.394,8.8,25.5,.278, home, 64.7, 17.4, 11.8, loss
HOU, 113, .571, 9.6, 18.6, .308, away, 71.1, 9.5, 9.1, win
TOR, 107,.558,14.4,19.4,.273, home, 73.0, 8.5, 12.2, loss
MIL, 90, .434, 10.0, 32.1, .121, away, 66.7, 7.6, 9.4, loss
CHI, 100,.564,17.5,16.7,.154, home, 89.7, 5.4, 15.1, win
MIN, 103, .513, 14.2, 12.2, .263, away, 56.4, 9.9, 10.0, loss
CHO, 108,.522,11.8,13.6,.156, home, 48.8, 7.9, 10.8, win
MEM, 106, .512, 14.3, 20.0, .209, away, 56.1, 15.8, 15.7, win
CLE, 103,.494,21.2,33.3,.300, home, 63.9, 8.9, 10.6, loss
LAC, 109, .542, 8.6, 13.3, .229, away, 46.2, 10.3, 12.5, win
DAL, 90,.395,13.6,22.2,.321, home, 50.0, 5.2, 2.0, loss
ORL, 113, .472, 12.5, 18.4, .311, away, 60.0, 12.9, 6.1, loss
GSW, 119,.595,20.0,23.3,.226, home, 64.3, 12.0, 10.1, win
SAS, 91, .375, 7.0, 31.0, .198, away, 44.1, 5.5, 9.7, loss
IND, 99,.455,9.0,19.0,.359, home, 59.4, 5.5, 10.3, win
SAC, 112, .536, 18.8, 15.4, .277, away, 65.9, 10.9, 1.4, loss
NOP, 115,.516,13.9,20.8,.191, home, 51.1, 15.5, 10.3, win
NYK, 94, .480, 15.6, 15.0, .293, away, 63.6, 1.0, 11.5, loss
DEN, 110,.485,5.3,22.9,.141, home, 62.2, 9.3, 5.3, win
ORL, 98, .520, 10.2, 10.3, .250, away, 51.4, 5.3, 7.4, loss
LAL, 107,.549,14.1,24.4,.222, home, 52.5, 7.5, 3.5, win
SAS, 116, .576, 8.8, 24.3, .212, away, 59.6, 14.0, 10.9, win
MIN, 91,.481,14.7,15.9,.190, home, 50.0, 5.4, 3.0, loss
WAS, 109, .495, 9.9, 23.1, .111, away, 57.8, 8.4, 7.7, loss
POR, 116,.517,16.3,28.3,.270, home, 58.5, 1.9, 5.1, win
BRK, 99, .549, 14.9, 17.6, .110, away, 54.8, 7.7, 14.5, loss
TOR, 104,.538,15.2,34.3,.256, home, 64.9, 9.9, 10.0, win
ATL, 91, .525, 15.7, 9.3, .088, away, 39.5, 9.2, 6.7, win
UTA, 84,.390,17.2,28.8,.198, home, 53.3, 10.2, 7.3, loss
MEM, 96, .423, 16.3, 34.0, .298, away, 62.5, 8.1, 12.7, loss
BOS, 116,.557,11.8,17.9,.218, home, 63.4, 9.1, 12.1, win
NOP, 113, .529, 10.2, 13.3, .271, away, 55.0, 2.0, 6.4, loss
CHO, 122,.555,4.8,9.8,.378, home, 55.3, 6.0, 5.8, win
DET, 102, .500, 10.1, 31.3, .200, away, 50.0, 7.7, 5.4, win
DAL, 96,.506,8.1,16.3,.105, home, 64.1, 6.6, 3.4, loss
UTA, 94, .456, 16.3, 31.8, .278, away, 65.6, 9.6, 7.4, loss
GSW, 115,.649,14.5,24.3,.071, home, 75.0, 10.7, 11.9, win
MIA, 108, .563, 14.5, 31.3, .225, away, 54.8, 6.5, 11.1, loss
MIL, 114,.550,11.9,29.3,.325, home, 64.3, 7.5, 0.0, win
LAC, 108, .580, 9.9, 4.5, .173, away, 70.7, 11.0, 6.0, loss
OKC, 120,.577,13.9,27.0,.165, home, 68.8, 6.0, 4.3, win
HOU, 118, .506, 11.1, 39.5, .360, away, 57.9, 14.6, 9.4, win
PHI, 104,.477,15.2,36.4,.256, home, 65.7, 8.3, 9.4, loss
NYK, 128, .659, 9.8, 20.0, .244, away, 67.4, 8.5, 15.0, win
PHO, 97,.489,10.3,21.7,.112, home, 41.0, 6.4, 0.0, loss
CLE, 120, .506, 11.0, 31.3, .322, away, 43.6, 5.0, 1.6, win
SAC, 111,.524,8.4,12.2,.274, home, 50.0, 8.0, 4.3, loss
PHO, 98, .404, 11.9, 29.6, .292, away, 57.6, 4.1, 6.3, loss
DEN, 116,.555,10.0,23.4,.165, home, 61.4, 9.2, 18.0, win
CLE, 120, .624, 7.9, 23.1, .165, away, 48.9, 4.3, 10.3, win
LAL, 108,.569,10.1,12.1,.213, home, 42.9, 8.7, 8.0, loss
CHI, 101, .517, 18.6, 26.2, .140, away, 59.0, 5.1, 6.6, loss
SAS, 109,.505,7.3,18.8,.161, home, 65.9, 14.2, 6.3, win
ATL, 96, .470, 10.5, 14.0, .232, away, 48.6, 8.4, 8.6, loss
TOR, 104,.506,12.1,28.9,.256, home, 42.1, 6.3, 5.1, win
HOU, 102, .483, 14.7, 32.6, .193, away, 47.5, 8.1, 5.0, win
BOS, 98,.418,11.9,28.6,.242, home, 70.6, 14.2, 4.8, loss
MIA, 118, .571, 7.4, 22.0, .154, away, 63.8, 14.4, 10.0, win
CHI, 96,.519,17.0,17.1,.148, home, 71.1, 7.2, 8.2, loss
DET, 103, .533, 12.0, 9.7, .289, away, 52.8, 7.4, 6.9, loss
CHO, 118,.566,9.5,23.1,.289, home, 66.7, 9.5, 10.9, win
POR, 112, .541, 7.7, 14.9, .221, away, 54.1, 4.2, 8.2, loss
GSW, 128,.551,7.0,33.3,.337, home, 57.5, 5.2, 12.0, win
NYK, 94, .434, 13.0, 29.2, .265, away, 67.6, 7.6, 5.4, loss
LAC, 101,.524,12.4,22.7,.141, home, 60.5, 8.7, 14.3, win
NOP, 114, .474, 13.3, 27.3, .240, away, 54.8, 5.5, 7.3, loss
MEM, 121,.521,8.3,18.9,.219, home, 57.4, 12.7, 9.7, win
MIN, 99, .471, 11.2, 13.6, .209, away, 59.5, 12.0, 12.3, win
OKC, 96,.464,20.2,34.0,.214, home, 41.7, 3.0, 10.8, loss
BRK, 89, .408, 11.0, 22.4, .207, away, 66.7, 8.5, 7.1, loss
PHI, 95,.506,15.0,26.8,.119, home, 65.8, 5.3, 8.6, win
ORL, 107, .544, 16.8, 32.4, .266, away, 53.7, 11.0, 12.7, win
SAC, 100,.443,14.7,23.5,.250, home, 65.7, 9.0, 6.3, loss
WAS, 93, .481, 13.5, 13.6, .200, away, 57.1, 9.4, 2.0, loss
UTA, 114,.634,17.7,14.8,.433, home, 39.5, 10.4, 7.1, win
MEM, 83, .379, 13.7, 33.9, .116, away, 45.5, 10.7, 10.0, loss
ATL, 95,.494,10.7,17.4,.143, home, 75.0, 9.6, 16.7, win
HOU, 109, .489, 7.9, 29.2, .194, away, 48.8, 8.4, 8.8, loss
CHO, 125,.631,10.4,27.8,.159, home, 58.3, 6.3, 7.5, win
IND, 112, .525, 13.0, 21.4, .333, away, 63.2, 10.3, 9.5, win
DAL, 105,.529,12.3,17.5,.176, home, 73.2, 7.2, 1.9, loss
WAS, 100, .459, 16.1, 25.5, .244, away, 55.6, 12.7, 5.4, loss
DEN, 116,.575,18.5,26.5,.300, home, 57.1, 9.8, 12.3, win
PHO, 116, .549, 10.6, 20.5, .163, away, 64.4, 3.0, 5.9, loss
GSW, 123,.565,7.5,15.6,.333, home, 66.7, 6.0, 14.3, win
NOP, 92, .427, 14.0, 22.9, .180, away, 54.3, 7.0, 5.9, loss
MIL, 103,.519,13.3,12.2,.235, home, 55.0, 11.0, 10.0, win
DET, 125, .588, 11.4, 28.6, .198, away, 53.1, 6.0, 5.1, win
PHI, 111,.524,11.1,13.0,.274, home, 61.5, 11.0, 2.7, loss
ORL, 84, .412, 13.2, 20.8, .099, away, 55.9, 6.2, 8.2, loss
POR, 121,.661,14.4,24.3,.119, home, 72.3, 2.1, 4.6, win
OKC, 85, .395, 17.1, 36.7, .259, away, 58.1, 7.7, 3.3, loss
SAS, 93,.424,10.3,25.5,.247, home, 50.0, 13.2, 4.8, win
MIA, 104, .423, 10.6, 31.4, .214, away, 51.4, 8.8, 7.6, loss
TOR, 112,.476,11.4,18.4,.381, home, 45.9, 9.8, 9.6, win
IND, 75, .408, 15.1, 14.6, .046, away, 72.7, 9.4, 9.1, loss
ATL, 104,.559,14.4,22.5,.106, home, 67.5, 11.5, 9.5, win
MIL, 109, .539, 8.4, 34.9, .146, away, 60.0, 14.3, 7.0, win
BRK, 100,.643,20.9,10.3,.143, home, 64.1, 3.3, 8.0, loss
CLE, 114, .595, 7.9, 23.7, .167, away, 56.1, 3.3, 8.5, win
LAC, 90,.468,10.3,11.1,.203, home, 71.9, 5.6, 8.5, loss
NYK, 90, .473, 10.3, 12.5, .253, away, 57.6, 5.5, 8.7, win
LAL, 87,.418,8.7,20.0,.188, home, 41.2, 6.6, 3.7, loss
UTA, 108, .549, 14.9, 28.2, .220, away, 66.7, 8.7, 5.0, win
SAC, 99,.525,10.0,18.2,.173, home, 65.8, 8.7, 9.3, loss
DAL, 107, .534, 12.9, 15.4, .161, away, 71.4, 9.1, 13.0, win
CHO, 96,.487,14.2,16.3,.289, home, 56.3, 9.1, 12.3, loss
NOP, 107, .414, 6.9, 30.9, .323, away, 51.4, 14.4, 5.4, loss
GSW, 125,.654,16.5,25.8,.235, home, 63.8, 6.2, 8.8, win
MEM, 81, .317, 14.4, 38.4, .168, away, 46.7, 6.8, 0.0, loss
